Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	2;	4799.999458;	236.79997326133335;	4.933333333333334;	3141632.0;	318765.6;	10.133333333333333;	161.4;	0.3333333333333333;	0.3333333333333333
1377986908;	2;	4799.999458;	204.79997687466667;	4.266666666666667;	3141632.0;	346728.26666666666;	0.6;	164.53333333333333;	0.26666666666666666;	0.2
1377987208;	2;	4799.999458;	191.99997832;	4.0;	3141632.0;	243266.93333333332;	0.2;	148.2;	0.26666666666666666;	0.2
1377987508;	2;	4799.999458;	203.19997705533333;	4.233333333333333;	3141632.0;	341134.93333333335;	0.0;	148.26666666666665;	0.26666666666666666;	0.2
1377987808;	2;	4799.999458;	188.79997868133333;	3.933333333333333;	3141632.0;	343931.4666666667;	0.4;	153.06666666666666;	0.26666666666666666;	0.2
1377988108;	2;	4799.999458;	182.399979404;	3.8;	3141632.0;	341135.73333333334;	0.06666666666666667;	149.6;	0.26666666666666666;	0.2
1377988408;	2;	4799.999458;	180.7999795846667;	3.766666666666667;	3141632.0;	285211.2;	0.0;	157.73333333333335;	0.26666666666666666;	0.2
1377988708;	2;	4799.999458;	403.199954472;	8.4;	3141632.0;	262841.06666666665;	0.0;	154.6;	0.3333333333333333;	0.26666666666666666
1377989008;	2;	4799.999458;	185.59997904266666;	3.8666666666666667;	3141632.0;	327154.4;	0.0;	152.26666666666665;	0.26666666666666666;	0.2
1377989309;	2;	4799.999458;	187.199978862;	3.9;	3141632.0;	357912.5333333333;	0.0;	147.66666666666666;	0.26666666666666666;	0.2
1377989609;	2;	4799.999458;	182.399979404;	3.8;	3141632.0;	307581.06666666665;	0.0;	156.13333333333333;	0.26666666666666666;	0.2
1377989909;	2;	4799.999458;	182.399979404;	3.8;	3141632.0;	254452.0;	0.06666666666666667;	147.33333333333334;	0.26666666666666666;	0.2
1377990209;	2;	4799.999458;	201.599977236;	4.2;	3141632.0;	271229.86666666664;	0.0;	150.06666666666666;	0.26666666666666666;	0.2
1377990509;	2;	4799.999458;	193.59997813933333;	4.033333333333333;	3141632.0;	349524.0;	0.0;	158.33333333333334;	0.26666666666666666;	0.2
1377990809;	2;	4799.999458;	172.799980488;	3.6;	3141632.0;	220898.13333333333;	0.0;	144.93333333333334;	0.26666666666666666;	0.2
1377991109;	2;	4799.999458;	196.799977778;	4.1;	3141632.0;	218101.33333333334;	0.06666666666666667;	148.46666666666667;	0.26666666666666666;	0.2
1377991409;	2;	4799.999458;	177.59997994600002;	3.7;	3141632.0;	209713.33333333334;	0.13333333333333333;	152.73333333333335;	0.26666666666666666;	0.2
1377991709;	2;	4799.999458;	180.7999795846667;	3.766666666666667;	3141632.0;	248860.8;	0.0;	152.8;	0.26666666666666666;	0.2
1377992009;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	279618.93333333335;	0.0;	154.26666666666668;	0.26666666666666666;	0.2
1377992309;	2;	4799.999458;	177.59997994600002;	3.7;	3141632.0;	237674.66666666666;	0.0;	155.86666666666667;	0.26666666666666666;	0.2
1377992609;	2;	4799.999458;	180.7999795846667;	3.766666666666667;	3141632.0;	254452.0;	0.0;	150.93333333333334;	0.26666666666666666;	0.2
1377992909;	2;	4799.999458;	188.79997868133333;	3.933333333333333;	3141632.0;	355115.73333333334;	0.3333333333333333;	151.13333333333333;	0.8;	0.4666666666666667
1377993209;	2;	4799.999458;	180.7999795846667;	3.766666666666667;	3141632.0;	380282.4;	0.0;	161.2;	0.26666666666666666;	0.2
1377993509;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	335542.93333333335;	0.13333333333333333;	152.53333333333333;	0.26666666666666666;	0.2
1377993809;	2;	4799.999458;	188.79997868133333;	3.933333333333333;	3141632.0;	296394.93333333335;	3.9333333333333336;	163.53333333333336;	0.4;	0.3333333333333333
1377994109;	2;	4799.999458;	191.99997832;	4.0;	3141632.0;	329950.6666666667;	3.2666666666666666;	162.26666666666665;	0.26666666666666666;	0.2
1377994409;	2;	4799.999458;	167.99998103000001;	3.5;	3141632.0;	271230.4;	0.2;	155.13333333333333;	0.26666666666666666;	0.2
1377994709;	2;	4799.999458;	183.99997922333333;	3.833333333333333;	3141632.0;	293599.2;	0.0;	144.13333333333333;	0.26666666666666666;	0.2
1377995009;	2;	4799.999458;	180.7999795846667;	3.766666666666667;	3141632.0;	397058.4;	0.13333333333333333;	156.26666666666665;	0.26666666666666666;	0.2
1377995309;	2;	4799.999458;	179.19997976533332;	3.733333333333333;	3141632.0;	290802.93333333335;	0.0;	145.66666666666669;	0.26666666666666666;	0.2
1377995609;	2;	4799.999458;	174.39998030733335;	3.6333333333333333;	3141632.0;	310376.26666666666;	0.06666666666666667;	152.13333333333333;	0.26666666666666666;	0.2
1377995909;	2;	4799.999458;	182.399979404;	3.8;	3141632.0;	243268.26666666666;	0.13333333333333333;	162.26666666666665;	0.3333333333333333;	0.26666666666666666
1377996209;	2;	4799.999458;	171.19998066866668;	3.566666666666667;	3141632.0;	237674.93333333332;	0.0;	144.4;	0.26666666666666666;	0.2
1377996509;	2;	4799.999458;	195.19997795866666;	4.066666666666666;	3141632.0;	299192.0;	0.06666666666666667;	152.6;	0.26666666666666666;	0.2
1377996809;	2;	4799.999458;	195.19997795866666;	4.066666666666666;	3141632.0;	274025.86666666664;	0.06666666666666667;	152.6;	0.26666666666666666;	0.2
1377997109;	2;	4799.999458;	180.7999795846667;	3.766666666666667;	3141632.0;	327154.4;	0.4;	151.53333333333333;	0.26666666666666666;	0.2
1377997409;	2;	4799.999458;	179.19997976533332;	3.733333333333333;	3141632.0;	329950.6666666667;	0.0;	153.20000000000002;	0.26666666666666666;	0.2
1377997709;	2;	4799.999458;	190.3999785006667;	3.966666666666667;	3141632.0;	321561.3333333333;	0.06666666666666667;	157.06666666666666;	0.26666666666666666;	0.2
1377998009;	2;	4799.999458;	220.79997506799998;	4.6;	3141632.0;	329950.6666666667;	336.06666666666666;	206.73333333333332;	0.26666666666666666;	0.2
1377998310;	2;	4799.999458;	193.59997813933333;	4.033333333333333;	3141632.0;	335542.6666666667;	1.2;	165.20000000000002;	0.26666666666666666;	0.2
1377998610;	2;	4799.999458;	190.3999785006667;	3.966666666666667;	3141632.0;	341135.73333333334;	0.0;	156.2;	0.26666666666666666;	0.2
1377998910;	2;	4799.999458;	174.39998030733335;	3.6333333333333333;	3141632.0;	290803.73333333334;	0.0;	154.46666666666667;	0.26666666666666666;	0.2
1377999210;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	371893.3333333333;	0.06666666666666667;	155.0;	0.26666666666666666;	0.2
1377999510;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	285211.2;	0.0;	158.13333333333333;	0.26666666666666666;	0.2
1377999810;	2;	4799.999458;	172.799980488;	3.6;	3141632.0;	276821.6;	0.0;	146.4;	0.26666666666666666;	0.2
1378000110;	2;	4799.999458;	196.799977778;	4.1;	3141632.0;	243267.2;	0.0;	151.4;	0.26666666666666666;	0.2
1378000410;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	318765.6;	0.0;	150.86666666666667;	0.26666666666666666;	0.2
1378000710;	2;	4799.999458;	190.3999785006667;	3.966666666666667;	3141632.0;	234878.4;	0.0;	155.06666666666666;	0.26666666666666666;	0.2
1378001010;	2;	4799.999458;	415.9999530266666;	8.666666666666666;	3141632.0;	318765.6;	1041.2666666666667;	516.5999999999999;	0.26666666666666666;	0.4666666666666667
1378001310;	2;	4799.999458;	263.99997019;	5.5;	3141632.0;	713029.6;	34.666666666666664;	176.06666666666666;	0.4;	0.26666666666666666
1378001610;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	461371.2;	0.0;	153.6;	0.26666666666666666;	0.2
1378001910;	2;	4799.999458;	190.3999785006667;	3.966666666666667;	3141632.0;	293600.0;	0.0;	144.8;	0.26666666666666666;	0.2
1378002210;	2;	4799.999458;	180.7999795846667;	3.766666666666667;	3141632.0;	254452.26666666666;	0.06666666666666667;	156.53333333333333;	0.26666666666666666;	0.2
1378002510;	2;	4799.999458;	198.3999775973333;	4.133333333333333;	3141632.0;	293599.2;	0.06666666666666667;	147.66666666666669;	0.26666666666666666;	0.2
1378002810;	2;	4799.999458;	172.799980488;	3.6;	3141632.0;	232082.93333333332;	0.0;	155.13333333333333;	0.26666666666666666;	0.2
1378003110;	2;	4799.999458;	415.9999530266666;	8.666666666666666;	3141632.0;	394262.4;	0.06666666666666667;	158.13333333333333;	0.3333333333333333;	0.26666666666666666
1378003410;	2;	4799.999458;	167.99998103000001;	3.5;	3141632.0;	301988.0;	0.0;	148.73333333333332;	0.26666666666666666;	0.2
1378003710;	2;	4799.999458;	187.199978862;	3.9;	3141632.0;	234878.4;	0.0;	150.26666666666665;	0.26666666666666666;	0.2
1378004010;	2;	4799.999458;	183.99997922333333;	3.833333333333333;	3141632.0;	251656.8;	0.0;	156.66666666666669;	0.26666666666666666;	0.2
1378004310;	2;	4799.999458;	177.59997994600002;	3.7;	3141632.0;	310376.8;	0.0;	150.8;	0.26666666666666666;	0.2
1378004610;	2;	4799.999458;	180.7999795846667;	3.766666666666667;	3141632.0;	310376.8;	0.0;	152.93333333333334;	0.26666666666666666;	0.2
1378004910;	2;	4799.999458;	190.3999785006667;	3.966666666666667;	3141632.0;	321561.86666666664;	0.0;	156.0;	0.26666666666666666;	0.2
1378005210;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	296395.4666666667;	0.13333333333333333;	150.06666666666666;	0.26666666666666666;	0.2
1378005510;	2;	4799.999458;	198.3999775973333;	4.133333333333333;	3141632.0;	276821.6;	0.0;	147.73333333333335;	0.26666666666666666;	0.2
1378005810;	2;	4799.999458;	185.59997904266666;	3.8666666666666667;	3141632.0;	234878.4;	0.0;	156.26666666666665;	0.26666666666666666;	0.2
1378006110;	2;	4799.999458;	167.99998103000001;	3.5;	3141632.0;	251656.8;	0.0;	150.8;	0.26666666666666666;	0.2
1378006411;	2;	4799.999458;	183.99997922333333;	3.833333333333333;	3141632.0;	327152.8;	0.3333333333333333;	153.86666666666667;	0.26666666666666666;	0.2
1378006711;	2;	4799.999458;	185.59997904266666;	3.8666666666666667;	3141632.0;	276821.6;	0.0;	155.53333333333333;	0.26666666666666666;	0.2
1378007011;	2;	4799.999458;	179.19997976533332;	3.733333333333333;	3141632.0;	318765.6;	0.0;	152.93333333333334;	0.26666666666666666;	0.2
1378007311;	2;	4799.999458;	183.99997922333333;	3.833333333333333;	3141632.0;	268432.8;	0.4;	152.86666666666667;	0.26666666666666666;	0.2
1378007611;	2;	4799.999458;	182.399979404;	3.8;	3141632.0;	285211.2;	0.13333333333333333;	152.73333333333332;	0.26666666666666666;	0.2
1378007911;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	318766.4;	0.0;	149.26666666666668;	0.26666666666666666;	0.2
1378008211;	2;	4799.999458;	191.99997832;	4.0;	3141632.0;	310376.8;	0.0;	155.53333333333333;	0.26666666666666666;	0.2
1378008511;	2;	4799.999458;	207.9999765133333;	4.333333333333333;	3141632.0;	360708.0;	0.4;	164.86666666666667;	0.26666666666666666;	0.2
1378008811;	2;	4799.999458;	182.399979404;	3.8;	3141632.0;	357911.73333333334;	0.0;	147.53333333333333;	0.26666666666666666;	0.2
1378009111;	2;	4799.999458;	207.9999765133333;	4.333333333333333;	3141632.0;	248859.73333333334;	0.0;	155.13333333333333;	0.26666666666666666;	0.2
1378009411;	2;	4799.999458;	220.79997506799998;	4.6;	3141632.0;	310376.8;	0.0;	151.86666666666667;	0.26666666666666666;	0.2
1378009711;	2;	4799.999458;	214.39997579066667;	4.466666666666667;	3141632.0;	285211.2;	0.0;	149.86666666666667;	0.26666666666666666;	0.2
1378010011;	2;	4799.999458;	196.799977778;	4.1;	3141632.0;	246063.46666666667;	0.2;	155.2;	0.26666666666666666;	0.2
1378010311;	2;	4799.999458;	193.59997813933333;	4.033333333333333;	3141632.0;	234878.4;	0.0;	155.66666666666669;	0.26666666666666666;	0.2
1378010611;	2;	4799.999458;	190.3999785006667;	3.966666666666667;	3141632.0;	310376.8;	0.0;	148.6;	0.26666666666666666;	0.2
1378010911;	2;	4799.999458;	199.9999774166667;	4.166666666666667;	3141632.0;	310376.8;	0.0;	145.13333333333333;	0.26666666666666666;	0.2
1378011211;	2;	4799.999458;	190.3999785006667;	3.966666666666667;	3141632.0;	310376.8;	0.0;	156.53333333333333;	0.26666666666666666;	0.2
1378011511;	2;	4799.999458;	183.99997922333333;	3.833333333333333;	3141632.0;	268433.3333333333;	0.0;	150.06666666666666;	0.26666666666666666;	0.2
1378011811;	2;	4799.999458;	188.79997868133333;	3.933333333333333;	3141632.0;	293600.0;	0.0;	152.0;	0.26666666666666666;	0.2
1378012111;	2;	4799.999458;	201.599977236;	4.2;	3141632.0;	327154.4;	0.0;	161.86666666666667;	0.26666666666666666;	0.2
1378012411;	2;	4799.999458;	190.3999785006667;	3.966666666666667;	3141632.0;	240471.46666666667;	0.0;	152.8;	0.26666666666666666;	0.2
1378012711;	2;	4799.999458;	196.799977778;	4.1;	3141632.0;	279618.6666666667;	0.0;	154.2;	0.26666666666666666;	0.2
1378013011;	2;	4799.999458;	179.19997976533332;	3.733333333333333;	3141632.0;	355116.0;	0.0;	151.6;	0.26666666666666666;	0.2
1378013311;	2;	4799.999458;	175.9999801266667;	3.666666666666667;	3141632.0;	430613.3333333333;	0.06666666666666667;	151.73333333333332;	0.26666666666666666;	0.2
1378013611;	2;	4799.999458;	183.99997922333333;	3.833333333333333;	3141632.0;	257248.26666666666;	0.0;	154.6;	0.26666666666666666;	0.2
1378013912;	2;	4799.999458;	177.59997994600002;	3.7;	3141632.0;	301988.8;	0.0;	157.26666666666668;	0.26666666666666666;	0.2
