Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	2;	5851.999032;	42.914659568;	0.7333333333333333;	4182016.0;	601181.3333333334;	8.266666666666666;	211.73333333333335;	0.8666666666666667;	0.26666666666666666
1377986908;	2;	5851.999032;	31.210661504;	0.5333333333333333;	4182016.0;	673882.6666666666;	0.06666666666666667;	965.0666666666667;	0.26666666666666666;	0.0
1377987208;	2;	5851.999032;	31.210661504;	0.5333333333333333;	4182016.0;	665494.6666666666;	0.06666666666666667;	198.26666666666668;	0.3333333333333333;	0.2
1377987508;	2;	5851.999032;	23.407996128;	0.4;	4182016.0;	598386.4;	0.06666666666666667;	164.93333333333334;	0.26666666666666666;	0.0
1377987808;	2;	5851.999032;	31.210661504;	0.5333333333333333;	4182016.0;	623552.0;	0.26666666666666666;	201.8;	0.3333333333333333;	0.2
1377988108;	2;	5851.999032;	31.210661504;	0.5333333333333333;	4182016.0;	743787.7333333333;	0.2;	966.0666666666667;	0.26666666666666666;	0.06666666666666667
1377988408;	2;	5851.999032;	33.161327848;	0.5666666666666667;	4182016.0;	654308.5333333333;	4.533333333333334;	198.93333333333334;	0.3333333333333333;	0.13333333333333333
1377988708;	2;	5851.999032;	29.25999516;	0.5;	4182016.0;	637531.4666666667;	0.06666666666666667;	163.26666666666665;	0.26666666666666666;	0.0
1377989008;	2;	5851.999032;	35.111994192;	0.6;	4182016.0;	685067.4666666667;	0.13333333333333333;	200.53333333333336;	0.3333333333333333;	0.2
1377989309;	2;	5851.999032;	27.309328815999997;	0.4666666666666666;	4182016.0;	637532.2666666667;	0.06666666666666667;	162.8;	0.26666666666666666;	0.06666666666666667
1377989609;	2;	5851.999032;	33.161327848;	0.5666666666666667;	4182016.0;	718622.4;	0.13333333333333333;	856.6;	0.3333333333333333;	0.13333333333333333
1377989909;	2;	5851.999032;	33.161327848;	0.5666666666666667;	4182016.0;	693456.0;	0.06666666666666667;	965.0666666666667;	0.26666666666666666;	0.0
1377990209;	2;	5851.999032;	64.371989352;	1.1;	4182016.0;	682271.7333333333;	5.266666666666667;	647.4666666666666;	0.6;	0.13333333333333333
1377990509;	2;	5851.999032;	27.309328815999997;	0.4666666666666666;	4182016.0;	685068.2666666667;	0.06666666666666667;	164.13333333333333;	0.26666666666666666;	0.0
1377990809;	2;	5851.999032;	823.181197168;	14.066666666666668;	4182016.0;	1347767.4666666666;	2946.0666666666666;	36299.53333333333;	0.6666666666666666;	0.13333333333333333
1377991109;	2;	5851.999032;	940.2211778079999;	16.066666666666666;	4182016.0;	2469045.3333333335;	24879.399999999998;	6927.466666666667;	0.26666666666666666;	0.0
1377991409;	2;	5851.999032;	1014.3464988799999;	17.333333333333332;	4182016.0;	2206202.6666666665;	22623.133333333335;	8055.599999999999;	0.3333333333333333;	0.2
1377991709;	2;	5851.999032;	1131.3864795199997;	19.333333333333332;	4182016.0;	2139093.3333333335;	6980.0;	15499.800000000001;	0.26666666666666666;	0.06666666666666667
1377992009;	2;	5851.999032;	1193.807802528;	20.4;	4182016.0;	1907007.4666666666;	7310.400000000001;	16246.666666666668;	0.3333333333333333;	0.2
1377992309;	2;	5851.999032;	1182.103804464;	20.2;	4182016.0;	1990894.4;	6998.533333333333;	15495.466666666667;	0.26666666666666666;	0.0
1377992609;	2;	5851.999032;	1154.794475648;	19.733333333333334;	4182016.0;	2055207.2;	7069.6;	15260.999999999998;	0.3333333333333333;	0.2
1377992909;	2;	5851.999032;	840.737194264;	14.366666666666667;	4182016.0;	1957339.7333333334;	6661.8;	15426.266666666668;	0.26666666666666666;	0.0
