Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	2;	5851.998676;	173.6092940546667;	2.966666666666667;	8359936.0;	402652.0;	0.0;	79.8;	18.266666666666666;	15.0
1377986908;	2;	5851.998676;	152.151965576;	2.6;	8359936.0;	285211.2;	0.0;	72.8;	20.466666666666665;	17.333333333333332
1377987208;	2;	5851.998676;	148.25063312533334;	2.533333333333333;	8359936.0;	285211.2;	0.0;	72.4;	18.533333333333335;	15.0
1377987508;	2;	5851.998676;	146.2999669;	2.5;	8359936.0;	246065.6;	0.0;	69.26666666666667;	18.733333333333334;	15.666666666666666
1377987808;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	229288.26666666666;	0.0;	72.53333333333333;	19.2;	16.066666666666666
1377988108;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	290803.73333333334;	0.0;	70.0;	19.133333333333333;	15.8
1377988408;	2;	5851.998676;	146.2999669;	2.5;	8359936.0;	380282.13333333336;	0.0;	72.4;	19.466666666666665;	16.333333333333332
1377988708;	2;	5851.998676;	146.2999669;	2.5;	8359936.0;	262841.06666666665;	0.0;	68.86666666666666;	20.2;	17.066666666666666
1377989008;	2;	5851.998676;	146.2999669;	2.5;	8359936.0;	229287.2;	0.0;	72.46666666666668;	19.6;	16.333333333333332
1377989309;	2;	5851.998676;	148.25063312533334;	2.533333333333333;	8359936.0;	285210.93333333335;	0.0;	71.26666666666667;	19.066666666666666;	15.866666666666667
1377989609;	2;	5851.998676;	146.2999669;	2.5;	8359936.0;	229287.46666666667;	0.0;	73.13333333333333;	19.133333333333333;	16.0
1377989909;	2;	5851.998676;	146.2999669;	2.5;	8359936.0;	329950.93333333335;	0.0;	70.39999999999999;	19.0;	15.933333333333334
1377990209;	2;	5851.998676;	163.855962928;	2.8;	8359936.0;	581608.5333333333;	0.0;	78.86666666666666;	19.6;	16.466666666666665
1377990509;	2;	5851.998676;	148.25063312533334;	2.533333333333333;	8359936.0;	425020.8;	0.0;	70.8;	24.4;	21.533333333333335
1377990809;	2;	5851.998676;	152.151965576;	2.6;	8359936.0;	279618.93333333335;	0.0;	71.93333333333334;	19.2;	16.066666666666666
1377991109;	2;	5851.998676;	161.9052967026667;	2.766666666666667;	8359936.0;	290804.26666666666;	0.06666666666666667;	71.99999999999999;	33.4;	43.333333333333336
1377991409;	2;	5851.998676;	189.21462385733332;	3.233333333333333;	8359936.0;	408244.26666666666;	0.6;	72.46666666666667;	51.266666666666666;	204.53333333333333
1377991709;	2;	5851.998676;	159.95463047733332;	2.733333333333333;	8359936.0;	335543.2;	0.06666666666666667;	69.06666666666666;	39.666666666666664;	171.46666666666667
1377992009;	2;	5851.998676;	179.73995933428574;	3.0714285714285716;	8359936.0;	275625.4285714286;	0.0;	74.28571428571429;	46.714285714285715;	56.5
1377992309;	2;	5851.998676;	163.855962928;	2.8;	8359936.0;	268433.86666666664;	0.2;	71.73333333333333;	40.6;	161.4
1377992609;	2;	5851.998676;	158.00396425200003;	2.7;	8359936.0;	301988.0;	0.0;	72.93333333333334;	31.933333333333334;	31.0
1377992909;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	430613.6;	0.0;	71.13333333333334;	20.0;	20.4
1377993209;	2;	5851.998676;	142.39863444933334;	2.4333333333333336;	8359936.0;	285211.4666666667;	0.0;	72.53333333333333;	20.2;	16.933333333333334
1377993509;	2;	5851.998676;	142.39863444933334;	2.4333333333333336;	8359936.0;	139809.33333333334;	0.0;	70.46666666666665;	18.0;	14.8
1377993809;	2;	5851.998676;	210.671952336;	3.6;	8359936.0;	374689.3333333333;	0.0;	78.46666666666667;	61.666666666666664;	95.33333333333333
1377994109;	2;	5851.998676;	158.00396425200003;	2.7;	8359936.0;	296395.2;	0.0;	68.8;	30.266666666666666;	28.533333333333335
1377994409;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	335542.6666666667;	0.0;	72.39999999999999;	20.466666666666665;	17.266666666666666
1377994709;	2;	5851.998676;	138.49730199866667;	2.3666666666666667;	8359936.0;	296396.26666666666;	0.0;	71.06666666666666;	17.733333333333334;	14.2
1377995009;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	380282.6666666667;	0.0;	73.06666666666666;	20.333333333333332;	17.133333333333333
1377995309;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	268434.4;	0.0;	71.19999999999999;	17.8;	14.466666666666667
1377995609;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	257249.33333333334;	0.0;	72.46666666666667;	20.4;	17.066666666666666
1377995909;	2;	5851.998676;	146.2999669;	2.5;	8359936.0;	262841.86666666664;	0.0;	70.6;	18.333333333333332;	15.066666666666666
1377996209;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	251656.0;	0.0;	72.4;	20.466666666666665;	17.2
1377996509;	2;	5851.998676;	140.447968224;	2.4;	8359936.0;	318764.8;	0.0;	71.6;	18.333333333333332;	14.866666666666667
1377996809;	2;	5851.998676;	142.1199678457143;	2.428571428571429;	8359936.0;	245665.42857142858;	0.0;	73.14285714285714;	20.214285714285715;	17.142857142857142
1377997109;	2;	5851.998676;	142.39863444933334;	2.4333333333333336;	8359936.0;	246065.33333333334;	0.0;	72.2;	18.533333333333335;	15.066666666666666
1377997409;	2;	5851.998676;	163.855962928;	2.8;	8359936.0;	441798.4;	0.0;	77.46666666666668;	20.133333333333333;	17.066666666666666
1377997709;	2;	5851.998676;	150.2012993506667;	2.566666666666667;	8359936.0;	346728.0;	0.0;	70.73333333333333;	19.2;	15.866666666666667
1377998009;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	206917.06666666668;	0.0;	70.73333333333335;	19.133333333333333;	15.8
1377998310;	2;	5851.998676;	138.49730199866667;	2.3666666666666667;	8359936.0;	167771.46666666667;	0.0;	71.93333333333334;	19.533333333333335;	16.266666666666666
1377998610;	2;	5851.998676;	136.54663577333335;	2.3333333333333335;	8359936.0;	223694.93333333332;	0.0;	71.0;	18.533333333333335;	15.333333333333334
1377998910;	2;	5851.998676;	140.447968224;	2.4;	8359936.0;	352320.0;	0.0;	72.33333333333333;	19.6;	16.333333333333332
1377999210;	2;	5851.998676;	138.49730199866667;	2.3666666666666667;	8359936.0;	262841.6;	0.0;	70.53333333333333;	18.8;	15.466666666666667
1377999510;	2;	5851.998676;	142.39863444933334;	2.4333333333333336;	8359936.0;	268434.4;	0.0;	71.53333333333333;	19.2;	15.866666666666667
1377999810;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	150994.4;	0.0;	72.19999999999999;	18.733333333333334;	15.333333333333334
1378000110;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	285211.2;	0.0;	72.2;	19.533333333333335;	16.4
1378000410;	2;	5851.998676;	140.447968224;	2.4;	8359936.0;	240473.06666666668;	0.0;	71.66666666666666;	18.866666666666667;	15.666666666666666
1378000710;	2;	5851.998676;	142.39863444933334;	2.4333333333333336;	8359936.0;	374689.86666666664;	0.0;	70.73333333333335;	20.333333333333332;	17.266666666666666
1378001010;	2;	5851.998676;	165.10996264428573;	2.8214285714285716;	8359936.0;	383478.0;	0.0;	81.0;	18.0;	14.5
1378001310;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	458576.0;	0.0;	71.26666666666668;	20.466666666666665;	17.466666666666665
1378001610;	2;	5851.998676;	142.39863444933334;	2.4333333333333336;	8359936.0;	346727.4666666667;	0.0;	74.33333333333333;	19.533333333333335;	14.333333333333334
1378001910;	2;	5851.998676;	177.51062650533333;	3.033333333333333;	8359936.0;	492131.2;	0.13333333333333333;	86.53333333333332;	27.133333333333333;	17.333333333333332
1378002210;	2;	5851.998676;	489.6172225586667;	8.366666666666667;	8359936.0;	324357.86666666664;	95.06666666666666;	78.0;	18.266666666666666;	14.866666666666667
1378002510;	2;	5851.998676;	175.55996028;	3.0;	8359936.0;	324358.13333333336;	0.0;	72.53333333333332;	20.466666666666665;	17.2
1378002810;	2;	5851.998676;	140.447968224;	2.4;	8359936.0;	318766.4;	0.0;	70.06666666666666;	18.4;	15.333333333333334
1378003110;	2;	5851.998676;	148.25063312533334;	2.533333333333333;	8359936.0;	296396.26666666666;	0.0;	71.26666666666667;	20.333333333333332;	17.266666666666666
1378003410;	2;	5851.998676;	144.3493006746667;	2.466666666666667;	8359936.0;	357912.5333333333;	4.666666666666667;	128.6;	77.73333333333333;	16.8
1378003710;	2;	5851.998676;	475.96255898133336;	8.133333333333333;	8359936.0;	1895823.7333333334;	1918.0;	612.9333333333333;	73.2;	19.2
1378004010;	2;	5851.998676;	228.227948364;	3.9;	8359936.0;	2197813.6;	835.4666666666666;	72.2;	17.733333333333334;	14.133333333333333
1378004310;	2;	5851.998676;	259.43860796933336;	4.433333333333334;	8359936.0;	2013264.2666666666;	536.4666666666667;	81.86666666666667;	20.933333333333334;	26.266666666666666
