Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	4;	10399.999632;	51.99999816;	0.5;	1.6349036E7;	33554.4;	0.0;	0.13333333333333333;	0.0;	1.0
1377986908;	4;	10399.999632;	46.799998343999995;	0.45;	1.6349036E7;	0.0;	0.0;	0.0;	0.0;	1.0
1377987208;	4;	10399.999632;	39.866665256000005;	0.38333333333333336;	1.6349036E7;	0.0;	0.0;	0.13333333333333333;	0.0;	1.0
1377987508;	4;	10399.999632;	46.799998343999995;	0.45;	1.6349036E7;	123032.8;	0.0;	3.066666666666667;	0.06666666666666667;	1.0666666666666667
1377987808;	4;	10399.999632;	48.533331615999984;	0.4666666666666666;	1.6349036E7;	33554.4;	0.0;	0.13333333333333333;	0.0;	1.0
1377988108;	4;	10399.999632;	50.266664887999994;	0.48333333333333334;	1.6349036E7;	67108.8;	0.0;	0.13333333333333333;	0.0;	1.0
1377988408;	4;	10399.999632;	48.533331615999984;	0.4666666666666666;	1.6349036E7;	0.0;	0.0;	0.7333333333333333;	0.0;	1.0
1377988708;	4;	10399.999632;	67.599997608;	0.65;	1.6349036E7;	167772.0;	184.4;	194.6;	0.0;	1.0
1377989008;	4;	10399.999632;	50.266664887999994;	0.48333333333333334;	1.6349036E7;	134217.6;	0.0;	0.2;	0.0;	1.0
1377989309;	4;	10399.999632;	51.99999816;	0.5;	1.6349036E7;	67108.8;	0.0;	0.3333333333333333;	0.0;	1.0
1377989609;	4;	10399.999632;	51.99999816;	0.5;	1.6349036E7;	0.0;	0.0;	0.3333333333333333;	0.0;	1.0
1377989909;	4;	10399.999632;	51.99999816;	0.5;	1.6349036E7;	0.0;	0.0;	0.13333333333333333;	0.0;	1.0
1377990209;	4;	10399.999632;	51.99999816;	0.5;	1.6349036E7;	0.0;	0.0;	0.0;	0.0;	1.0
1377990509;	4;	10399.999632;	50.266664887999994;	0.48333333333333334;	1.6349036E7;	33554.4;	0.0;	0.13333333333333333;	0.0;	1.0
1377990809;	4;	10399.999632;	51.99999816;	0.5;	1.6349036E7;	0.0;	0.0;	0.13333333333333333;	0.0;	1.0
1377991109;	4;	10399.999632;	50.266664887999994;	0.48333333333333334;	1.6349036E7;	0.0;	0.0;	1.0666666666666667;	0.0;	1.0
1377991409;	4;	10399.999632;	48.533331615999984;	0.4666666666666666;	1.6349036E7;	0.0;	0.0;	0.13333333333333333;	0.0;	1.0
