Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	4;	11703.998868;	6704.440684886;	57.28333333333333;	1.6777216E7;	369098.4;	0.0;	70.26666666666667;	0.2;	0.3333333333333333
1377986908;	4;	11703.998868;	6704.440684886;	57.28333333333333;	1.6777216E7;	592794.4;	0.06666666666666667;	29.466666666666665;	0.13333333333333333;	0.6666666666666666
1377987208;	4;	11703.998868;	6720.046016710001;	57.41666666666667;	1.6777216E7;	648718.4;	0.0;	70.26666666666667;	0.06666666666666667;	0.2
1377987508;	4;	11703.998868;	6720.046016710001;	57.41666666666667;	1.6777216E7;	335544.0;	0.0;	69.2;	0.06666666666666667;	0.2
1377987808;	4;	11703.998868;	6700.5393519300005;	57.25;	1.6777216E7;	626348.8;	0.0;	28.333333333333332;	0.06666666666666667;	0.13333333333333333
1377988108;	4;	11703.998868;	6710.292684319999;	57.33333333333333;	1.6777216E7;	525685.6;	0.0;	34.46666666666667;	0.13333333333333333;	0.3333333333333333
1377988408;	4;	11703.998868;	6718.095350232;	57.4;	1.6777216E7;	592794.4;	0.0;	74.8;	0.06666666666666667;	0.2
1377988708;	4;	11703.998868;	6681.03268715;	57.08333333333333;	1.6777216E7;	581609.6;	0.0;	26.066666666666666;	0.0;	0.06666666666666667
1377989008;	4;	11703.998868;	6702.490018408002;	57.26666666666667;	1.6777216E7;	592794.4;	1.2;	69.73333333333333;	0.06666666666666667;	0.2
1377989309;	4;	11703.998868;	6696.638018974;	57.21666666666667;	1.6777216E7;	559240.0;	0.0;	71.13333333333334;	0.2;	0.4666666666666667
1377989609;	4;	11703.998868;	6706.391351364;	57.3;	1.6777216E7;	738196.8;	0.06666666666666667;	35.733333333333334;	0.3333333333333333;	0.26666666666666666
1377989909;	4;	11703.998868;	6700.5393519300005;	57.25;	1.6777216E7;	637533.6;	0.0;	28.8;	0.13333333333333333;	0.26666666666666666
1377990209;	4;	11703.998868;	6700.5393519300005;	57.25;	1.6777216E7;	458576.8;	0.0;	69.13333333333334;	0.06666666666666667;	0.13333333333333333
1377990509;	4;	11703.998868;	6688.835353062001;	57.15;	1.6777216E7;	704642.4;	0.0;	30.666666666666668;	0.2;	0.8
1377990809;	4;	11703.998868;	6702.490018408002;	57.26666666666667;	1.6777216E7;	693457.6;	0.0;	76.26666666666667;	0.2;	0.3333333333333333
1377991109;	4;	11703.998868;	6688.835353062001;	57.15;	1.6777216E7;	436207.2;	0.0;	67.73333333333333;	0.2;	0.13333333333333333
1377991409;	4;	11703.998868;	6681.03268715;	57.08333333333333;	1.6777216E7;	503316.0;	0.0;	28.2;	0.13333333333333333;	0.2
1377991709;	4;	11703.998868;	6692.736686018;	57.18333333333333;	1.6777216E7;	313174.4;	0.0;	34.666666666666664;	0.2;	0.6666666666666666
1377992009;	4;	11703.998868;	6698.5886854519995;	57.23333333333333;	1.6777216E7;	559240.0;	0.0;	70.66666666666667;	0.2;	0.26666666666666666
1377992309;	4;	11703.998868;	6643.970024068;	56.76666666666667;	1.6777216E7;	503316.0;	0.0;	27.333333333333332;	0.06666666666666667;	0.13333333333333333
1377992609;	4;	11703.998868;	6710.292684319999;	57.33333333333333;	1.6777216E7;	469761.6;	0.0;	70.4;	0.13333333333333333;	0.26666666666666666
1377992909;	4;	11703.998868;	6698.5886854519995;	57.23333333333333;	1.6777216E7;	402652.8;	0.0;	70.6;	0.13333333333333333;	0.26666666666666666
1377993209;	4;	11703.998868;	6677.131354194;	57.05;	1.6777216E7;	480946.4;	0.0;	28.4;	0.0;	0.06666666666666667
1377993509;	4;	11703.998868;	6681.03268715;	57.08333333333333;	1.6777216E7;	469761.6;	0.0;	28.2;	0.06666666666666667;	0.3333333333333333
1377993809;	4;	11703.998868;	6684.934020106;	57.11666666666667;	1.6777216E7;	301989.6;	0.0;	70.8;	0.13333333333333333;	0.3333333333333333
1377994109;	4;	11703.998868;	6718.095350232;	57.4;	1.6777216E7;	447392.0;	0.0;	28.266666666666666;	0.06666666666666667;	0.6
1377994409;	4;	11703.998868;	6708.342017842;	57.31666666666667;	1.6777216E7;	727012.0;	0.0;	72.6;	0.06666666666666667;	0.2
1377994709;	4;	11703.998868;	6710.292684319999;	57.33333333333333;	1.6777216E7;	469761.6;	0.0;	69.6;	0.13333333333333333;	0.3333333333333333
1377995009;	4;	11703.998868;	6692.736686018;	57.18333333333333;	1.6777216E7;	514500.8;	0.0;	26.266666666666666;	0.0;	0.13333333333333333
1377995309;	4;	11703.998868;	6686.884686584;	57.13333333333333;	1.6777216E7;	637533.6;	0.0;	32.8;	0.13333333333333333;	0.26666666666666666
1377995609;	4;	11703.998868;	6671.27935476;	57.0;	1.6777216E7;	503316.0;	0.0;	71.6;	0.2;	0.26666666666666666
1377995909;	4;	11703.998868;	6696.638018974;	57.21666666666667;	1.6777216E7;	391468.0;	0.06666666666666667;	33.46666666666667;	0.26666666666666666;	0.4
1377996209;	4;	11703.998868;	6688.835353062001;	57.15;	1.6777216E7;	458576.8;	0.0;	69.73333333333333;	0.13333333333333333;	0.26666666666666666
1377996509;	4;	11703.998868;	6725.898016144;	57.46666666666667;	1.6777216E7;	313174.4;	0.0;	68.73333333333333;	0.13333333333333333;	0.2
1377996809;	4;	11703.998868;	6679.082020672001;	57.06666666666667;	1.6777216E7;	570424.8;	0.0;	30.466666666666665;	0.13333333333333333;	0.2
