Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	2;	5851.998416;	249.68526574933333;	4.266666666666667;	8355840.0;	855636.5333333333;	212.53333333333333;	145.33333333333334;	3.0;	25.866666666666667
1377986908;	2;	5851.998416;	210.67194297600003;	3.6;	8355840.0;	933929.6;	253.0;	154.73333333333332;	2.2666666666666666;	14.133333333333333
1377987208;	2;	5851.998416;	212.62260911466666;	3.6333333333333333;	8355840.0;	928337.6;	358.6;	135.26666666666665;	2.533333333333333;	15.466666666666667
1377987508;	2;	5851.998416;	202.86927842133338;	3.466666666666667;	8355840.0;	900376.2666666667;	186.1333333333333;	115.6;	2.2666666666666666;	11.333333333333334
1377987808;	2;	5851.998416;	216.523941392;	3.7;	8355840.0;	693456.5333333333;	1275.2666666666664;	118.60000000000001;	1.5333333333333334;	11.133333333333333
1377988108;	2;	5851.998416;	237.98126891733332;	4.066666666666666;	8355840.0;	514499.4666666667;	1259.6666666666667;	120.93333333333332;	1.8;	8.066666666666666
1377988408;	2;	5851.998416;	214.57327525333338;	3.666666666666667;	8355840.0;	620755.2;	176.46666666666667;	114.33333333333333;	1.4666666666666666;	7.133333333333334
1377988708;	2;	5851.998416;	228.227938224;	3.9;	8355840.0;	727011.4666666667;	260.93333333333334;	118.13333333333333;	1.1333333333333333;	8.533333333333333
1377989008;	2;	5851.998416;	216.523941392;	3.7;	8355840.0;	704640.8;	258.26666666666665;	118.93333333333334;	1.4;	6.2
1377989309;	2;	5851.998416;	237.98126891733332;	4.066666666666666;	8355840.0;	850044.8;	180.20000000000002;	120.80000000000001;	2.1333333333333333;	8.8
1377989609;	2;	5851.998416;	220.42527366933336;	3.766666666666667;	8355840.0;	721419.2;	1286.6666666666667;	118.66666666666666;	1.2;	9.333333333333334
1377989909;	2;	5851.998416;	245.78393347200003;	4.2;	8355840.0;	592793.6;	1334.9333333333334;	120.73333333333335;	1.4666666666666666;	7.466666666666667
1377990209;	2;	5851.998416;	218.47460753066665;	3.733333333333333;	8355840.0;	805304.8;	202.53333333333333;	133.2;	1.2;	17.0
1377990509;	2;	5851.998416;	210.67194297600003;	3.6;	8355840.0;	754972.8;	195.86666666666667;	144.33333333333334;	1.5333333333333334;	10.2
1377990809;	2;	5851.998416;	212.62260911466666;	3.6333333333333333;	8355840.0;	687863.7333333333;	267.33333333333337;	118.86666666666667;	1.4;	8.4
1377991109;	2;	5851.998416;	212.62260911466666;	3.6333333333333333;	8355840.0;	687864.0;	159.66666666666666;	101.06666666666665;	1.2;	6.133333333333334
1377991409;	2;	5851.998416;	224.3266059466667;	3.833333333333333;	8355840.0;	766157.6;	1212.6666666666667;	112.66666666666666;	1.0;	8.666666666666666
1377991709;	2;	5851.998416;	222.375939808;	3.8;	8355840.0;	654309.6;	1268.0;	100.53333333333333;	0.8;	3.8666666666666667
1377992009;	2;	5851.998416;	197.01728000533333;	3.3666666666666667;	8355840.0;	676678.6666666666;	155.66666666666666;	96.2;	0.9333333333333333;	4.6
1377992309;	2;	5851.998416;	220.42527366933336;	3.766666666666667;	8355840.0;	805304.0;	175.53333333333336;	111.46666666666667;	0.7333333333333333;	6.6
1377992609;	2;	5851.998416;	347.2185726826667;	5.933333333333334;	8355840.0;	805304.8;	1356.8666666666666;	117.4;	1.0666666666666667;	8.8
1377992909;	2;	5851.998416;	241.88260119466665;	4.133333333333333;	8355840.0;	922745.6;	168.46666666666667;	105.46666666666668;	1.0666666666666667;	4.466666666666667
1377993209;	2;	5851.998416;	236.0306027786667;	4.033333333333333;	8355840.0;	704641.3333333334;	1217.2;	107.93333333333335;	1.4666666666666666;	9.933333333333334
1377993509;	2;	5851.998416;	222.375939808;	3.8;	8355840.0;	704641.6;	1226.5333333333333;	99.46666666666667;	0.7333333333333333;	4.2
