Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	8;	20799.99436;	21694.39411748;	104.3;	3.3498036E7;	4966054.933333334;	0.0;	0.7333333333333333;	0.2;	0.8
1377986908;	8;	20799.99436;	21664.927458803337;	104.15833333333335;	3.3498044E7;	4898946.133333334;	0.0;	0.6;	0.0;	0.9333333333333333
1377987208;	8;	20799.99436;	21690.927451753338;	104.28333333333335;	3.3498044E7;	4048899.466666667;	0.0;	0.9333333333333333;	0.0;	0.8
1377987508;	8;	20799.99436;	21673.59412312;	104.2;	3.3498044E7;	4138378.6666666665;	0.0;	0.5333333333333333;	0.0;	0.8
1377987808;	8;	20799.99436;	21666.660791666665;	104.16666666666666;	3.34980488E7;	4183116.8;	0.0;	1.0;	0.0;	0.8666666666666667
1377988108;	8;	20799.99436;	21682.260787436666;	104.24166666666666;	3.3498056E7;	4183117.066666667;	0.0;	0.5333333333333333;	0.2;	0.8
1377988408;	8;	20799.99436;	21673.59412312;	104.2;	3.3498056E7;	3713354.933333333;	2.1333333333333333;	1.0;	0.06666666666666667;	0.8666666666666667
1377988708;	8;	20799.99436;	21704.794114660002;	104.35;	3.3498525866666667E7;	4205486.933333334;	184.66666666666666;	196.6;	0.13333333333333333;	1.0
1377989008;	8;	20799.99436;	21685.727453163337;	104.25833333333334;	3.3498864E7;	4004159.7333333334;	0.06666666666666667;	2.533333333333333;	0.26666666666666666;	1.0666666666666667
1377989309;	8;	20799.99436;	21694.39411748;	104.3;	3.3498864E7;	4138376.8;	0.0;	1.4;	0.26666666666666666;	0.9333333333333333
1377989609;	8;	20799.99436;	21668.39412453;	104.175;	3.3498864266666666E7;	3780462.4;	0.0;	0.7333333333333333;	0.06666666666666667;	0.8666666666666667
1377989909;	8;	20799.99436;	21661.460793076665;	104.14166666666667;	3.3498906133333333E7;	3892310.4;	12.8;	17.133333333333333;	0.4;	0.8666666666666667
1377990209;	8;	20799.99436;	21697.860783206666;	104.31666666666666;	3.3498908E7;	3869942.6666666665;	0.0;	1.2666666666666666;	0.0;	0.9333333333333333
1377990509;	8;	20799.99436;	21647.59413017;	104.075;	3.3498908E7;	3802833.066666667;	0.0;	0.6;	0.4;	0.8
