Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	4;	10640.109312;	60.293952768;	0.5666666666666667;	497955.2;	102758.66666666667;	0.0;	107.93333333333334;	15.8;	15.933333333333334
1377986908;	4;	10640.109312;	28.373624832;	0.26666666666666666;	498752.5333333333;	97165.86666666667;	0.0;	68.06666666666666;	0.0;	0.0
1377987208;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	498778.93333333335;	82485.33333333333;	0.0;	5.666666666666667;	0.0;	0.0
1377987508;	4;	10640.109312;	31.920327936;	0.3;	498371.2;	90175.2;	0.0;	6.466666666666667;	0.7333333333333333;	0.6666666666666666
1377987808;	4;	10640.109312;	28.373624832;	0.26666666666666666;	497611.73333333334;	91573.06666666667;	0.0;	4.266666666666667;	0.0;	0.0
1377988108;	4;	10640.109312;	31.920327936;	0.3;	497092.26666666666;	72700.0;	0.0;	4.133333333333334;	0.0;	0.0
1377988408;	4;	10640.109312;	30.146976384;	0.2833333333333333;	497150.13333333336;	88078.4;	0.0;	4.266666666666667;	0.6;	0.6
1377988708;	4;	10640.109312;	31.920327936;	0.3;	497179.73333333334;	67806.13333333333;	0.0;	6.333333333333333;	0.06666666666666667;	0.0
1377989008;	4;	10640.109312;	31.920327936;	0.3;	496400.0;	84583.2;	0.0;	5.133333333333334;	0.0;	0.0
1377989309;	4;	10640.109312;	31.920327936;	0.3;	496110.93333333335;	83184.8;	0.0;	7.333333333333333;	0.6;	0.6
1377989609;	4;	10640.109312;	30.146976384;	0.2833333333333333;	496808.26666666666;	101360.26666666666;	0.0;	78.13333333333334;	0.06666666666666667;	0.06666666666666667
1377989909;	4;	10640.109312;	37.240382592;	0.35;	496765.6;	69204.53333333334;	0.0;	15.4;	0.2;	0.06666666666666667
1377990209;	4;	10640.109312;	39.013734144;	0.36666666666666664;	497272.8;	80388.53333333334;	0.0;	83.93333333333334;	0.7333333333333333;	0.6666666666666666
1377990509;	4;	10640.109312;	37.240382592;	0.35;	497262.13333333336;	75495.2;	0.0;	51.93333333333333;	1.0666666666666667;	1.0666666666666667
1377990809;	4;	10640.109312;	40.787085696000005;	0.38333333333333336;	497958.13333333336;	101359.46666666666;	0.0;	4.733333333333333;	0.06666666666666667;	0.0
1377991109;	4;	10640.109312;	33.693679488;	0.31666666666666665;	497103.2;	84582.66666666667;	0.0;	8.4;	0.6666666666666666;	0.6
1377991409;	4;	10640.109312;	30.146976384;	0.2833333333333333;	497022.13333333336;	74098.13333333333;	0.0;	2.6;	0.0;	0.0
1377991709;	4;	10640.109312;	30.146976384;	0.2833333333333333;	497116.8;	65009.6;	0.0;	6.533333333333333;	0.0;	0.0
1377992009;	4;	10640.109312;	30.146976384;	0.2833333333333333;	496682.6666666667;	71300.26666666666;	0.0;	5.266666666666667;	0.6;	0.6
1377992309;	4;	10640.109312;	28.373624832;	0.26666666666666666;	496524.0;	76893.33333333333;	0.0;	6.533333333333333;	0.06666666666666667;	0.06666666666666667
1377992609;	4;	10640.109312;	31.920327936;	0.3;	496813.3333333333;	98564.53333333334;	0.0;	4.066666666666666;	0.06666666666666667;	0.06666666666666667
1377992909;	4;	10640.109312;	31.920327936;	0.3;	496988.5333333333;	85282.66666666667;	0.0;	8.6;	0.7333333333333333;	0.6666666666666666
1377993209;	4;	10640.109312;	31.920327936;	0.3;	497206.4;	98565.06666666667;	0.0;	76.6;	0.06666666666666667;	0.0
1377993509;	4;	10640.109312;	31.920327936;	0.3;	497504.26666666666;	73399.2;	0.0;	11.8;	0.2;	0.06666666666666667
1377993809;	4;	10640.109312;	37.240382592;	0.35;	498058.93333333335;	77592.8;	0.0;	63.86666666666667;	1.4;	1.2
1377994109;	4;	10640.109312;	28.373624832;	0.26666666666666666;	497625.86666666664;	95767.2;	0.0;	67.0;	0.5333333333333333;	0.4666666666666667
1377994409;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	496966.13333333336;	91573.06666666667;	0.0;	9.666666666666666;	0.06666666666666667;	0.0
1377994709;	4;	10640.109312;	31.920327936;	0.3;	496990.6666666667;	97166.66666666667;	0.0;	7.466666666666667;	0.6666666666666666;	0.8
1377995009;	4;	10640.109312;	28.373624832;	0.26666666666666666;	496787.73333333334;	76893.33333333333;	0.0;	4.866666666666666;	0.06666666666666667;	0.0
1377995309;	4;	10640.109312;	28.373624832;	0.26666666666666666;	496858.4;	81787.2;	0.0;	5.4;	0.0;	0.0
1377995609;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	499549.06666666665;	85282.13333333333;	0.0;	5.733333333333333;	0.7333333333333333;	0.7333333333333333
1377995909;	4;	10640.109312;	31.920327936;	0.3;	500249.06666666665;	90175.2;	0.0;	4.266666666666667;	0.0;	0.0
1377996209;	4;	10640.109312;	31.920327936;	0.3;	500498.93333333335;	84582.93333333333;	0.0;	5.266666666666667;	0.0;	0.0
1377996509;	4;	10640.109312;	30.146976384;	0.2833333333333333;	500667.4666666667;	92272.8;	0.0;	5.466666666666667;	0.6;	0.6
1377996809;	4;	10640.109312;	30.146976384;	0.2833333333333333;	501044.8;	86680.0;	0.0;	78.86666666666666;	0.0;	0.0
1377997109;	4;	10640.109312;	28.373624832;	0.26666666666666666;	501228.5333333333;	75496.0;	0.0;	8.666666666666666;	0.0;	0.0
1377997409;	4;	10640.109312;	39.013734144;	0.36666666666666664;	501528.5333333333;	77592.8;	0.0;	71.2;	1.8666666666666667;	1.8
1377997709;	4;	10640.109312;	26.60027328;	0.25;	502049.86666666664;	90175.2;	0.0;	67.6;	0.06666666666666667;	0.0
1377998009;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	502691.4666666667;	88078.4;	0.0;	3.8666666666666667;	0.0;	0.0
1377998310;	4;	10640.109312;	30.146976384;	0.2833333333333333;	502724.26666666666;	85982.4;	0.0;	6.0;	0.6;	0.6
1377998610;	4;	10640.109312;	30.146976384;	0.2833333333333333;	502601.3333333333;	60816.0;	0.0;	4.733333333333333;	0.06666666666666667;	0.0
1377998910;	4;	10640.109312;	28.373624832;	0.26666666666666666;	502780.26666666666;	73398.13333333333;	0.0;	4.2;	0.0;	0.0
1377999210;	4;	10640.109312;	30.146976384;	0.2833333333333333;	502688.0;	75495.2;	0.0;	9.4;	0.8666666666666667;	0.8
1377999510;	4;	10640.109312;	28.373624832;	0.26666666666666666;	502712.26666666666;	77592.8;	0.0;	5.266666666666667;	0.0;	0.0
1377999810;	4;	10640.109312;	30.146976384;	0.2833333333333333;	502946.13333333336;	75495.46666666666;	0.0;	6.066666666666666;	0.0;	0.0
1378000110;	4;	10640.109312;	28.373624832;	0.26666666666666666;	503151.2;	88079.2;	0.0;	13.4;	4.866666666666666;	4.2
1378000410;	4;	10640.109312;	31.920327936;	0.3;	503949.86666666664;	77592.0;	0.0;	80.8;	0.7333333333333333;	0.7333333333333333
1378000710;	4;	10640.109312;	28.373624832;	0.26666666666666666;	503057.86666666664;	90174.4;	0.0;	10.4;	0.06666666666666667;	0.06666666666666667
1378001010;	4;	10640.109312;	709.3406208;	6.666666666666666;	503121.06666666665;	109049.6;	0.0;	306.0;	29.333333333333332;	28.133333333333333
1378001310;	4;	10640.109312;	267.776084352;	2.5166666666666666;	509301.3333333333;	294997.6;	0.0;	101.13333333333334;	19.2;	19.4
1378001610;	4;	10640.109312;	85.12087449600001;	0.8;	515553.06666666665;	150293.86666666667;	0.0;	23.133333333333333;	0.4;	0.0
1378001910;	4;	10640.109312;	368.85712281600007;	3.466666666666667;	523421.6;	311075.73333333334;	0.0;	124.93333333333334;	20.333333333333332;	0.9333333333333333
1378002210;	4;	10640.109312;	758.994464256;	7.133333333333334;	524652.2666666667;	146798.66666666666;	0.0;	26.8;	0.26666666666666666;	0.06666666666666667
1378002510;	4;	10640.109312;	3452.7154717440008;	32.45;	527567.4666666667;	208314.4;	0.0;	19.733333333333334;	0.2;	0.06666666666666667
1378002810;	4;	10640.109312;	33.693679488;	0.31666666666666665;	523849.3333333333;	177557.6;	0.0;	5.0;	0.6;	0.6
1378003110;	4;	10640.109312;	31.920327936;	0.3;	521821.06666666665;	104855.46666666666;	0.0;	4.8;	0.06666666666666667;	0.0
1378003410;	4;	10640.109312;	40.787085696000005;	0.38333333333333336;	522321.06666666665;	65010.13333333333;	0.0;	5.333333333333333;	0.0;	0.0
1378003710;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	523430.93333333335;	75496.0;	0.0;	10.933333333333334;	1.1333333333333333;	1.0666666666666667
1378004010;	4;	10640.109312;	39.013734144;	0.36666666666666664;	526398.9333333333;	81786.4;	0.0;	83.0;	0.26666666666666666;	0.13333333333333333
1378004310;	4;	10640.109312;	40.787085696000005;	0.38333333333333336;	525987.2;	73398.66666666667;	0.0;	14.533333333333333;	0.2;	0.06666666666666667
1378004610;	4;	10640.109312;	47.880491904;	0.45;	524996.8;	85282.4;	0.0;	68.2;	0.8666666666666667;	0.6666666666666666
1378004910;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	525850.6666666666;	104856.26666666666;	0.0;	66.73333333333333;	0.06666666666666667;	0.0
1378005210;	4;	10640.109312;	37.240382592;	0.35;	527159.7333333333;	81786.93333333333;	0.0;	7.133333333333334;	0.13333333333333333;	0.0
1378005510;	4;	10640.109312;	31.920327936;	0.3;	527378.4;	87378.66666666667;	0.0;	5.4;	0.6;	0.6
1378005810;	4;	10640.109312;	31.920327936;	0.3;	527720.5333333333;	74097.86666666667;	0.0;	4.533333333333333;	0.0;	0.0
1378006110;	4;	10640.109312;	30.146976384;	0.2833333333333333;	528281.0666666667;	63612.53333333333;	0.0;	3.6666666666666665;	0.0;	0.0
1378006410;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	528539.4666666667;	67106.4;	0.0;	9.0;	2.0;	1.6666666666666667
1378006711;	4;	10640.109312;	31.920327936;	0.3;	528713.3333333334;	74796.0;	0.0;	4.133333333333334;	0.0;	0.0
1378007011;	4;	10640.109312;	37.240382592;	0.35;	529082.4;	75494.93333333333;	0.0;	5.266666666666667;	0.0;	0.0
1378007311;	4;	10640.109312;	39.013734144;	0.36666666666666664;	527980.0;	71302.4;	0.0;	7.733333333333333;	0.7333333333333333;	0.6666666666666666
1378007611;	4;	10640.109312;	37.240382592;	0.35;	528299.7333333333;	92272.0;	0.0;	78.6;	0.0;	0.0
1378007911;	4;	10640.109312;	33.693679488;	0.31666666666666665;	526505.3333333334;	86680.53333333334;	0.0;	8.933333333333334;	0.0;	0.0
1378008211;	4;	10640.109312;	56.747249664;	0.5333333333333333;	525177.3333333334;	64311.2;	0.0;	66.0;	1.4666666666666666;	3.2666666666666666
1378008511;	4;	10640.109312;	53.20054656;	0.5;	526171.2;	81786.93333333333;	0.0;	67.2;	0.0;	0.0
1378008811;	4;	10640.109312;	56.747249664;	0.5333333333333333;	526349.0666666667;	58019.46666666667;	0.0;	4.2;	0.0;	0.0
1378009111;	4;	10640.109312;	53.20054656;	0.5;	526441.0666666667;	81088.0;	0.0;	4.933333333333334;	0.6;	0.6
1378009411;	4;	10640.109312;	40.787085696000005;	0.38333333333333336;	526356.0;	84584.0;	0.0;	3.933333333333333;	0.0;	0.0
1378009711;	4;	10640.109312;	37.240382592;	0.35;	525846.9333333333;	82486.4;	0.0;	5.4;	0.06666666666666667;	0.0
1378010011;	4;	10640.109312;	33.693679488;	0.31666666666666665;	525039.2;	92272.53333333334;	0.0;	6.466666666666667;	0.6666666666666666;	0.6666666666666666
1378010311;	4;	10640.109312;	31.920327936;	0.3;	525271.7333333333;	69902.66666666667;	0.0;	3.4;	0.0;	0.0
1378010611;	4;	10640.109312;	37.240382592;	0.35;	525391.4666666667;	62912.8;	0.0;	7.0;	0.06666666666666667;	0.06666666666666667
1378010911;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	525594.9333333333;	52427.46666666667;	0.0;	6.933333333333334;	0.7333333333333333;	0.6
1378011211;	4;	10640.109312;	40.787085696000005;	0.38333333333333336;	525247.4666666667;	81088.53333333334;	0.0;	79.6;	0.0;	0.0
1378011511;	4;	10640.109312;	26.60027328;	0.25;	524628.0;	41940.0;	0.0;	0.0;	0.0;	0.0
1378011811;	4;	10640.109312;	44.3337888;	0.41666666666666663;	524643.7333333333;	69902.93333333333;	0.0;	65.6;	1.8666666666666667;	1.8666666666666667
1378012111;	4;	10640.109312;	37.240382592;	0.35;	527347.7333333333;	87380.53333333334;	0.0;	68.4;	0.26666666666666666;	0.2
1378012411;	4;	10640.109312;	44.3337888;	0.41666666666666663;	529465.0666666667;	112545.33333333333;	0.0;	5.0;	0.0;	0.06666666666666667
1378012711;	4;	10640.109312;	33.693679488;	0.31666666666666665;	528796.0;	113244.0;	0.0;	5.066666666666666;	0.6;	0.6
1378013011;	4;	10640.109312;	33.693679488;	0.31666666666666665;	526729.8666666667;	80389.06666666667;	0.0;	3.4;	0.0;	0.0
1378013311;	4;	10640.109312;	28.373624832;	0.26666666666666666;	526153.6;	81087.46666666666;	0.0;	3.8666666666666667;	0.0;	0.0
1378013611;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	526906.4;	69902.4;	0.0;	5.066666666666666;	0.6;	0.6
1378013912;	4;	10640.109312;	31.920327936;	0.3;	523754.93333333335;	65009.6;	0.0;	6.0;	0.0;	0.0
1378014211;	4;	10640.109312;	37.240382592;	0.35;	523574.6666666667;	74796.26666666666;	0.0;	5.333333333333333;	0.06666666666666667;	0.06666666666666667
1378014511;	4;	10640.109312;	30.146976384;	0.2833333333333333;	524269.86666666664;	78990.93333333333;	0.0;	5.133333333333334;	0.6;	0.6
1378014811;	4;	10640.109312;	39.013734144;	0.36666666666666664;	525973.8666666667;	90874.13333333333;	0.0;	78.13333333333334;	0.0;	0.0
1378015111;	4;	10640.109312;	31.920327936;	0.3;	525274.1333333333;	81787.2;	0.0;	9.666666666666666;	0.06666666666666667;	0.06666666666666667
1378015411;	4;	10640.109312;	40.787085696000005;	0.38333333333333336;	525811.7333333333;	74795.73333333334;	0.0;	66.06666666666666;	0.6666666666666666;	0.6
1378015711;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	525060.2666666667;	82485.86666666667;	0.0;	84.66666666666667;	0.13333333333333333;	2.8
1378016011;	4;	10640.109312;	44.3337888;	0.41666666666666663;	525620.8;	111845.86666666667;	0.0;	42.333333333333336;	0.06666666666666667;	1.9333333333333333
1378016311;	4;	10640.109312;	31.920327936;	0.3;	525877.8666666667;	79690.13333333333;	0.0;	5.2;	0.6666666666666666;	0.6
1378016611;	4;	10640.109312;	33.693679488;	0.31666666666666665;	524023.4666666667;	79689.33333333333;	0.0;	4.8;	0.0;	0.0
1378016911;	4;	10640.109312;	33.693679488;	0.31666666666666665;	523631.4666666667;	79690.4;	0.0;	4.133333333333334;	0.0;	0.0
1378017211;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	523361.86666666664;	62213.6;	0.0;	4.933333333333334;	0.6;	0.6
1378017511;	4;	10640.109312;	33.693679488;	0.31666666666666665;	520703.4666666667;	60116.8;	0.0;	5.666666666666667;	0.0;	0.0
1378017811;	4;	10640.109312;	37.240382592;	0.35;	521606.6666666667;	65709.33333333333;	0.0;	3.933333333333333;	0.0;	0.0
1378018111;	4;	10640.109312;	31.920327936;	0.3;	521762.6666666667;	65010.4;	0.0;	5.2;	0.6;	0.6
1378018411;	4;	10640.109312;	35.46703104000001;	0.33333333333333337;	522854.4;	99262.4;	0.0;	82.13333333333334;	0.0;	0.06666666666666667
1378018711;	4;	10640.109312;	31.920327936;	0.3;	522609.6;	87379.73333333334;	0.0;	9.2;	0.0;	0.0
1378019011;	4;	10640.109312;	53.20054656;	0.5;	522205.06666666665;	90875.2;	0.0;	87.2;	1.6;	1.5333333333333334
1378019312;	4;	10640.109312;	53.20054656;	0.5;	520593.06666666665;	97166.13333333333;	0.0;	52.46666666666667;	0.13333333333333333;	1.2666666666666666
1378019612;	4;	10640.109312;	53.20054656;	0.5;	520401.3333333333;	113244.26666666666;	0.0;	3.6;	0.0;	0.0
1378019912;	4;	10640.109312;	49.653843456;	0.4666666666666666;	518357.86666666664;	88077.6;	0.0;	5.933333333333334;	0.6;	0.6
1378020212;	4;	10640.109312;	39.013734144;	0.36666666666666664;	516672.26666666666;	85980.53333333334;	0.0;	4.933333333333334;	0.0;	0.0
1378020512;	4;	10640.109312;	33.693679488;	0.31666666666666665;	514484.5333333333;	88777.86666666667;	0.0;	4.6;	0.0;	0.0
1378020812;	4;	10640.109312;	33.693679488;	0.31666666666666665;	515479.73333333334;	85980.8;	0.0;	8.0;	0.6;	0.6
1378021112;	4;	10640.109312;	31.920327936;	0.3;	516053.86666666664;	88077.86666666667;	0.0;	3.6;	0.0;	0.0
1378021412;	4;	10640.109312;	37.240382592;	0.35;	516744.26666666666;	83884.26666666666;	0.0;	6.733333333333333;	0.0;	0.0
1378021712;	4;	10640.109312;	33.693679488;	0.31666666666666665;	516393.06666666665;	79689.6;	0.0;	6.6;	0.6;	0.6
1378022012;	4;	10640.109312;	37.240382592;	0.35;	519514.6666666667;	89476.0;	0.0;	84.8;	0.0;	0.0
1378022312;	4;	10640.109312;	28.373624832;	0.26666666666666666;	520108.8;	79690.13333333333;	0.0;	9.133333333333333;	0.0;	0.0
1378022612;	4;	10640.109312;	40.787085696000005;	0.38333333333333336;	520399.73333333334;	98564.0;	0.0;	65.0;	0.6666666666666666;	0.6
1378022912;	4;	10640.109312;	31.920327936;	0.3;	520013.86666666664;	96466.4;	0.0;	37.53333333333333;	0.06666666666666667;	0.13333333333333333
1378023212;	4;	10640.109312;	46.10714035200001;	0.43333333333333335;	519442.93333333335;	88078.4;	0.0;	4.666666666666667;	0.0;	0.0
1378023512;	4;	10640.109312;	33.693679488;	0.31666666666666665;	519627.73333333334;	81788.0;	0.0;	6.466666666666667;	0.6;	0.6
1378023812;	4;	10640.109312;	33.693679488;	0.31666666666666665;	518879.73333333334;	60816.0;	0.0;	4.8;	0.26666666666666666;	0.26666666666666666
1378024112;	4;	10640.109312;	31.920327936;	0.3;	519064.5333333333;	68505.06666666667;	0.0;	4.933333333333334;	0.06666666666666667;	0.06666666666666667
1378024412;	4;	10640.109312;	33.693679488;	0.31666666666666665;	519090.93333333335;	85981.6;	0.0;	5.4;	0.6;	0.6
1378024712;	4;	10640.109312;	30.146976384;	0.2833333333333333;	518282.4;	69204.0;	0.0;	4.0;	0.0;	0.0
1378025012;	4;	10640.109312;	37.240382592;	0.35;	518378.6666666667;	100660.53333333334;	0.0;	4.066666666666666;	0.0;	0.0
1378025312;	4;	10640.109312;	30.146976384;	0.2833333333333333;	518480.5333333333;	82486.66666666667;	0.0;	5.933333333333334;	0.6;	0.6
1378025612;	4;	10640.109312;	39.013734144;	0.36666666666666664;	516669.06666666665;	96465.86666666667;	0.0;	81.4;	0.4666666666666667;	0.4
1378025912;	4;	10640.109312;	31.920327936;	0.3;	516754.4;	85282.13333333333;	0.0;	9.933333333333334;	0.0;	0.0
1378026212;	4;	10640.109312;	39.013734144;	0.36666666666666664;	517561.06666666665;	88078.4;	0.0;	83.2;	0.9333333333333333;	1.0
1378026512;	4;	10640.109312;	30.146976384;	0.2833333333333333;	518602.6666666667;	92273.06666666667;	0.0;	15.733333333333333;	0.06666666666666667;	0.13333333333333333
1378026812;	4;	10640.109312;	37.240382592;	0.35;	516442.93333333335;	75495.2;	0.0;	3.933333333333333;	0.0;	0.0
1378027112;	4;	10640.109312;	37.240382592;	0.35;	516262.6666666667;	77592.53333333334;	0.0;	23.266666666666666;	14.2;	12.266666666666667
1378027413;	4;	10640.109312;	39.013734144;	0.36666666666666664;	517326.4;	97865.6;	0.0;	20.8;	12.466666666666667;	13.333333333333334
1378027713;	4;	10640.109312;	31.920327936;	0.3;	517087.4666666667;	73399.2;	0.0;	4.866666666666666;	0.0;	0.0
1378028013;	4;	10640.109312;	31.920327936;	0.3;	517157.06666666665;	59417.6;	0.0;	6.133333333333334;	0.6666666666666666;	0.6666666666666666
