Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	8;	20799.994504;	1273.99966337;	6.125;	4194304.0;	1895822.4;	0.0;	61.13333333333333;	4806.0;	23.866666666666667
1377986908;	8;	20799.994504;	854.5331075393333;	4.108333333333333;	4194304.0;	1537910.4;	0.0;	60.13333333333333;	1923.0;	24.933333333333334
1377987208;	8;	20799.994504;	1478.5329426593335;	7.108333333333333;	4194304.0;	1677720.0;	1.2666666666666666;	59.86666666666667;	3834.733333333333;	46.4
1377987508;	8;	20799.994504;	805.99978703;	3.875;	4194304.0;	1769993.8666666667;	0.0;	59.666666666666664;	3044.0;	55.333333333333336
1377987808;	8;	20799.994504;	894.3997636719998;	4.3;	4194304.0;	1761604.8;	0.06666666666666667;	62.4;	3206.266666666667;	186.73333333333332
1377988108;	8;	20799.994504;	866.6664376666666;	4.166666666666667;	4194304.0;	1915396.5333333334;	0.0;	53.53333333333333;	2330.2;	810.2
1377988408;	8;	20799.994504;	554.6665201066667;	2.666666666666667;	4194304.0;	1333787.4666666666;	0.0;	49.06666666666667;	909.9333333333333;	862.6
1377988708;	8;	20799.994504;	428.13322020733335;	2.0583333333333336;	4194304.0;	799710.9333333333;	0.0;	60.93333333333333;	903.1333333333333;	10.666666666666666
1377989008;	8;	20799.994504;	497.46653522066663;	2.3916666666666666;	4194304.0;	671085.3333333334;	0.0;	66.53333333333333;	816.4666666666667;	22.333333333333332
1377989309;	8;	20799.994504;	866.6664376666666;	4.166666666666667;	4194304.0;	746584.2666666667;	0.0;	64.73333333333333;	3343.4;	27.2
1377989609;	8;	20799.994504;	816.3997842819999;	3.925;	4194304.0;	1767197.6;	0.0;	66.06666666666666;	3527.866666666667;	21.666666666666668
1377989909;	8;	20799.994504;	937.7330855553331;	4.508333333333333;	4194304.0;	1686108.8;	173.4;	248.26666666666668;	3163.133333333333;	21.933333333333334
1377990209;	8;	20799.994504;	970.6664101866667;	4.666666666666667;	4194304.0;	1848288.0;	0.0;	64.6;	4105.733333333334;	28.133333333333333
1377990509;	8;	20799.994504;	556.399852982;	2.675;	4194304.0;	1806344.5333333334;	0.0;	59.13333333333333;	810.8;	24.333333333333332
1377990809;	8;	20799.994504;	570.2665159846666;	2.7416666666666667;	4194304.0;	844450.4;	0.0;	55.2;	1152.0666666666666;	15.533333333333333
1377991109;	8;	20799.994504;	395.19989557599996;	1.9;	4194304.0;	699048.0;	0.0;	65.26666666666667;	599.0;	172.53333333333333
1377991409;	8;	20799.994504;	669.0664898786666;	3.216666666666667;	4194304.0;	875209.6;	0.0;	63.0;	1153.6666666666667;	821.3333333333334
1377991709;	8;	20799.994504;	601.4665077406667;	2.891666666666667;	4194304.0;	682271.4666666667;	0.0;	66.06666666666666;	1212.7333333333333;	23.6
1377992009;	8;	20799.994504;	781.7331267753332;	3.7583333333333333;	4194304.0;	1009427.2;	0.0;	69.26666666666667;	2715.9333333333334;	16.266666666666666
1377992309;	8;	20799.994504;	951.599748558;	4.575;	4194304.0;	1884638.9333333333;	0.0;	47.4;	3959.266666666667;	30.866666666666667
