Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	8;	20799.99708;	21812.26360456;	104.86666666666666;	4.0763664E7;	1.3086227466666667E7;	0.0;	6.266666666666667;	0.4;	1.0666666666666667
1377986908;	8;	20799.99708;	21782.79694203;	104.725;	4.0763664E7;	1.2415138133333333E7;	0.0;	4.133333333333334;	0.3333333333333333;	0.8666666666666667
1377987208;	8;	20799.99708;	21798.39693984;	104.8;	4.0763664E7;	1.2778644533333333E7;	0.0;	0.6666666666666666;	0.26666666666666666;	0.9333333333333333
1377987508;	8;	20799.99708;	21848.663599449996;	105.04166666666666;	4.0763664E7;	9842631.733333332;	0.06666666666666667;	32.333333333333336;	0.26666666666666666;	0.8
1377987808;	8;	20799.99708;	21801.863606019997;	104.81666666666666;	4.0763664E7;	1.2023670133333333E7;	267.53333333333336;	157.33333333333334;	0.26666666666666666;	0.6666666666666666
1377988108;	8;	20799.99708;	21865.99693035;	105.125;	4.0763664E7;	1.2610873333333334E7;	0.0;	6.6;	0.6;	1.0
1377988408;	8;	20799.99708;	21855.596931810003;	105.075;	4.0763664E7;	1.3421771733333332E7;	66.33333333333333;	15.733333333333333;	0.0;	0.8
1377988708;	8;	20799.99708;	21883.330261250005;	105.20833333333334;	4.0763664E7;	1.1464430133333333E7;	0.06666666666666667;	2.6666666666666665;	0.2;	0.8666666666666667
1377989008;	8;	20799.99708;	21872.930262710004;	105.15833333333335;	4.0763664E7;	1.3142151466666667E7;	0.0;	1.3333333333333333;	0.06666666666666667;	0.7333333333333333
1377989309;	8;	20799.99708;	21897.196925970005;	105.275;	4.0763664E7;	1.51833792E7;	0.0;	1.0666666666666667;	337.06666666666666;	9.733333333333333
1377989609;	8;	20799.99708;	21829.59693546;	104.95;	4.0763664E7;	1.9070099733333334E7;	0.0;	0.6666666666666666;	0.06666666666666667;	0.8
1377989909;	8;	20799.99708;	21833.06360164;	104.96666666666665;	4.0763664E7;	1.4316555466666667E7;	0.0;	0.6666666666666666;	336.1333333333333;	9.466666666666667
1377990209;	8;	20799.99708;	21820.930270010005;	104.90833333333335;	4.0763664E7;	1.54070744E7;	0.0;	1.0;	672.6666666666666;	18.333333333333332
1377990509;	8;	20799.99708;	21813.99693765;	104.875;	4.0763664E7;	1.4148784E7;	0.0;	0.8;	0.0;	0.7333333333333333
1377990809;	8;	20799.99708;	21774.130276580003;	104.68333333333334;	4.0763664E7;	1.1100922933333334E7;	0.0;	0.7333333333333333;	0.0;	0.8
