Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	1;	2925.99956;	1.9506663733333334;	0.06666666666666667;	4146780.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377986908;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	5592.0;	0.0;	0.6666666666666666;	0.0;	0.0
1377987208;	1;	2925.99956;	0.0;	0.0;	4146780.0;	61514.13333333333;	0.0;	0.0;	0.0;	0.0
1377987508;	1;	2925.99956;	0.0;	0.0;	4146780.0;	41940.8;	0.0;	0.0;	0.0;	0.0
1377987808;	1;	2925.99956;	0.0;	0.0;	4146780.0;	36348.0;	0.0;	0.0;	0.0;	0.0
1377988108;	1;	2925.99956;	0.0;	0.0;	4146780.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377988408;	1;	2925.99956;	0.0;	0.0;	4146780.0;	39145.333333333336;	0.0;	0.26666666666666666;	0.0;	0.0
1377988708;	1;	2925.99956;	7.8026654933333335;	0.26666666666666666;	4146780.0;	50330.4;	0.0;	1.5333333333333334;	0.0;	0.0
1377989008;	1;	2925.99956;	19.506663733333337;	0.6666666666666667;	4146780.0;	178954.4;	172.13333333333333;	182.33333333333334;	0.0;	0.0
1377989309;	1;	2925.99956;	0.0;	0.0;	4146780.0;	97865.6;	0.0;	0.0;	0.0;	0.0
1377989609;	1;	2925.99956;	0.0;	0.0;	4146780.0;	44736.8;	0.0;	0.0;	0.0;	0.0
1377989909;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	36348.8;	0.0;	16.466666666666665;	0.0;	0.0
1377990209;	1;	2925.99956;	0.0;	0.0;	4146780.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377990509;	1;	2925.99956;	0.0;	0.0;	4146780.0;	0.0;	0.0;	0.7333333333333333;	0.0;	0.0
1377990809;	1;	2925.99956;	0.0;	0.0;	4146780.0;	27960.0;	0.0;	0.0;	0.0;	0.0
1377991109;	1;	2925.99956;	0.0;	0.0;	4146780.0;	39144.0;	0.0;	0.0;	0.0;	0.0
1377991409;	1;	2925.99956;	0.0;	0.0;	4146780.0;	50328.8;	0.0;	0.0;	0.0;	0.0
1377991709;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.0;	0.0;	0.0;	0.0;	0.0
1377992009;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33552.0;	0.0;	0.0;	0.0;	0.0
1377992309;	1;	2925.99956;	0.0;	0.0;	4146780.0;	50329.6;	0.0;	0.0;	0.0;	0.0
1377992609;	1;	2925.99956;	0.0;	0.0;	4146780.0;	22368.0;	0.0;	0.26666666666666666;	0.0;	0.0
1377992909;	1;	2925.99956;	0.0;	0.0;	4146780.0;	36348.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377993209;	1;	2925.99956;	0.0;	0.0;	4146780.0;	53125.6;	0.0;	0.0;	0.0;	0.0
1377993509;	1;	2925.99956;	0.0;	0.0;	4146780.0;	13980.0;	0.0;	0.0;	0.0;	0.0
1377993809;	1;	2925.99956;	0.0;	0.0;	4146780.0;	55922.13333333333;	0.0;	0.4666666666666667;	0.0;	0.0
1377994109;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	13980.266666666666;	0.0;	0.3333333333333333;	0.0;	0.0
1377994409;	1;	2925.99956;	0.0;	0.0;	4146780.0;	0.0;	0.0;	0.0;	0.0;	0.0
1377994709;	1;	2925.99956;	0.0;	0.0;	4146780.0;	8388.0;	0.0;	0.0;	0.0;	0.0
1377995009;	1;	2925.99956;	0.0;	0.0;	4146780.0;	8388.0;	0.0;	0.0;	0.0;	0.0
1377995309;	1;	2925.99956;	0.0;	0.0;	4146780.0;	8388.0;	0.0;	0.0;	0.0;	0.0
1377995609;	1;	2925.99956;	0.0;	0.0;	4146780.0;	8388.0;	0.0;	0.4;	0.0;	0.0
1377995909;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	11184.0;	0.0;	0.26666666666666666;	0.0;	0.0
1377996209;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	22368.0;	0.0;	0.06666666666666667;	0.0;	0.0
1377996509;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.0;	0.0;	0.0;	0.0;	0.0
1377996809;	1;	2925.99956;	0.0;	0.0;	4146780.0;	41940.0;	0.0;	0.0;	0.0;	0.0
1377997109;	1;	2925.99956;	0.0;	0.0;	4146780.0;	19572.0;	0.0;	0.0;	0.0;	0.0
1377997409;	1;	2925.99956;	0.0;	0.0;	4146780.0;	22368.0;	0.0;	0.26666666666666666;	0.0;	0.0
1377997709;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33553.066666666666;	0.0;	0.0;	0.0;	0.0
1377998009;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33552.8;	0.0;	0.0;	0.0;	0.0
1377998310;	1;	2925.99956;	0.0;	0.0;	4146780.0;	13980.0;	0.0;	0.0;	0.0;	0.0
1377998610;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33552.0;	0.0;	0.0;	0.0;	0.0
1377998910;	1;	2925.99956;	0.0;	0.0;	4146780.0;	27960.0;	0.0;	0.3333333333333333;	0.0;	0.0
1377999210;	1;	2925.99956;	0.0;	0.0;	4146780.0;	22368.8;	0.0;	0.0;	0.0;	0.0
1377999510;	1;	2925.99956;	0.0;	0.0;	4146780.0;	11184.0;	0.0;	0.0;	0.0;	0.0
1377999810;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.8;	0.0;	0.0;	0.0;	0.0
1378000110;	1;	2925.99956;	0.0;	0.0;	4146780.0;	5592.0;	0.0;	0.0;	0.0;	0.0
1378000410;	1;	2925.99956;	0.0;	0.0;	4146780.0;	5592.0;	0.0;	0.0;	0.0;	0.0
1378000710;	1;	2925.99956;	0.0;	0.0;	4146780.0;	39145.333333333336;	0.0;	0.0;	0.0;	0.0
1378001010;	1;	2925.99956;	0.0;	0.0;	4146780.0;	53125.86666666667;	0.0;	0.0;	0.0;	0.0
1378001310;	1;	2925.99956;	3.9013327466666667;	0.13333333333333333;	4146780.0;	25164.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378001610;	1;	2925.99956;	0.0;	0.0;	4146780.0;	41940.0;	0.0;	0.0;	0.0;	0.0
1378001910;	1;	2925.99956;	0.0;	0.0;	4146780.0;	44737.066666666666;	0.0;	0.0;	0.0;	0.0
1378002210;	1;	2925.99956;	1.9506663733333334;	0.06666666666666667;	4146780.0;	39145.066666666666;	0.0;	0.0;	0.0;	0.0
1378002510;	1;	2925.99956;	0.0;	0.0;	4146780.0;	22368.8;	0.0;	0.0;	0.0;	0.0
1378002810;	1;	2925.99956;	0.0;	0.0;	4146780.0;	61513.86666666667;	0.0;	0.0;	0.0;	0.0
1378003110;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	8388.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378003410;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	27960.8;	0.0;	0.06666666666666667;	0.0;	0.0
1378003710;	1;	2925.99956;	0.0;	0.0;	4146780.0;	8388.0;	0.0;	0.0;	0.0;	0.0
1378004010;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.0;	0.0;	0.0;	0.0;	0.0
1378004310;	1;	2925.99956;	0.0;	0.0;	4146780.0;	11184.0;	0.0;	0.0;	0.0;	0.0
1378004610;	1;	2925.99956;	0.0;	0.0;	4146780.0;	19572.0;	0.0;	0.0;	0.0;	0.0
1378004910;	1;	2925.99956;	0.0;	0.0;	4146780.0;	8388.0;	0.0;	0.3333333333333333;	0.0;	0.0
1378005210;	1;	2925.99956;	0.0;	0.0;	4146780.0;	27960.0;	0.0;	0.0;	0.0;	0.0
1378005510;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.0;	0.0;	0.0;	0.0;	0.0
1378005810;	1;	2925.99956;	0.0;	0.0;	4146780.0;	13980.0;	0.0;	0.0;	0.0;	0.0
1378006110;	1;	2925.99956;	0.0;	0.0;	4146780.0;	27960.0;	0.0;	0.0;	0.0;	0.0
1378006410;	1;	2925.99956;	0.0;	0.0;	4146780.0;	36348.8;	0.0;	0.0;	0.0;	0.0
1378006711;	1;	2925.99956;	0.0;	0.0;	4146780.0;	41940.0;	0.0;	0.0;	0.0;	0.0
1378007011;	1;	2925.99956;	0.0;	0.0;	4146780.0;	39144.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378007311;	1;	2925.99956;	0.0;	0.0;	4146780.0;	47533.6;	0.0;	0.0;	0.0;	0.0
1378007611;	1;	2925.99956;	0.0;	0.0;	4146780.0;	27960.533333333333;	0.0;	0.0;	0.0;	0.0
1378007911;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33552.0;	0.0;	0.0;	0.0;	0.0
1378008211;	1;	2925.99956;	0.0;	0.0;	4146780.0;	30756.0;	0.0;	0.0;	0.0;	0.0
1378008511;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	19572.0;	0.0;	0.3333333333333333;	0.0;	0.0
1378008811;	1;	2925.99956;	0.0;	0.0;	4146780.0;	30756.0;	0.0;	0.0;	0.0;	0.0
1378009111;	1;	2925.99956;	0.0;	0.0;	4146780.0;	27960.0;	0.0;	0.0;	0.0;	0.0
1378009411;	1;	2925.99956;	0.0;	0.0;	4146780.0;	67106.4;	0.0;	0.0;	0.0;	0.0
1378009711;	1;	2925.99956;	0.0;	0.0;	4146780.0;	78291.46666666666;	0.0;	0.0;	0.0;	0.0
1378010011;	1;	2925.99956;	0.0;	0.0;	4146780.0;	47532.53333333333;	0.0;	0.0;	0.0;	0.0
1378010311;	1;	2925.99956;	3.9013327466666667;	0.13333333333333333;	4146780.0;	25164.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378010611;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	41941.333333333336;	0.0;	0.06666666666666667;	0.0;	0.0
1378010911;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33552.8;	0.0;	0.0;	0.0;	0.0
1378011211;	1;	2925.99956;	0.0;	0.0;	4146780.0;	11184.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378011511;	1;	2925.99956;	0.0;	0.0;	4146780.0;	13980.0;	0.0;	0.0;	0.0;	0.0
1378011811;	1;	2925.99956;	0.0;	0.0;	4146780.0;	19572.0;	0.0;	0.0;	0.0;	0.0
1378012111;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33552.0;	0.0;	0.0;	0.0;	0.0
1378012411;	1;	2925.99956;	0.0;	0.0;	4146780.0;	41940.0;	0.0;	0.0;	0.0;	0.0
1378012711;	1;	2925.99956;	0.0;	0.0;	4146780.0;	30756.0;	0.0;	0.0;	0.0;	0.0
1378013011;	1;	2925.99956;	0.0;	0.0;	4146780.0;	0.0;	0.0;	0.0;	0.0;	0.0
1378013311;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.0;	0.0;	0.0;	0.0;	0.0
1378013611;	1;	2925.99956;	0.0;	0.0;	4146780.0;	50331.2;	0.0;	0.0;	0.0;	0.0
1378013912;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33553.6;	0.0;	0.0;	0.0;	0.0
1378014211;	1;	2925.99956;	0.0;	0.0;	4146780.0;	0.0;	0.0;	0.0;	0.0;	0.0
1378014511;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.0;	0.0;	0.0;	0.0;	0.0
1378014811;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.0;	0.0;	0.0;	0.0;	0.0
1378015111;	1;	2925.99956;	0.0;	0.0;	4146780.0;	78291.46666666666;	0.0;	0.0;	0.0;	0.0
1378015411;	1;	2925.99956;	0.0;	0.0;	4146780.0;	53125.066666666666;	0.0;	0.0;	0.0;	0.0
1378015711;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	58717.6;	0.0;	0.3333333333333333;	0.0;	0.0
1378016011;	1;	2925.99956;	0.0;	0.0;	4146780.0;	78291.46666666666;	0.0;	0.0;	0.0;	0.0
1378016311;	1;	2925.99956;	0.0;	0.0;	4146780.0;	33553.066666666666;	0.0;	0.0;	0.0;	0.0
1378016611;	1;	2925.99956;	0.0;	0.0;	4146780.0;	30756.8;	0.0;	0.0;	0.0;	0.0
1378016911;	1;	2925.99956;	0.0;	0.0;	4146780.0;	0.0;	0.0;	0.0;	0.0;	0.0
1378017211;	1;	2925.99956;	0.0;	0.0;	4146780.0;	11184.0;	0.0;	0.3333333333333333;	0.0;	0.0
1378017511;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	25164.0;	0.0;	0.26666666666666666;	0.0;	0.0
1378017811;	1;	2925.99956;	5.85199912;	0.2;	4146780.0;	39144.0;	0.0;	0.06666666666666667;	0.0;	0.0
1378018111;	1;	2925.99956;	0.0;	0.0;	4146780.0;	16776.0;	0.0;	0.0;	0.0;	0.0
1378018411;	1;	2925.99956;	0.0;	0.0;	4146780.0;	44737.066666666666;	0.0;	0.0;	0.0;	0.0
1378018711;	1;	2925.99956;	0.0;	0.0;	4146780.0;	30756.8;	0.0;	0.0;	0.0;	0.0
1378019011;	1;	2925.99956;	0.0;	0.0;	4146780.0;	11184.0;	0.0;	0.0;	0.0;	0.0
