Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	1;	2925.999208;	169.707954064;	5.8;	4194304.0;	279618.13333333336;	7.466666666666667;	11.2;	79.13333333333334;	67.66666666666667
1377986908;	1;	2925.999208;	165.80662178666665;	5.666666666666666;	4194304.0;	492129.06666666665;	0.0;	2.0;	84.86666666666666;	73.06666666666666
1377987208;	1;	2925.999208;	163.85595564800002;	5.6;	4194304.0;	274025.3333333333;	0.0;	1.5333333333333334;	86.26666666666667;	74.26666666666667
1377987508;	1;	2925.999208;	171.65862020266667;	5.866666666666666;	4194304.0;	254452.26666666666;	6.933333333333334;	2.8666666666666667;	88.46666666666667;	76.13333333333334
1377987808;	1;	2925.999208;	173.60928634133336;	5.933333333333334;	4194304.0;	288007.4666666667;	0.0;	1.9333333333333333;	85.66666666666667;	73.46666666666667
1377988108;	1;	2925.999208;	169.707954064;	5.8;	4194304.0;	234879.46666666667;	0.0;	1.6;	88.66666666666667;	75.13333333333334
1377988408;	1;	2925.999208;	175.55995248;	6.0;	4194304.0;	355115.4666666667;	232.2;	239.4;	85.46666666666667;	73.46666666666667
1377988708;	1;	2925.999208;	169.707954064;	5.8;	4194304.0;	332745.86666666664;	0.0;	3.2666666666666666;	89.0;	76.4
1377989008;	1;	2925.999208;	163.85595564800002;	5.6;	4194304.0;	274025.3333333333;	0.0;	2.066666666666667;	85.13333333333334;	73.33333333333333
1377989309;	1;	2925.999208;	165.80662178666665;	5.666666666666666;	4194304.0;	285211.2;	6.866666666666666;	3.3333333333333335;	89.66666666666667;	77.0
1377989609;	1;	2925.999208;	167.75728792533334;	5.733333333333333;	4194304.0;	215305.86666666667;	0.0;	1.9333333333333333;	85.33333333333333;	73.33333333333333
1377989909;	1;	2925.999208;	163.85595564800002;	5.6;	4194304.0;	380281.86666666664;	0.0;	1.6;	89.06666666666666;	75.66666666666667
1377990209;	1;	2925.999208;	725.647803584;	24.8;	4194304.0;	1300232.5333333334;	25457.4;	1271.0666666666666;	74.2;	64.86666666666666
1377990509;	1;	2925.999208;	936.3197465600001;	32.0;	4194304.0;	2309662.4;	28800.666666666668;	1714.9333333333334;	86.2;	73.0
1377990809;	1;	2925.999208;	739.3024665546668;	25.266666666666666;	4194304.0;	2264921.6;	23156.866666666665;	1088.0666666666666;	85.33333333333333;	72.93333333333334
1377991109;	1;	2925.999208;	175.55995248;	6.0;	4194304.0;	1929377.6;	7.0;	3.533333333333333;	85.53333333333333;	73.8
1377991409;	1;	2925.999208;	245.78393347200003;	8.4;	4194304.0;	905968.0;	7171.4;	7158.4;	87.46666666666667;	76.13333333333334
1377991709;	1;	2925.999208;	284.79725624533336;	9.733333333333334;	4194304.0;	469759.2;	9215.6;	9226.666666666666;	82.53333333333333;	71.26666666666667
1377992009;	1;	2925.999208;	280.89592396800003;	9.6;	4194304.0;	293600.0;	8765.4;	8761.533333333333;	82.0;	69.4
1377992309;	1;	2925.999208;	271.14259327466664;	9.266666666666666;	4194304.0;	276822.4;	8824.133333333333;	8830.533333333333;	83.6;	71.66666666666667
