Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	6988.0;	0.0;	0.0;	351.26666666666665;	348.8
1377986908;	1;	2925.99945;	52.6679901;	1.8;	454660.0;	9435.2;	0.0;	0.0;	361.26666666666665;	358.73333333333335
1377987208;	1;	2925.99945;	54.61865639999999;	1.8666666666666665;	454660.0;	13980.0;	0.0;	0.0;	333.73333333333335;	331.26666666666665
1377987508;	1;	2925.99945;	56.569322699999994;	1.9333333333333333;	454660.0;	13280.8;	0.0;	0.4;	314.8666666666667;	312.6666666666667
1377987808;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	9435.733333333334;	0.0;	0.0;	367.2;	364.6666666666667
1377988108;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	6988.266666666666;	0.0;	0.0;	350.93333333333334;	348.2
1377988408;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	6988.0;	0.0;	0.0;	345.1333333333333;	342.53333333333336
1377988708;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	11183.2;	0.0;	0.0;	376.26666666666665;	373.3333333333333
1377989008;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	12931.2;	0.0;	0.0;	344.06666666666666;	341.4
1377989309;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	6638.4;	0.0;	0.0;	341.06666666666666;	338.3333333333333
1377989609;	1;	2925.99945;	60.47065529999999;	2.0666666666666664;	454660.0;	8036.8;	0.0;	0.2;	359.93333333333334;	356.93333333333334
1377989909;	1;	2925.99945;	52.6679901;	1.8;	454660.0;	7687.2;	0.0;	0.0;	350.0;	347.4
1377990209;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	10833.866666666667;	0.0;	0.0;	355.1333333333333;	352.4
1377990509;	1;	2925.99945;	60.47065529999999;	2.0666666666666664;	454660.0;	7687.2;	0.0;	0.0;	377.46666666666664;	374.6666666666667
1377990809;	1;	2925.99945;	48.766657499999994;	1.6666666666666665;	454660.0;	5240.0;	0.0;	0.0;	296.1333333333333;	293.93333333333334
1377991109;	1;	2925.99945;	56.569322699999994;	1.9333333333333333;	454660.0;	12232.0;	0.0;	0.13333333333333333;	361.3333333333333;	358.53333333333336
1377991409;	1;	2925.99945;	62.42132159999999;	2.1333333333333333;	454660.0;	18872.8;	0.0;	0.0;	378.53333333333336;	375.53333333333336
1377991709;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	10134.4;	0.0;	0.0;	343.46666666666664;	340.93333333333334
1377992009;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	9435.2;	0.0;	0.0;	344.0;	341.46666666666664
1377992309;	1;	2925.99945;	52.6679901;	1.8;	454660.0;	13978.4;	0.0;	0.0;	324.6;	321.8
1377992609;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	14678.4;	0.0;	0.0;	349.06666666666666;	346.53333333333336
1377992909;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	11532.8;	0.0;	0.0;	343.73333333333335;	341.0
1377993209;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	9086.4;	0.0;	0.2;	361.2;	358.53333333333336
1377993509;	1;	2925.99945;	52.6679901;	1.8;	454660.0;	5940.8;	0.0;	0.0;	331.73333333333335;	329.1333333333333
1377993809;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	12232.0;	0.0;	0.0;	359.2;	356.2
1377994109;	1;	2925.99945;	56.569322699999994;	1.9333333333333333;	454660.0;	14328.8;	0.0;	0.0;	357.93333333333334;	355.3333333333333
1377994409;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	11532.8;	0.0;	0.0;	355.8;	352.93333333333334
1377994709;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	9786.133333333333;	0.0;	0.13333333333333333;	344.0;	341.3333333333333
1377995009;	1;	2925.99945;	60.47065529999999;	2.0666666666666664;	454660.0;	16776.0;	0.0;	0.0;	353.26666666666665;	350.4
1377995309;	1;	2925.99945;	60.47065529999999;	2.0666666666666664;	454660.0;	14677.333333333334;	0.0;	0.0;	366.46666666666664;	363.53333333333336
1377995609;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	14678.133333333333;	0.0;	0.0;	350.8;	348.2
1377995909;	1;	2925.99945;	58.519988999999995;	2.0;	454660.0;	12230.933333333332;	0.0;	0.0;	360.8666666666667;	358.1333333333333
1377996209;	1;	2925.99945;	52.6679901;	1.8;	454660.0;	15026.666666666666;	0.0;	0.0;	318.6;	316.26666666666665
1377996509;	1;	2925.99945;	66.3226542;	2.2666666666666666;	454660.0;	8036.8;	0.0;	0.0;	361.06666666666666;	358.2
1377996809;	1;	2925.99945;	68.2733205;	2.3333333333333335;	454660.0;	8736.0;	0.0;	0.2;	355.73333333333335;	353.3333333333333
1377997109;	1;	2925.99945;	64.37198790000001;	2.2;	454660.0;	12230.933333333332;	0.0;	0.06666666666666667;	372.06666666666666;	369.2
1377997409;	1;	2925.99945;	62.42132159999999;	2.1333333333333333;	454660.0;	12580.266666666666;	0.0;	0.0;	316.1333333333333;	314.06666666666666
1377997709;	1;	2925.99945;	81.92798459999999;	2.8;	454660.0;	14679.2;	0.0;	0.0;	359.0;	356.26666666666665
