Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	8;	20799.994432;	21091.194354048;	101.4;	3.3554432E7;	4294965.333333333;	0.0;	0.6666666666666666;	0.0;	0.8666666666666667
1377986908;	8;	20799.994432;	21463.860920954663;	103.19166666666666;	3.3554432E7;	4608139.733333333;	180.26666666666668;	190.93333333333334;	0.2;	0.8666666666666667
1377987208;	8;	20799.994432;	21375.460944618666;	102.76666666666667;	3.3554432E7;	4854206.666666667;	0.06666666666666667;	0.6;	0.0;	0.6666666666666666
1377987508;	8;	20799.994432;	21122.394345696;	101.55;	3.3554432E7;	3758093.6;	0.0;	0.8;	0.13333333333333333;	0.6
1377987808;	8;	20799.994432;	21202.127657685334;	101.93333333333334;	3.3554432E7;	4697617.866666666;	0.0;	0.5333333333333333;	0.0;	0.8
1377988108;	8;	20799.994432;	21387.594274704;	102.825;	3.3554432E7;	4854205.066666666;	0.0;	0.8666666666666667;	0.2;	0.9333333333333333
1377988408;	8;	20799.994432;	21370.26094601066;	102.74166666666666;	3.3554432E7;	4406812.8;	0.0;	1.0666666666666667;	0.06666666666666667;	0.8
1377988708;	8;	20799.994432;	21141.461007258666;	101.64166666666667;	3.3554432E7;	4004159.466666667;	0.0;	0.5333333333333333;	0.26666666666666666;	0.8666666666666667
1377989008;	8;	20799.994432;	21188.260994730666;	101.86666666666666;	3.3554432E7;	4719988.8;	0.0;	2.7333333333333334;	0.26666666666666666;	1.0666666666666667
1377989309;	8;	20799.994432;	21413.594267744;	102.95;	3.3554432E7;	4585770.666666667;	0.0;	1.6;	0.0;	1.1333333333333333
1377989609;	8;	20799.994432;	21352.927617317335;	102.65833333333335;	3.3554432E7;	3825202.4;	0.0;	0.8666666666666667;	0.0;	1.0
1377989909;	8;	20799.994432;	20997.594379103997;	100.95;	3.3554432E7;	3780462.6666666665;	0.0;	0.6666666666666666;	0.0;	0.8
1377990209;	8;	20799.994432;	21233.327649333332;	102.08333333333334;	3.3554432E7;	4004159.466666667;	0.0;	0.6;	0.2;	0.8
1377990509;	8;	20799.994432;	21399.727604789332;	102.88333333333334;	3.3554432E7;	3914680.533333333;	0.0;	0.6;	0.13333333333333333;	0.9333333333333333
1377990809;	8;	20799.994432;	21347.727618709334;	102.63333333333334;	3.3554432E7;	3847572.2666666666;	0.0;	0.8;	0.13333333333333333;	0.7333333333333333
1377991109;	8;	20799.994432;	20919.594399984;	100.575;	3.3554432E7;	6375339.733333333;	2.8666666666666667;	1.5333333333333334;	1073.5333333333333;	17.933333333333334
1377991409;	8;	20799.994432;	21339.060954362663;	102.59166666666665;	3.3554432E7;	6733253.6;	12.8;	18.2;	0.4;	1.1333333333333333
1377991709;	8;	20799.994432;	21413.594267744;	102.95;	3.3554432E7;	6464818.933333334;	0.0;	1.0666666666666667;	1.2;	0.9333333333333333
1377992009;	8;	20799.994432;	21241.99431368;	102.125;	3.3554432E7;	7650408.8;	0.0;	0.6666666666666666;	0.6;	0.9333333333333333
1377992309;	8;	20799.994432;	21027.061037882664;	101.09166666666665;	3.3554432E7;	4921316.0;	0.0;	1.0;	0.13333333333333333;	0.9333333333333333
1377992609;	8;	20799.994432;	21309.594295584;	102.45;	3.3554432E7;	6174013.866666666;	0.06666666666666667;	3.066666666666667;	1849.2;	22.933333333333334
1377992909;	8;	20799.994432;	21441.327593653335;	103.08333333333334;	3.3554432E7;	6420079.2;	0.0;	0.6;	0.06666666666666667;	0.8
1377993209;	8;	20799.994432;	21326.927624277338;	102.53333333333335;	3.3554432E7;	6375340.0;	0.0;	0.6666666666666666;	0.13333333333333333;	0.9333333333333333
1377993509;	8;	20799.994432;	20955.99439024;	100.75;	3.3554432E7;	5816100.0;	0.0;	0.6666666666666666;	0.26666666666666666;	0.8666666666666667
1377993809;	8;	20799.994432;	21295.727632629336;	102.38333333333334;	3.3554432E7;	5189751.2;	0.0;	1.4666666666666666;	0.2;	0.8666666666666667
1377994109;	8;	20799.994432;	21396.260939050666;	102.86666666666666;	3.3554432E7;	5234490.4;	0.06666666666666667;	0.8;	0.06666666666666667;	0.8666666666666667
1377994409;	8;	20799.994432;	21311.327628453335;	102.45833333333334;	3.3554432E7;	6218752.8;	0.0;	0.7333333333333333;	1.4666666666666666;	0.8666666666666667
1377994709;	8;	20799.994432;	21021.861039274667;	101.06666666666666;	3.3554432E7;	8746520.266666668;	0.0;	0.6666666666666666;	0.4666666666666667;	0.8
1377995009;	8;	20799.994432;	21323.460958538664;	102.51666666666667;	3.3554432E7;	6084535.2;	0.0;	0.6666666666666666;	0.06666666666666667;	0.7333333333333333
1377995309;	8;	20799.994432;	21394.527606181335;	102.85833333333333;	3.3554432E7;	6509558.666666667;	0.0;	1.2666666666666666;	2438.9333333333334;	26.933333333333334
1377995609;	8;	20799.994432;	21247.194312288004;	102.15;	3.3554432E7;	8992585.066666666;	0.0;	1.3333333333333333;	3.466666666666667;	0.9333333333333333
1377995909;	8;	20799.994432;	20973.327718933335;	100.83333333333334;	3.3554432E7;	6576667.2;	0.0;	0.5333333333333333;	0.2;	0.8666666666666667
1377996209;	8;	20799.994432;	21418.794266351997;	102.975;	3.3554432E7;	5726621.6;	0.0;	1.7333333333333334;	5.733333333333333;	1.2666666666666666
1377996509;	8;	20799.994432;	21427.460930698668;	103.01666666666667;	3.3554432E7;	6531927.2;	0.0;	2.2666666666666666;	335.0;	13.266666666666667
1377996809;	8;	20799.994432;	21278.394303936;	102.3;	3.3554432E7;	6934580.0;	0.0;	0.9333333333333333;	4.933333333333334;	1.0666666666666667
1377997109;	8;	20799.994432;	20928.261064330665;	100.61666666666666;	3.3554432E7;	5771360.8;	0.0;	0.5333333333333333;	0.0;	0.9333333333333333
1377997409;	8;	20799.994432;	21417.060933482666;	102.96666666666665;	3.3554432E7;	5704252.0;	0.0;	8.066666666666666;	581.0666666666667;	14.533333333333333
1377997709;	8;	20799.994432;	21446.527592261333;	103.10833333333333;	3.3554432E7;	7985953.333333333;	0.0;	0.6;	2.8666666666666667;	1.0
1377998009;	8;	20799.994432;	21191.727660469332;	101.88333333333334;	3.3554432E7;	1.0155805866666667E7;	0.0;	11.2;	840.4;	17.933333333333334
1377998310;	8;	20799.994432;	21001.06104484266;	100.96666666666665;	3.3554432E7;	1.0178176E7;	0.0;	1.2666666666666666;	879.6666666666666;	18.6
1377998610;	8;	20799.994432;	21399.727604789332;	102.88333333333334;	3.3554432E7;	1.06031984E7;	0.0;	0.8;	104.26666666666667;	1.9333333333333333
1377998910;	8;	20799.994432;	21394.527606181335;	102.85833333333333;	3.3554432E7;	7941213.866666666;	0.0;	0.6666666666666666;	1.8;	1.0
1377999210;	8;	20799.994432;	21236.794315072;	102.1;	3.3554432E7;	6151644.0;	0.0;	0.4666666666666667;	1.0666666666666667;	0.8666666666666667
1377999510;	8;	20799.994432;	21037.461035098666;	101.14166666666667;	3.3554432E7;	6442448.8;	0.0;	0.7333333333333333;	0.7333333333333333;	1.0666666666666667
1377999810;	8;	20799.994432;	21262.794308112;	102.225;	3.3554432E7;	8724149.866666667;	0.06666666666666667;	2.6;	788.8666666666667;	12.333333333333334
