Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	2;	5199.997996;	102.26662725466666;	1.9666666666666666;	8388608.0;	55922.933333333334;	0.0;	3.466666666666667;	0.0;	0.0
1377986908;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	162178.66666666666;	0.0;	3.2;	0.0;	0.0
1377987208;	2;	5199.997996;	119.59995390799999;	2.3;	8388608.0;	206917.6;	226.0;	240.73333333333332;	0.0;	0.0
1377987508;	2;	5199.997996;	102.26662725466666;	1.9666666666666666;	8388608.0;	206918.13333333333;	0.0;	3.3333333333333335;	0.0;	0.0
1377987808;	2;	5199.997996;	97.06662925866665;	1.8666666666666665;	8388608.0;	134216.0;	0.0;	4.133333333333334;	0.0;	0.0
1377988108;	2;	5199.997996;	100.53329458933332;	1.9333333333333333;	8388608.0;	134216.0;	0.0;	3.1333333333333333;	0.0;	0.0
1377988408;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	117439.2;	0.0;	3.533333333333333;	0.0;	0.0
1377988708;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	150993.33333333334;	0.0;	3.466666666666667;	0.0;	0.0
1377989008;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	167771.2;	0.0;	3.2666666666666666;	0.0;	0.0
1377989309;	2;	5199.997996;	98.799961924;	1.9;	8388608.0;	123032.26666666666;	0.0;	3.2666666666666666;	0.0;	0.0
1377989609;	2;	5199.997996;	102.26662725466666;	1.9666666666666666;	8388608.0;	67107.2;	0.0;	3.3333333333333335;	0.0;	0.0
1377989909;	2;	5199.997996;	97.06662925866665;	1.8666666666666665;	8388608.0;	55924.0;	0.0;	3.2666666666666666;	0.0;	0.0
1377990209;	2;	5199.997996;	2062.6658717466667;	39.666666666666664;	8388608.0;	559239.4666666667;	13781.0;	19.266666666666666;	338.3333333333333;	365.0
1377990509;	2;	5199.997996;	3379.9986974;	65.0;	8388608.0;	1946155.7333333334;	30416.272222222222;	23.466666666666665;	399.73333333333335;	4421.133333333333
1377990809;	2;	5199.997996;	3107.8654689426667;	59.76666666666667;	8388608.0;	1476392.8;	24952.166666666668;	14.933333333333334;	263.3333333333333;	2415.6666666666665
1377991109;	2;	5199.997996;	98.799961924;	1.9;	8388608.0;	771750.1333333333;	0.0;	4.0;	0.06666666666666667;	0.13333333333333333
1377991409;	2;	5199.997996;	102.26662725466666;	1.9666666666666666;	8388608.0;	223695.2;	0.0;	3.2;	0.0;	0.0
1377991709;	2;	5199.997996;	100.53329458933332;	1.9333333333333333;	8388608.0;	173363.2;	0.0;	3.3333333333333335;	0.0;	0.0
1377992009;	2;	5199.997996;	98.799961924;	1.9;	8388608.0;	78292.8;	0.0;	3.2;	0.0;	0.0
1377992309;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	67107.2;	0.0;	3.2;	0.0;	0.0
1377992609;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	139809.33333333334;	0.0;	3.3333333333333335;	0.0;	0.0
1377992909;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	173362.66666666666;	0.0;	3.2666666666666666;	0.0;	0.0
1377993209;	2;	5199.997996;	98.799961924;	1.9;	8388608.0;	178956.26666666666;	0.0;	3.3333333333333335;	0.0;	0.0
1377993509;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	139809.33333333334;	0.0;	3.3333333333333335;	0.0;	0.0
1377993809;	2;	5199.997996;	1435.199446896;	27.6;	8388608.0;	654309.3333333334;	31002.166666666668;	21.2;	352.73333333333335;	390.4
1377994109;	2;	5199.997996;	4933.0647655386665;	94.86666666666666;	8388608.0;	1347766.9333333333;	11111.142857142857;	20.0;	255.33333333333334;	97.46666666666667
1377994409;	2;	5199.997996;	3816.7985290640004;	73.4;	8388608.0;	1677718.9333333333;	5684.428571428571;	26.933333333333334;	491.6;	473.46666666666664
1377994709;	2;	5199.997996;	573.7331122253333;	11.033333333333333;	8388608.0;	973076.2666666667;	0.0;	4.533333333333333;	3.7333333333333334;	2.066666666666667
1377995009;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	391466.93333333335;	0.0;	3.2666666666666666;	0.0;	0.0
1377995309;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	178955.46666666667;	0.0;	3.4;	0.0;	0.0
1377995609;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	173363.73333333334;	0.0;	3.6666666666666665;	0.0;	0.0
1377995909;	2;	5199.997996;	103.99995992;	2.0;	8388608.0;	67108.0;	0.0;	3.1333333333333333;	0.0;	0.0
1377996209;	2;	5199.997996;	100.53329458933332;	1.9333333333333333;	8388608.0;	190140.8;	0.0;	3.4;	0.0;	0.0
