Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	1;	2925.999516;	33.161327848;	1.1333333333333333;	1042432.0;	20968.8;	0.0;	67.86666666666666;	0.0;	0.0
1377986908;	1;	2925.999516;	29.25999516;	1.0;	1042432.0;	20969.6;	0.0;	7.666666666666667;	0.0;	0.0
1377987208;	1;	2925.999516;	31.210661504;	1.0666666666666667;	1042432.0;	7688.266666666666;	0.0;	8.533333333333333;	0.0;	0.0
1377987508;	1;	2925.999516;	64.371989352;	2.2;	1042432.0;	10484.0;	0.0;	7.666666666666667;	0.0;	0.0
1377987808;	1;	2925.999516;	62.421323008;	2.1333333333333333;	1042432.0;	16774.4;	0.0;	11.4;	0.0;	0.0
1377988108;	1;	2925.999516;	29.25999516;	1.0;	1042432.0;	13978.666666666666;	0.0;	7.666666666666667;	0.0;	0.0
1377988408;	1;	2925.999516;	35.111994192;	1.2;	1042432.0;	19571.466666666667;	0.0;	8.666666666666666;	0.0;	0.0
1377988708;	1;	2925.999516;	29.25999516;	1.0;	1042432.0;	16076.266666666666;	0.0;	7.666666666666667;	0.0;	0.0
1377989008;	1;	2925.999516;	29.25999516;	1.0;	1042432.0;	13279.733333333334;	0.0;	8.533333333333333;	0.0;	0.0
1377989309;	1;	2925.999516;	29.25999516;	1.0;	1042432.0;	11882.666666666666;	0.0;	7.666666666666667;	0.0;	0.0
1377989609;	1;	2925.999516;	35.111994192;	1.2;	1042432.0;	17473.333333333332;	0.0;	11.4;	0.0;	0.0
1377989909;	1;	2925.999516;	31.210661504;	1.0666666666666667;	1042432.0;	16774.4;	0.0;	21.666666666666668;	0.0;	0.0
1377990209;	1;	2925.999516;	29.25999516;	1.0;	1042432.0;	23066.666666666668;	0.0;	67.73333333333333;	0.0;	0.0
