Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	8;	23407.996128;	224.32662955999996;	0.9583333333333333;	3.3509376E7;	671088.0;	106.13333333333333;	120.86666666666669;	0.13333333333333333;	0.4666666666666667
1377986908;	8;	23407.996128;	294.55061794399995;	1.2583333333333333;	3.3509376E7;	671088.0;	85.93333333333332;	118.46666666666665;	0.0;	0.06666666666666667
1377987208;	8;	23407.996128;	397.93593417599993;	1.7;	3.3509376E7;	335544.0;	115.53333333333333;	141.73333333333335;	0.0;	0.2
1377987508;	8;	23407.996128;	364.774606328;	1.5583333333333333;	3.3509376E7;	469761.6;	104.33333333333334;	112.53333333333333;	0.06666666666666667;	0.13333333333333333
1377987808;	8;	23407.996128;	353.07060826400004;	1.5083333333333335;	3.3509376E7;	961892.8;	114.93333333333334;	171.13333333333333;	0.13333333333333333;	22.733333333333334
1377988108;	8;	23407.996128;	210.671965152;	0.9;	3.3509376E7;	1543502.4;	121.66666666666666;	193.86666666666667;	0.06666666666666667;	0.6666666666666666
1377988408;	8;	23407.996128;	226.27729590399997;	0.9666666666666667;	3.3509376E7;	357913.6;	105.8;	115.40000000000002;	0.06666666666666667;	0.2
1377988708;	8;	23407.996128;	224.32662955999996;	0.9583333333333333;	3.3509376E7;	201326.4;	91.86666666666667;	122.0;	0.0;	0.0
1377989008;	8;	23407.996128;	220.425296872;	0.9416666666666668;	3.3509376E7;	693457.6;	112.2;	138.66666666666666;	0.06666666666666667;	2.533333333333333
1377989309;	8;	23407.996128;	216.523964184;	0.925;	3.3509376E7;	603979.2;	104.39999999999999;	116.06666666666668;	0.06666666666666667;	0.13333333333333333
1377989609;	8;	23407.996128;	278.945287192;	1.1916666666666667;	3.3509376E7;	89478.4;	87.8;	119.73333333333333;	0.0;	0.13333333333333333
1377989909;	8;	23407.996128;	259.438623752;	1.1083333333333334;	3.3509376E7;	134217.6;	116.0;	139.53333333333333;	0.0;	0.0
