Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	4;	10399.998664;	209.73330639066666;	2.0166666666666666;	1.6703488E7;	637533.6;	0.0;	11.2;	8.133333333333333;	5.333333333333333
1377986908;	4;	10399.998664;	206.26664016933336;	1.9833333333333334;	1.6703488E7;	637533.6;	0.0;	11.133333333333333;	8.066666666666666;	5.133333333333334
1377987208;	4;	10399.998664;	202.799973948;	1.95;	1.6703488E7;	637533.6;	0.0;	10.533333333333335;	8.066666666666666;	5.2
1377987508;	4;	10399.998664;	207.99997328;	2.0;	1.6703488E7;	637533.6;	0.0;	10.466666666666667;	8.0;	5.2
1377987808;	4;	10399.998664;	223.599971276;	2.15;	1.6703488E7;	771751.2;	0.0;	15.666666666666668;	8.133333333333333;	5.2
1377988108;	4;	10399.998664;	221.86663816533334;	2.1333333333333333;	1.6703488E7;	771751.2;	0.0;	10.466666666666667;	7.933333333333334;	5.133333333333334
1377988408;	4;	10399.998664;	228.79997060800005;	2.2;	1.6703488E7;	1241512.8;	0.0;	10.533333333333333;	7.933333333333334;	5.333333333333333
1377988708;	4;	10399.998664;	211.46663950133333;	2.033333333333333;	1.6703488E7;	1375730.4;	0.0;	10.933333333333334;	7.933333333333334;	5.133333333333334
1377989008;	4;	10399.998664;	197.599974616;	1.9;	1.6703488E7;	704642.4;	0.0;	10.666666666666668;	7.866666666666666;	5.133333333333334
1377989309;	4;	10399.998664;	201.06664083733335;	1.9333333333333333;	1.6703488E7;	480946.4;	0.0;	10.333333333333332;	7.933333333333334;	5.2
1377989609;	4;	10399.998664;	204.53330705866665;	1.9666666666666666;	1.6703488E7;	872414.4;	0.0;	10.733333333333334;	7.933333333333334;	5.133333333333334
1377989909;	4;	10399.998664;	204.53330705866665;	1.9666666666666666;	1.6703488E7;	805305.6;	0.0;	10.4;	8.066666666666666;	5.066666666666666
1377990209;	4;	10399.998664;	207.99997328;	2.0;	1.6703488E7;	536870.4;	0.0;	11.333333333333334;	7.933333333333334;	5.2
1377990509;	4;	10399.998664;	204.53330705866665;	1.9666666666666666;	1.6703488E7;	704642.4;	0.0;	10.733333333333334;	7.933333333333334;	5.133333333333334
1377990809;	4;	10399.998664;	202.799973948;	1.95;	1.6703488E7;	469761.6;	0.0;	10.266666666666666;	7.933333333333334;	5.2
1377991109;	4;	10399.998664;	207.99997328;	2.0;	1.6703488E7;	369098.4;	0.0;	10.6;	8.0;	5.2
1377991409;	4;	10399.998664;	223.599971276;	2.15;	1.6703488E7;	671088.0;	0.0;	16.0;	8.133333333333333;	5.266666666666667
1377991709;	4;	10399.998664;	201.06664083733335;	1.9333333333333333;	1.6703488E7;	671088.0;	0.0;	10.399999999999999;	8.066666666666666;	5.333333333333333
1377992009;	4;	10399.998664;	220.13330505466666;	2.1166666666666667;	1.6703488E7;	939523.2;	0.0;	10.466666666666667;	8.066666666666666;	5.2
1377992309;	4;	10399.998664;	206.26664016933336;	1.9833333333333334;	1.6703488E7;	1051371.2;	0.0;	10.733333333333334;	8.0;	5.266666666666667
1377992609;	4;	10399.998664;	197.599974616;	1.9;	1.6703488E7;	771751.2;	0.0;	10.533333333333333;	8.133333333333333;	5.2
1377992909;	4;	10399.998664;	206.26664016933336;	1.9833333333333334;	1.6703488E7;	514500.8;	0.0;	10.6;	8.066666666666666;	5.2
1377993209;	4;	10399.998664;	202.799973948;	1.95;	1.6703488E7;	615164.0;	0.0;	10.533333333333335;	8.0;	5.2
1377993509;	4;	10399.998664;	204.53330705866665;	1.9666666666666666;	1.6703488E7;	648718.4;	0.0;	10.600000000000001;	7.933333333333334;	5.2
1377993809;	4;	10399.998664;	204.53330705866665;	1.9666666666666666;	1.6703488E7;	760566.4;	0.0;	10.928571428571429;	8.066666666666666;	5.066666666666666
