Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1377986608;	2;	5851.998366;	3212.747102934;	54.9;	8388608.0;	1023408.0;	335.4;	322.26666666666665;	0.0;	0.0
1377986908;	2;	5851.998366;	3298.576412302;	56.36666666666667;	8388608.0;	928337.8666666667;	284.73333333333335;	291.7333333333333;	191.26666666666668;	12.533333333333333
1377987208;	2;	5851.998366;	3275.168418838;	55.96666666666667;	8388608.0;	978668.8;	1309.6;	1230.0666666666666;	191.26666666666668;	12.4
1377987508;	2;	5851.998366;	3257.6124237400004;	55.66666666666667;	8388608.0;	1297435.7333333334;	1471.8000000000002;	1371.866666666667;	191.26666666666668;	12.6
1377987808;	2;	5851.998366;	509.12385784199995;	8.7;	8388608.0;	2762646.4;	163.53333333333333;	283.7333333333333;	191.26666666666668;	12.6
1377988108;	2;	5851.998366;	126.79329793;	2.1666666666666665;	8388608.0;	1409284.0;	0.2;	5.066666666666667;	191.26666666666668;	12.6
1377988408;	2;	5851.998366;	78.02664488;	1.3333333333333335;	8388608.0;	872412.8;	4.6;	24.000000000000004;	0.0;	0.0
1377988708;	2;	5851.998366;	228.22793627399997;	3.9;	8388608.0;	850044.5333333333;	140.46666666666667;	38.53333333333333;	191.26666666666668;	12.933333333333334
1377989008;	2;	5851.998366;	187.263947712;	3.2;	8388608.0;	1275066.1333333333;	0.06666666666666667;	16.8;	191.26666666666668;	12.6
1377989309;	2;	5851.998366;	181.411949346;	3.1;	8388608.0;	1073740.0;	46.266666666666666;	41.13333333333333;	191.33333333333334;	13.666666666666666
1377989609;	2;	5851.998366;	175.55995098;	3.0;	8388608.0;	872413.3333333334;	0.5333333333333333;	37.4;	191.33333333333334;	12.666666666666666
1377989909;	2;	5851.998366;	138.497294662;	2.3666666666666667;	8388608.0;	794119.7333333333;	164.73333333333335;	178.4666666666667;	191.26666666666668;	12.6
1377990209;	2;	5851.998366;	152.151957516;	2.6;	8388608.0;	1090516.8;	3501.7333333333336;	36.0;	0.06666666666666667;	0.2
1377990509;	2;	5851.998366;	159.954622004;	2.733333333333333;	8388608.0;	1196772.5333333334;	4853.866666666667;	9.066666666666665;	47.93333333333333;	2.7333333333333334
1377990809;	2;	5851.998366;	208.721275054;	3.566666666666667;	8388608.0;	1051369.8666666667;	3497.333333333333;	7.866666666666668;	64.4;	3.7333333333333334
1377991109;	2;	5851.998366;	329.662574618;	5.633333333333334;	8388608.0;	1677719.2;	9778.666666666666;	6.133333333333334;	64.26666666666667;	3.8
1377991409;	2;	5851.998366;	413.541217864;	7.066666666666666;	8388608.0;	1442838.4;	9273.6;	17.266666666666662;	13.333333333333334;	0.9333333333333333
1377991709;	2;	5851.998366;	226.27727015199997;	3.8666666666666667;	8388608.0;	1694496.8;	1070.8666666666668;	20.0;	232.53333333333333;	15.266666666666667
1377992009;	2;	5851.998366;	212.622607298;	3.6333333333333333;	8388608.0;	1207956.8;	716.2666666666667;	49.4;	150.13333333333333;	10.133333333333333
