Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	2;	5852.000384;	382.3306917546667;	6.533333333333334;	4152388.2666666666;	847247.2;	0.0;	288.8666666666667;	0.8;	0.4
1375308476;	2;	5852.000384;	308.20535355733335;	5.266666666666667;	4167680.0;	654309.0666666667;	0.0;	18.066666666666666;	0.4666666666666667;	0.13333333333333333
1375308776;	2;	5852.000384;	329.6626882986667;	5.633333333333334;	4167680.0;	469760.5333333333;	0.0;	19.066666666666666;	0.6666666666666666;	0.3333333333333333
1375309076;	2;	5852.000384;	302.3533531733333;	5.166666666666666;	4167680.0;	419429.06666666665;	0.0;	18.46666666666667;	0.4;	0.2
1375309376;	2;	5852.000384;	329.6626882986667;	5.633333333333334;	4167680.0;	436205.6;	0.0;	19.4;	0.6666666666666666;	0.3333333333333333
1375309676;	2;	5852.000384;	306.25468676266667;	5.233333333333333;	4167680.0;	411040.8;	0.0;	19.0;	0.4666666666666667;	0.2
1375309976;	2;	5852.000384;	341.3666890666667;	5.833333333333334;	4167680.0;	503314.93333333335;	0.0;	20.071428571428573;	0.6666666666666666;	0.26666666666666666
1375310276;	2;	5852.000384;	308.20535355733335;	5.266666666666667;	4167680.0;	385873.06666666665;	0.0;	18.866666666666667;	0.4666666666666667;	0.2
1375310576;	2;	5852.000384;	329.6626882986667;	5.633333333333334;	4167680.0;	327153.3333333333;	0.0;	18.53333333333333;	0.7333333333333333;	0.3333333333333333
1375310876;	2;	5852.000384;	302.3533531733333;	5.166666666666666;	4167680.0;	402651.2;	0.0;	18.0;	0.5333333333333333;	0.2
1375311176;	2;	5852.000384;	329.6626882986667;	5.633333333333334;	4167680.0;	276822.93333333335;	0.0;	20.133333333333333;	0.7333333333333333;	0.3333333333333333
1375311476;	2;	5852.000384;	308.20535355733335;	5.266666666666667;	4167680.0;	402651.2;	0.0;	19.266666666666666;	0.4666666666666667;	0.2
