Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	2;	5851.999076;	2643.1529159933334;	45.16666666666667;	4177920.0;	1182792.0;	60.800000000000004;	1174.4666666666667;	23.066666666666666;	28.2
1375308476;	2;	5851.999076;	2506.606270886666;	42.83333333333333;	4177920.0;	1258289.6;	382.0;	876.9333333333334;	4.333333333333333;	13.4
1375308776;	2;	5851.999076;	2563.175595288;	43.8;	4177920.0;	1157627.2;	39.2;	922.0;	4.4;	6.2
1375309076;	2;	5851.999076;	2537.8169326253333;	43.36666666666667;	4177920.0;	1090517.6;	54.93333333333333;	920.5333333333333;	4.6;	7.4
1375309376;	2;	5851.999076;	2586.583591592;	44.2;	4177920.0;	1157626.4;	73.39999999999999;	911.2666666666667;	4.4;	3.7333333333333334
1375309676;	2;	5851.999076;	2526.1129344733336;	43.16666666666667;	4177920.0;	1163218.4;	49.53333333333334;	925.9333333333334;	4.666666666666667;	3.6666666666666665
1375309976;	2;	5851.999076;	2604.13958882;	44.5;	4177920.0;	1185588.2666666666;	94.26666666666667;	914.6666666666666;	4.333333333333333;	3.6666666666666665
1375310276;	2;	5851.999076;	2451.9876128439996;	41.9;	4177920.0;	1179996.0;	40.0;	858.7333333333332;	4.2;	3.6666666666666665
1375310576;	2;	5851.999076;	2574.87959344;	44.0;	4177920.0;	1087720.5333333334;	31.53333333333333;	916.8000000000001;	4.6;	3.8
1375310876;	2;	5851.999076;	2559.2742625706665;	43.73333333333333;	4177920.0;	1009427.4666666667;	138.6;	912.3333333333334;	4.866666666666666;	21.266666666666666
1375311176;	2;	5851.999076;	2539.767598984;	43.4;	4177920.0;	1132461.3333333333;	263.6;	3007.2;	4.133333333333334;	3.3333333333333335
1375311476;	2;	5851.999076;	2467.5929437133336;	42.16666666666667;	4177920.0;	1087721.6;	13.733333333333333;	895.0666666666666;	4.466666666666667;	3.6
1375311776;	2;	5851.999076;	2621.6955860479998;	44.8;	4177920.0;	1476392.5333333334;	1254.8000000000002;	1922.0666666666668;	5.933333333333334;	30.333333333333332
1375312076;	2;	5851.999076;	2514.4089363213334;	42.96666666666667;	4177920.0;	1672127.2;	328.3333333333333;	911.2;	5.333333333333333;	4.066666666666666
1375312376;	2;	5851.999076;	2541.718265342666;	43.43333333333333;	4177920.0;	1322602.1333333333;	164.53333333333333;	901.7333333333333;	4.133333333333334;	5.066666666666666
1375312676;	2;	5851.999076;	2578.7809261573334;	44.06666666666667;	4177920.0;	1166014.6666666667;	101.2;	897.0;	4.266666666666667;	5.066666666666666
1375312976;	2;	5851.999076;	2496.8529390933336;	42.66666666666667;	4177920.0;	1087721.0666666667;	42.0;	867.8666666666667;	3.8666666666666667;	3.3333333333333335
1375313276;	2;	5851.999076;	2469.5436100720003;	42.2;	4177920.0;	942317.8666666667;	81.73333333333333;	881.2666666666667;	4.133333333333334;	3.2666666666666666
1375313576;	2;	5851.999076;	2516.35960268;	43.0;	4177920.0;	1152033.6;	20.0;	891.4;	4.066666666666666;	3.4
1375313876;	2;	5851.999076;	2664.6102459386666;	45.53333333333333;	4177920.0;	1126867.7333333334;	2860.733333333333;	824.7333333333333;	4.733333333333333;	28.866666666666667
1375314176;	2;	5851.999076;	4162.722009394666;	71.13333333333333;	4177920.0;	2099946.1333333333;	2795.5333333333333;	713.4000000000001;	6.933333333333334;	138.33333333333334
1375314476;	2;	5851.999076;	2855.775549088;	48.8;	4177920.0;	1926581.0666666667;	2740.4666666666667;	809.9333333333334;	4.333333333333333;	26.266666666666666
1375314776;	2;	5851.999076;	2551.471597136;	43.6;	4177920.0;	1437246.4;	2536.133333333333;	850.0;	3.8666666666666667;	3.3333333333333335
1375315076;	2;	5851.999076;	2539.767598984;	43.4;	4177920.0;	1437245.8666666667;	5154.533333333334;	822.8;	3.933333333333333;	3.4
1375315376;	2;	5851.999076;	2582.682258874667;	44.13333333333333;	4177920.0;	1440042.6666666667;	3571.0666666666666;	863.4666666666666;	3.933333333333333;	3.6
1375315676;	2;	5851.999076;	2606.0902551786667;	44.53333333333333;	4177920.0;	2147481.6;	7705.866666666667;	842.0666666666667;	4.133333333333334;	3.6666666666666665
1375315977;	2;	5851.999076;	2705.5742394706667;	46.23333333333333;	4177920.0;	1588241.0666666667;	6191.666666666667;	884.0666666666667;	4.533333333333333;	13.866666666666667
