Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	8;	20799.99376;	147.33328913333332;	0.7083333333333333;	4.0758604E7;	0.0;	0.06666666666666667;	1.0;	0.0;	1.0
1375308476;	8;	20799.99376;	147.33328913333332;	0.7083333333333333;	4.0758604E7;	0.0;	0.0;	1.2;	0.0;	1.0
1375308776;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	251656.8;	0.0;	0.8;	0.0;	1.0
1375309076;	8;	20799.99376;	143.86662350666668;	0.6916666666666668;	4.0758604E7;	167771.2;	0.0;	0.8666666666666667;	0.0;	1.0
1375309376;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	111847.46666666666;	0.0;	0.7333333333333333;	0.0;	1.0
1375309676;	8;	20799.99376;	147.33328913333332;	0.7083333333333333;	4.0758604E7;	83885.6;	0.0;	1.0;	0.0;	1.0
1375309976;	8;	20799.99376;	152.53328757333333;	0.7333333333333333;	4.0758604E7;	0.0;	0.06666666666666667;	3.0;	0.06666666666666667;	1.6666666666666667
1375310276;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1375310576;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	167771.2;	0.06666666666666667;	7.733333333333333;	0.2;	1.1333333333333333
1375310876;	8;	20799.99376;	147.33328913333332;	0.7083333333333333;	4.0758604E7;	0.0;	0.0;	1.0;	0.0;	1.0
1375311176;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	0.0;	0.0;	1.0;	0.0;	1.0
1375311476;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	0.0;	0.0;	1.0666666666666667;	0.0;	1.0
1375311776;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1375312076;	8;	20799.99376;	152.53328757333333;	0.7333333333333333;	4.0758604E7;	0.0;	0.0;	0.9333333333333333;	0.0;	1.0
1375312376;	8;	20799.99376;	145.59995632;	0.7;	4.0758604E7;	0.0;	0.0;	1.1333333333333333;	0.0;	1.0
1375312676;	8;	20799.99376;	147.33328913333332;	0.7083333333333333;	4.0758604E7;	0.0;	0.0;	11.2;	0.0;	1.0
1375312976;	8;	20799.99376;	147.33328913333332;	0.7083333333333333;	4.0758604E7;	83885.6;	0.0;	0.9333333333333333;	0.0;	1.0
1375313276;	8;	20799.99376;	143.86662350666668;	0.6916666666666668;	4.0758604E7;	0.0;	0.0;	1.3333333333333333;	0.0;	1.0
1375313576;	8;	20799.99376;	157.73328601333336;	0.7583333333333333;	4.0758604E7;	0.0;	0.0;	2.4;	0.0;	1.5333333333333334
1375313876;	8;	20799.99376;	150.79995476;	0.725;	4.0758604E7;	139809.33333333334;	0.0;	0.9333333333333333;	0.0;	1.0
1375314176;	8;	20799.99376;	145.59995632;	0.7;	4.0758604E7;	83885.6;	0.0;	1.2666666666666666;	0.0;	1.0
1375314476;	8;	20799.99376;	152.53328757333333;	0.7333333333333333;	4.0758604E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1375314776;	8;	20799.99376;	147.33328913333332;	0.7083333333333333;	4.0758604E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1375315076;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	167771.2;	0.0;	0.8;	0.0;	1.0
1375315376;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	167772.0;	0.0;	1.0;	0.0;	1.0
1375315676;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	0.0;	0.0;	1.0666666666666667;	0.0;	1.0
1375315976;	8;	20799.99376;	149.0666219466667;	0.7166666666666667;	4.0758604E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1375316277;	8;	20799.99376;	150.79995476;	0.725;	4.0758604E7;	0.0;	0.0;	7.6;	0.2;	1.1333333333333333
1375316577;	8;	20799.99376;	154.26662038666666;	0.7416666666666667;	4.0758604E7;	0.0;	0.0;	1.0666666666666667;	0.0;	1.0
1375316877;	8;	20799.99376;	145.59995632;	0.7;	4.0758604E7;	111847.46666666666;	0.0;	1.1333333333333333;	0.0;	1.0
