Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	2;	5851.99912;	204.8199692;	3.5;	8353792.0;	1521131.2;	0.0;	44.53333333333333;	6.8;	23.266666666666666
1375308476;	2;	5851.99912;	152.15197712;	2.6;	8353792.0;	1431653.6;	0.0;	37.46666666666666;	5.333333333333333;	17.333333333333332
1375308776;	2;	5851.99912;	161.90530898666668;	2.766666666666667;	8353792.0;	1303028.0;	0.0;	39.4;	6.6;	22.4
1375309076;	2;	5851.99912;	154.10264349333335;	2.6333333333333333;	8353792.0;	1174403.4666666666;	0.0;	37.73333333333333;	5.4;	17.066666666666666
1375309376;	2;	5851.99912;	163.85597536;	2.8;	8353792.0;	1101701.6;	0.0;	38.666666666666664;	6.666666666666667;	23.266666666666666
1375309676;	2;	5851.99912;	158.00397624000004;	2.7;	8353792.0;	1062555.4666666666;	0.0;	38.800000000000004;	5.333333333333333;	17.533333333333335
1375309976;	2;	5851.99912;	158.00397624000004;	2.7;	8353792.0;	1191180.5333333334;	0.0;	39.86666666666666;	6.666666666666667;	23.333333333333332
1375310276;	2;	5851.99912;	152.15197712;	2.6;	8353792.0;	1168810.4;	0.0;	38.4;	5.333333333333333;	17.133333333333333
1375310576;	2;	5851.99912;	156.0533098666667;	2.666666666666667;	8353792.0;	1157625.8666666667;	0.0;	37.86666666666667;	6.533333333333333;	23.133333333333333
1375310876;	2;	5851.99912;	161.90530898666668;	2.766666666666667;	8353792.0;	1191180.0;	0.0;	40.333333333333336;	5.466666666666667;	17.266666666666666
1375311176;	2;	5851.99912;	156.0533098666667;	2.666666666666667;	8353792.0;	1185587.2;	0.0;	42.733333333333334;	6.6;	23.2
1375311476;	2;	5851.99912;	175.5599736;	3.0;	8353792.0;	1280657.6;	0.0;	40.8;	5.8;	17.6
1375311776;	2;	5851.99912;	169.70797448000002;	2.9;	8353792.0;	1079332.0;	0.0;	47.13333333333333;	6.733333333333333;	23.266666666666666
1375312076;	2;	5851.99912;	150.2013107466667;	2.566666666666667;	8353792.0;	1118479.2;	0.0;	39.599999999999994;	5.333333333333333;	17.466666666666665
1375312376;	2;	5851.99912;	158.00397624000004;	2.7;	8353792.0;	1286250.6666666667;	0.0;	39.266666666666666;	6.666666666666667;	23.333333333333332
1375312676;	2;	5851.99912;	193.11597096000003;	3.3;	8353792.0;	1649756.8;	0.0;	43.599999999999994;	5.4;	17.4
1375312976;	2;	5851.99912;	156.0533098666667;	2.666666666666667;	8353792.0;	1325397.6;	0.0;	40.06666666666666;	6.4;	23.466666666666665
1375313276;	2;	5851.99912;	152.15197712;	2.6;	8353792.0;	1090516.8;	0.0;	40.666666666666664;	5.333333333333333;	17.733333333333334
1375313576;	2;	5851.99912;	152.15197712;	2.6;	8353792.0;	1269473.8666666667;	0.0;	41.86666666666667;	6.6;	23.066666666666666
1375313876;	2;	5851.99912;	148.25064437333333;	2.533333333333333;	8353792.0;	1056962.4;	0.0;	38.733333333333334;	5.333333333333333;	17.2
1375314176;	2;	5851.99912;	163.85597536;	2.8;	8353792.0;	1213549.8666666667;	0.0;	44.199999999999996;	6.533333333333333;	23.2
