Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	4;	10399.995864;	211.466582568;	2.033333333333333;	2.0893696E7;	908764.2666666667;	131.86666666666667;	357.9333333333333;	0.2;	4.933333333333334
1375308476;	4;	10399.995864;	155.99993796;	1.5;	2.0893696E7;	1034592.5333333333;	103.8;	151.66666666666666;	0.0;	0.26666666666666666
1375308776;	4;	10399.995864;	145.599942096;	1.4;	2.0893696E7;	517295.73333333334;	126.33333333333334;	145.26666666666668;	0.0;	0.2
1375309076;	4;	10399.995864;	197.599921416;	1.9;	2.0893696E7;	1020613.0666666667;	279.0;	328.8666666666667;	0.06666666666666667;	0.6
1375309376;	4;	10399.995864;	147.33327474;	1.4166666666666665;	2.0893696E7;	629144.0;	104.00000000000001;	286.3333333333333;	0.0;	0.2
1375309676;	4;	10399.995864;	147.33327474;	1.4166666666666665;	2.0893696E7;	335541.6;	118.8;	141.4;	0.0;	0.13333333333333333
1375309976;	4;	10399.995864;	154.266605316;	1.4833333333333334;	2.0893696E7;	531276.5333333333;	109.0;	135.06666666666666;	0.06666666666666667;	0.26666666666666666
1375310276;	4;	10399.995864;	142.133276808;	1.3666666666666665;	2.0893696E7;	601181.8666666667;	105.93333333333334;	133.33333333333334;	0.0;	0.13333333333333333
1375310576;	4;	10399.995864;	147.33327474;	1.4166666666666665;	2.0893696E7;	573219.7333333333;	119.66666666666667;	139.4;	0.0;	0.2
1375310876;	4;	10399.995864;	149.066607384;	1.4333333333333333;	2.0893696E7;	461371.2;	109.13333333333334;	135.93333333333334;	0.06666666666666667;	0.2
1375311176;	4;	10399.995864;	145.599942096;	1.4;	2.0893696E7;	377484.8;	102.46666666666667;	132.20000000000002;	0.0;	0.2
1375311476;	4;	10399.995864;	147.33327474;	1.4166666666666665;	2.0893696E7;	768954.1333333333;	119.53333333333333;	139.4;	0.0;	0.2
1375311776;	4;	10399.995864;	194.133256128;	1.8666666666666665;	2.0893696E7;	1034594.1333333333;	134.8;	150.5333333333333;	0.13333333333333333;	5.2
1375312076;	4;	10399.995864;	152.533272672;	1.4666666666666666;	2.0893696E7;	1020612.8;	103.53333333333335;	154.0;	0.0;	0.26666666666666666
1375312376;	4;	10399.995864;	147.33327474;	1.4166666666666665;	2.0893696E7;	531276.5333333333;	124.86666666666666;	144.13333333333333;	0.0;	0.4
1375312676;	4;	10399.995864;	152.533272672;	1.4666666666666666;	2.0893696E7;	587200.8;	109.33333333333334;	135.66666666666666;	0.06666666666666667;	0.26666666666666666
1375312976;	4;	10399.995864;	150.799940028;	1.45;	2.0893696E7;	335541.6;	102.93333333333335;	133.86666666666667;	0.0;	0.13333333333333333
1375313276;	4;	10399.995864;	147.33327474;	1.4166666666666665;	2.0893696E7;	433409.06666666665;	123.4;	139.93333333333334;	0.0;	0.2
1375313576;	4;	10399.995864;	155.99993796;	1.5;	2.0893696E7;	531276.5333333333;	109.53333333333333;	135.0;	0.06666666666666667;	0.2
1375313876;	4;	10399.995864;	149.066607384;	1.4333333333333333;	2.0893696E7;	573219.7333333333;	105.66666666666667;	133.4;	0.0;	0.2
1375314176;	4;	10399.995864;	147.33327474;	1.4166666666666665;	2.0893696E7;	852840.5333333333;	122.93333333333334;	139.0;	0.0;	0.13333333333333333
1375314476;	4;	10399.995864;	149.066607384;	1.4333333333333333;	2.0893696E7;	768954.4;	110.2;	134.86666666666665;	0.06666666666666667;	0.26666666666666666
1375314776;	4;	10399.995864;	145.599942096;	1.4;	2.0893696E7;	657106.1333333333;	102.4;	133.66666666666669;	0.0;	0.2
1375315076;	4;	10399.995864;	145.599942096;	1.4;	2.0893696E7;	671086.4;	122.4;	139.4;	0.0;	0.2
1375315376;	4;	10399.995864;	908.2663054560002;	8.733333333333334;	2.0893696E7;	1663738.6666666667;	12944.533333333333;	6175.866666666667;	51.6;	229.06666666666666
1375315676;	4;	10399.995864;	3119.9987592;	30.0;	2.0893696E7;	6095719.733333333;	5285.799999999999;	2220.1333333333337;	0.0;	2.6
1375315977;	4;	10399.995864;	3104.398765404;	29.85;	2.0893696E7;	2181036.0;	441.7333333333333;	541.1333333333333;	0.0;	0.2
1375316277;	4;	10399.995864;	2991.732143544;	28.766666666666666;	2.0893696E7;	1775588.0;	5210.599999999999;	1868.2666666666667;	0.3333333333333333;	151.8
1375316577;	4;	10399.995864;	1960.3992203640003;	18.85;	2.0893696E7;	5718231.733333333;	25265.266666666666;	18327.8;	0.0;	0.26666666666666666
1375316877;	4;	10399.995864;	2698.7989267079997;	25.95;	2.0893696E7;	3145725.6;	17493.333333333332;	16582.933333333338;	7.4;	3015.0666666666666
1375317177;	4;	10399.995864;	929.066297184;	8.933333333333334;	2.0893696E7;	3690986.1333333333;	30972.86666666667;	434.26666666666665;	0.13333333333333333;	14.133333333333333
1375317477;	4;	10399.995864;	712.399716684;	6.85;	2.0893696E7;	2810182.4;	32188.466666666667;	108.6;	0.0;	0.26666666666666666
1375317777;	4;	10399.995864;	1433.466096588;	13.783333333333333;	2.0893696E7;	3439328.533333333;	26222.600000000002;	14467.466666666665;	52.2;	1665.2666666666667
1375318077;	4;	10399.995864;	2412.799040448;	23.2;	2.0893696E7;	5592403.733333333;	28253.0;	11722.266666666666;	2.7333333333333334;	48.0
1375318377;	4;	10399.995864;	2038.3991893440002;	19.6;	2.0893696E7;	4431979.733333333;	18327.8;	15311.933333333334;	0.0;	0.6666666666666666
1375318677;	4;	10399.995864;	672.533065872;	6.466666666666666;	2.0893696E7;	1775586.9333333333;	2814.6666666666665;	652.4;	0.26666666666666666;	109.0
1375318977;	4;	10399.995864;	183.73326026400002;	1.7666666666666666;	2.0893696E7;	1146441.8666666667;	132.73333333333335;	220.33333333333337;	0.06666666666666667;	7.133333333333334
1375319277;	4;	10399.995864;	145.599942096;	1.4;	2.0893696E7;	894782.9333333333;	104.46666666666667;	158.39999999999998;	0.0;	0.8
1375319577;	4;	10399.995864;	143.86660945200003;	1.3833333333333335;	2.0893696E7;	559238.6666666666;	130.66666666666669;	147.40000000000003;	0.0;	0.13333333333333333
1375319877;	4;	10399.995864;	149.066607384;	1.4333333333333333;	2.0893696E7;	475352.26666666666;	109.0;	136.0;	0.06666666666666667;	0.26666666666666666
1375320177;	4;	10399.995864;	142.133276808;	1.3666666666666665;	2.0893696E7;	363503.73333333334;	102.93333333333334;	133.06666666666666;	0.0;	0.13333333333333333
