Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	106254.13333333333;	0.0;	8.8;	0.06666666666666667;	0.06666666666666667
1375308476;	1;	2599.998982;	19.066659201333334;	0.7333333333333333;	4110336.0;	81088.0;	0.0;	9.066666666666666;	0.0;	0.0
1375308776;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	159382.4;	0.0;	9.4;	0.0;	0.0
1375309076;	1;	2599.998982;	24.26665716533333;	0.9333333333333332;	4110336.0;	106253.33333333333;	0.06666666666666667;	15.133333333333333;	0.4;	0.4
1375309376;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	176158.4;	0.0;	9.266666666666666;	0.0;	0.06666666666666667
1375309676;	1;	2599.998982;	20.799991856000002;	0.8;	4110336.0;	145401.86666666667;	0.0;	9.933333333333334;	0.06666666666666667;	0.13333333333333333
1375309976;	1;	2599.998982;	25.99998982;	1.0;	4110336.0;	164974.13333333333;	0.0;	9.266666666666666;	0.06666666666666667;	0.06666666666666667
1375310276;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	148198.13333333333;	0.0;	9.2;	0.0;	0.0
1375310576;	1;	2599.998982;	20.799991856000002;	0.8;	4110336.0;	111846.4;	0.0;	9.4;	0.0;	0.06666666666666667
1375310876;	1;	2599.998982;	24.26665716533333;	0.9333333333333332;	4110336.0;	150993.06666666668;	0.0;	9.266666666666666;	0.0;	0.0
1375311176;	1;	2599.998982;	195.86658997733335;	7.533333333333334;	4110336.0;	260045.33333333334;	161.53333333333333;	24.666666666666668;	0.06666666666666667;	0.6666666666666666
1375311476;	1;	2599.998982;	27.733322474666664;	1.0666666666666667;	4110336.0;	452983.2;	0.0;	9.466666666666667;	0.0;	0.0
1375311776;	1;	2599.998982;	24.26665716533333;	0.9333333333333332;	4110336.0;	254452.0;	31.8;	11.733333333333334;	0.0;	0.0
1375312076;	1;	2599.998982;	19.066659201333334;	0.7333333333333333;	4110336.0;	192936.26666666666;	0.0;	9.0;	0.0;	0.0
1375312376;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	111846.66666666667;	0.0;	8.733333333333334;	0.06666666666666667;	0.06666666666666667
1375312676;	1;	2599.998982;	24.26665716533333;	0.9333333333333332;	4110336.0;	114642.93333333333;	0.0;	9.533333333333333;	0.0;	0.0
1375312976;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	109050.4;	0.0;	8.933333333333334;	0.0;	0.06666666666666667
1375313276;	1;	2599.998982;	20.799991856000002;	0.8;	4110336.0;	106254.13333333333;	0.0;	8.866666666666667;	0.0;	0.0
1375313576;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	109050.4;	0.0;	9.2;	0.0;	0.06666666666666667
1375313876;	1;	2599.998982;	20.799991856000002;	0.8;	4110336.0;	167772.0;	0.0;	9.133333333333333;	0.0;	0.0
1375314176;	1;	2599.998982;	72.799971496;	2.8;	4110336.0;	313173.06666666665;	161.0;	29.8;	0.0;	0.4
1375314476;	1;	2599.998982;	25.99998982;	1.0;	4110336.0;	989853.6;	0.0;	9.4;	0.0;	0.06666666666666667
1375314776;	1;	2599.998982;	29.466655129333336;	1.1333333333333333;	4110336.0;	360708.8;	34.07142857142857;	16.53846153846154;	0.06666666666666667;	0.6666666666666666
1375315076;	1;	2599.998982;	27.733322474666664;	1.0666666666666667;	4110336.0;	251656.0;	0.0;	9.066666666666666;	0.0;	0.0
1375315376;	1;	2599.998982;	24.26665716533333;	0.9333333333333332;	4110336.0;	148198.13333333333;	0.0;	9.333333333333332;	0.06666666666666667;	0.06666666666666667
1375315676;	1;	2599.998982;	20.799991856000002;	0.8;	4110336.0;	125828.0;	0.0;	8.8;	0.0;	0.0
1375315976;	1;	2599.998982;	24.26665716533333;	0.9333333333333332;	4110336.0;	195732.26666666666;	0.06666666666666667;	14.733333333333333;	0.4666666666666667;	0.4666666666666667
1375316277;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	167769.6;	0.0;	9.8;	0.06666666666666667;	0.13333333333333333
1375316577;	1;	2599.998982;	20.799991856000002;	0.8;	4110336.0;	125828.0;	0.0;	9.066666666666666;	0.0;	0.06666666666666667
1375316877;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	114642.93333333333;	0.0;	9.4;	0.0;	0.0
1375317177;	1;	2599.998982;	24.26665716533333;	0.9333333333333332;	4110336.0;	178955.2;	0.06666666666666667;	10.133333333333333;	0.0;	0.0
1375317477;	1;	2599.998982;	22.533324510666667;	0.8666666666666667;	4110336.0;	159381.6;	0.0;	9.0;	0.0;	0.0
1375317777;	1;	2599.998982;	24.26665716533333;	0.9333333333333332;	4110336.0;	159381.6;	0.0;	9.266666666666666;	0.0;	0.06666666666666667
