Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	1;	2925.999428;	280.895945088;	9.6;	4177920.0;	469760.5333333333;	86.33333333333333;	390.6666666666667;	67.26666666666667;	154.6
1375308476;	1;	2925.999428;	46.815990848;	1.6;	4177920.0;	539665.3333333334;	0.4;	237.8;	1.1333333333333333;	1.3333333333333333
1375308776;	1;	2925.999428;	58.51998856;	2.0;	4177920.0;	503314.4;	0.0;	77.80000000000001;	9.4;	18.866666666666667
1375309076;	1;	2925.999428;	21.457329138666665;	0.7333333333333333;	4177920.0;	402650.4;	0.4;	96.19999999999999;	5.0;	8.933333333333334
1375309376;	1;	2925.999428;	1170.3997712;	40.0;	4177920.0;	752176.8;	25.333333333333332;	2348.7333333333336;	179.46666666666667;	273.93333333333334
1375309676;	1;	2925.999428;	21.457329138666665;	0.7333333333333333;	4177920.0;	858431.4666666667;	0.0;	41.93333333333333;	0.6666666666666666;	0.7333333333333333
1375309976;	1;	2925.999428;	54.61865598933333;	1.8666666666666665;	4177920.0;	475352.8;	0.0;	75.39999999999999;	9.4;	18.866666666666667
1375310276;	1;	2925.999428;	27.309327994666663;	0.9333333333333332;	4177920.0;	425020.8;	0.26666666666666666;	299.2666666666667;	0.6666666666666666;	0.7333333333333333
1375310576;	1;	2925.999428;	58.51998856;	2.0;	4177920.0;	570424.0;	0.0;	77.66666666666666;	9.4;	18.866666666666667
1375310876;	1;	2925.999428;	21.457329138666665;	0.7333333333333333;	4177920.0;	405448.5333333333;	0.0;	39.6;	0.6666666666666666;	0.7333333333333333
1375311176;	1;	2925.999428;	52.667989704;	1.8;	4177920.0;	455779.4666666667;	2.2;	114.26666666666667;	9.4;	18.866666666666667
1375311476;	1;	2925.999428;	23.407995424;	0.8;	4177920.0;	508907.2;	0.0;	352.26666666666665;	0.6666666666666666;	0.7333333333333333
1375311776;	1;	2925.999428;	54.61865598933333;	1.8666666666666665;	4177920.0;	402651.2;	0.13333333333333333;	75.53333333333333;	9.4;	18.866666666666667
1375312076;	1;	2925.999428;	21.457329138666665;	0.7333333333333333;	4177920.0;	399855.2;	0.0;	42.333333333333336;	0.6666666666666666;	0.7333333333333333
1375312376;	1;	2925.999428;	50.71732341866667;	1.7333333333333334;	4177920.0;	419428.8;	0.13333333333333333;	78.06666666666666;	9.4;	18.866666666666667
