Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	4;	11703.998328;	2325.194334496;	19.866666666666667;	1.6498688E7;	3970604.533333333;	0.0;	1.8;	0.0;	0.0
1375308476;	4;	11703.998328;	2313.490336168;	19.766666666666666;	1.6498688E7;	4283780.533333333;	0.0;	2.1333333333333333;	0.0;	0.0
1375308776;	4;	11703.998328;	2327.1450008839997;	19.883333333333333;	1.6498688E7;	4719989.6;	0.0;	2.6666666666666665;	0.0;	0.06666666666666667
1375309076;	4;	11703.998328;	2334.947666436;	19.95;	1.6498688E7;	4910131.2;	0.0;	2.3333333333333335;	0.0;	0.0
1375309376;	4;	11703.998328;	2411.0236555680003;	20.6;	1.65036032E7;	4283781.066666666;	161.0;	23.2;	0.0;	0.5333333333333333
1375309676;	4;	11703.998328;	2307.6383370040003;	19.71666666666667;	1.6510976E7;	4250225.333333333;	0.0;	4.666666666666667;	0.0;	0.0
1375309976;	4;	11703.998328;	2342.7503319879997;	20.016666666666666;	1.6510976E7;	4518661.066666666;	31.133333333333333;	11.466666666666667;	0.3333333333333333;	0.3333333333333333
1375310276;	4;	11703.998328;	2342.7503319879997;	20.016666666666666;	1.6510976E7;	3802833.3333333335;	0.0;	4.2;	0.06666666666666667;	0.5333333333333333
1375310576;	4;	11703.998328;	2340.7996656;	20.0;	1.6510976E7;	4406814.133333334;	0.0;	2.1333333333333333;	0.0;	0.0
1375310876;	4;	11703.998328;	2305.687670616;	19.7;	1.6510976E7;	4429184.266666667;	0.0;	1.6;	0.0;	0.0
1375311176;	4;	11703.998328;	2329.095667272;	19.9;	1.6510976E7;	4328520.266666667;	0.0;	2.3333333333333335;	0.0;	0.0
1375311476;	4;	11703.998328;	2317.391668944;	19.8;	1.6510976E7;	3970606.1333333333;	0.0;	1.6666666666666667;	0.0;	0.0
1375311776;	4;	11703.998328;	2346.651664764;	20.05;	1.6510976E7;	3690984.0;	0.0;	1.6;	0.0;	0.0
1375312076;	4;	11703.998328;	2338.848999212;	19.983333333333334;	1.6510976E7;	4093638.6666666665;	0.0;	1.8666666666666667;	0.0;	0.0
1375312376;	4;	11703.998328;	2346.651664764;	20.05;	1.6510976E7;	4093638.933333333;	0.0;	1.8666666666666667;	0.0;	0.0
1375312676;	4;	11703.998328;	2317.391668944;	19.8;	1.6510976E7;	4183117.8666666667;	0.0;	1.6666666666666667;	0.0;	0.0
