Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	32;	86399.9376;	4139.997010000001;	4.791666666666667;	1.1042816E7;	0.0;	0.0;	10.266666666666667;	4.2;	0.06666666666666667
1375308476;	32;	86399.9376;	4424.396804600001;	5.120833333333334;	1.1042816E7;	0.0;	0.0;	9.6;	4.2;	0.0
1375308776;	32;	86399.952352;	8720.995190529999;	10.09375;	1.1042816E7;	0.0;	0.0;	8.428571428571429;	3.7142857142857144;	0.0
1375309076;	32;	86399.9376;	6228.687809192309;	7.209134615384616;	1.1042816E7;	0.0;	0.0;	9.916666666666666;	4.5;	0.0
1375309376;	32;	86399.9376;	6125.3955761;	7.089583333333334;	1.1042816E7;	0.0;	0.0;	9.6;	4.333333333333333;	0.0
1375309676;	32;	86399.9376;	5925.5957204;	6.858333333333333;	1.1042816E7;	0.0;	0.0;	9.6;	4.333333333333333;	0.0
1375309976;	32;	86399.9376;	5997.5956684;	6.941666666666666;	1.1042816E7;	0.0;	0.0;	14.571428571428571;	4.2;	0.06666666666666667
1375310276;	32;	86399.9376;	6105.595590399999;	7.066666666666666;	1.1042816E7;	0.0;	0.0;	9.4;	4.133333333333334;	0.0
1375310576;	32;	86399.9376;	5880.595752900001;	6.80625;	1.1042816E7;	0.0;	0.0;	9.714285714285714;	4.2;	0.0
1375310876;	32;	86399.9376;	5882.3957516;	6.808333333333334;	1.1042816E7;	0.0;	0.0;	9.666666666666666;	4.2;	0.0
1375311176;	32;	86399.9376;	6091.1956008;	7.05;	1.1042816E7;	0.0;	0.0;	9.8;	4.2;	0.0
1375311476;	32;	86399.9376;	5878.7957542;	6.804166666666666;	1.1042816E7;	0.0;	0.0;	9.533333333333333;	4.2;	0.0
1375311776;	32;	86399.9376;	5880.595752900001;	6.80625;	1.1042816E7;	0.0;	0.0;	10.266666666666667;	4.266666666666667;	0.0
1375312076;	32;	86399.9376;	6085.795604700001;	7.04375;	1.1042816E7;	0.0;	0.0;	9.466666666666667;	4.333333333333333;	0.0
1375312376;	32;	86399.9376;	5903.995736000001;	6.833333333333334;	1.1042816E7;	0.0;	0.0;	9.466666666666667;	4.2;	0.0
1375312676;	32;	86399.9376;	5813.995801;	6.729166666666666;	1.1042816E7;	0.0;	0.0;	9.666666666666666;	4.266666666666667;	0.0
1375312976;	32;	86399.9376;	5914.795728200002;	6.845833333333334;	1.1042816E7;	0.0;	0.0;	9.4;	4.333333333333333;	0.0
1375313276;	32;	86399.9376;	5839.1957828;	6.758333333333334;	1.1042816E7;	0.0;	0.0;	9.4;	4.266666666666667;	0.0
1375313576;	32;	86399.9376;	5799.5958114000005;	6.7125;	1.1042816E7;	0.0;	0.0;	14.866666666666667;	4.333333333333333;	0.0
1375313876;	32;	86399.9376;	6073.1956138;	7.029166666666666;	1.1042816E7;	0.0;	0.0;	9.6;	4.2;	0.0
1375314176;	32;	86399.9376;	5900.3957386;	6.829166666666667;	1.1042816E7;	0.0;	0.0;	9.533333333333333;	4.2;	0.0
1375314476;	32;	86399.9376;	6042.5956359;	6.99375;	1.1042816E7;	805305.6;	0.0;	9.666666666666666;	4.133333333333334;	0.0
1375314776;	32;	86399.9376;	6110.9955865;	7.072916666666666;	1.1042816E7;	0.0;	0.0;	9.666666666666666;	4.333333333333333;	0.0
1375315076;	32;	86399.9376;	5959.795695700001;	6.897916666666666;	1.1042816E7;	0.0;	0.0;	9.466666666666667;	4.266666666666667;	0.0
1375315376;	32;	86399.9376;	5884.195750299999;	6.810416666666666;	1.1042816E7;	0.0;	0.0;	10.333333333333334;	4.333333333333333;	0.0
1375315676;	32;	86399.9376;	6206.395517600001;	7.183333333333334;	1.1042816E7;	0.0;	0.0;	9.533333333333333;	4.2;	0.0
1375315976;	32;	86399.9376;	5896.7957412;	6.825;	1.1042816E7;	0.0;	0.0;	9.6;	4.266666666666667;	0.0
1375316277;	32;	86399.9376;	5898.595739900001;	6.827083333333333;	1.1042816E7;	0.0;	0.0;	9.6;	4.266666666666667;	0.0
1375316577;	32;	86399.9376;	6067.795617700001;	7.022916666666666;	1.1042816E7;	0.0;	0.0;	9.733333333333333;	4.266666666666667;	0.0
1375316877;	32;	86399.9376;	5860.795767200001;	6.783333333333334;	1.1042816E7;	0.0;	0.0;	9.533333333333333;	4.133333333333334;	0.0
