Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	8;	20799.991856;	97.06662866133333;	0.4666666666666666;	2.097152E7;	13980.8;	0.0;	2.3333333333333335;	0.0;	1.5333333333333334
1375308476;	8;	20799.991856;	95.33329600666667;	0.45833333333333337;	2.097152E7;	0.0;	0.0;	1.0;	0.0;	1.0
1375308776;	8;	20799.991856;	93.59996335200002;	0.45;	2.097152E7;	0.0;	0.0;	1.0;	0.0;	1.0
1375309076;	8;	20799.991856;	90.13329804266667;	0.43333333333333335;	2.097152E7;	69904.0;	0.0;	0.9333333333333333;	0.0;	1.0
1375309376;	8;	20799.991856;	88.399965388;	0.425;	2.097152E7;	83884.8;	0.0;	1.0666666666666667;	0.0;	1.0
1375309676;	8;	20799.991856;	93.59996335200002;	0.45;	2.097152E7;	139808.0;	0.0;	1.0;	0.0;	1.0
1375309976;	8;	20799.991856;	95.33329600666667;	0.45833333333333337;	2.097152E7;	13980.8;	0.0;	1.4;	0.0;	1.0
1375310276;	8;	20799.991856;	88.399965388;	0.425;	2.097152E7;	83884.8;	0.0;	1.5333333333333334;	0.0;	1.1333333333333333
1375310576;	8;	20799.991856;	95.33329600666667;	0.45833333333333337;	2.097152E7;	69904.0;	0.0;	7.266666666666667;	0.2;	1.1333333333333333
1375310876;	8;	20799.991856;	93.59996335200002;	0.45;	2.097152E7;	0.0;	0.0;	1.3333333333333333;	0.0;	1.0
1375311176;	8;	20799.991856;	90.13329804266667;	0.43333333333333335;	2.097152E7;	27961.6;	0.0;	1.0;	0.0;	1.0
1375311476;	8;	20799.991856;	88.399965388;	0.425;	2.097152E7;	111846.4;	0.0;	0.9333333333333333;	0.0;	1.0
1375311776;	8;	20799.991856;	93.59996335200002;	0.45;	2.097152E7;	111846.4;	0.0;	2.2;	0.0;	1.5333333333333334
1375312076;	8;	20799.991856;	91.86663069733333;	0.44166666666666665;	2.097152E7;	83884.8;	0.0;	1.0;	0.0;	1.0
1375312376;	8;	20799.991856;	90.13329804266667;	0.43333333333333335;	2.097152E7;	0.0;	0.0;	1.0;	0.0;	1.0
1375312676;	8;	20799.991856;	91.86663069733333;	0.44166666666666665;	2.097152E7;	111846.93333333333;	0.0;	2.1333333333333333;	0.0;	1.0
