Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	4;	11703.998152;	1946.7650259493332;	16.633333333333333;	1.6777216E7;	2415916.8;	3297.733333333333;	141.86666666666665;	201.46666666666667;	1176.8666666666666
1375308476;	4;	11703.998152;	1357.663785632;	11.6;	1.6777216E7;	1577056.8;	13527.466666666667;	87.86666666666667;	2642.4;	1768.4666666666667
1375308776;	4;	11703.998152;	1461.0491026413333;	12.483333333333333;	1.6777216E7;	1700089.6;	160980.2;	100.0;	180.46666666666667;	1175.4666666666667
1375309076;	4;	11703.998152;	1818.0210462773332;	15.533333333333333;	1.6777216E7;	2617243.2;	13527.222222222223;	121.8;	152.93333333333334;	1696.3333333333333
1375309376;	4;	11703.998152;	1156.7451506893333;	9.883333333333333;	1.6777216E7;	2158666.4;	0.0;	99.06666666666666;	2751.5333333333333;	659.2666666666667
1375309676;	4;	11703.998152;	862.1945305306667;	7.366666666666666;	1.6777216E7;	1532317.6;	0.0;	105.73333333333333;	176.66666666666666;	27.2
1375309976;	4;	11703.998152;	1736.0930592133332;	14.833333333333332;	1.6777216E7;	2102742.4;	0.0;	96.06666666666668;	2586.4666666666667;	402.6
1375310276;	4;	11703.998152;	977.283845692;	8.35;	1.6777216E7;	2326438.4;	70732.5;	105.4;	194.73333333333332;	26.4
1375310576;	4;	11703.998152;	1207.462476014667;	10.316666666666668;	1.6777216E7;	1823122.4;	66355.91666666667;	69.86666666666667;	50.2;	17.266666666666666
1375310876;	4;	11703.998152;	641.7692320013334;	5.483333333333333;	1.6777216E7;	1498763.2;	0.0;	66.73333333333333;	74.93333333333334;	7.2
1375311176;	4;	11703.998152;	271.1426238546666;	2.3166666666666664;	1.6777216E7;	1342176.0;	0.0;	36.13333333333333;	1.0;	0.0
1375311476;	4;	11703.998152;	452.55459521066666;	3.8666666666666667;	1.6777216E7;	1062556.0;	0.0;	59.4;	46.0;	9.066666666666666
1375311776;	4;	11703.998152;	1119.6824898746665;	9.566666666666666;	1.6777216E7;	1185588.8;	0.0;	42.46666666666666;	8.933333333333334;	1.0666666666666667
1375312076;	4;	11703.998152;	618.3612356973334;	5.283333333333334;	1.6777216E7;	984262.4;	0.0;	74.26666666666667;	97.73333333333333;	11.733333333333333
1375312376;	4;	11703.998152;	474.011925156;	4.05;	1.6777216E7;	1655350.4;	0.0;	64.06666666666666;	48.2;	9.866666666666667
1375312676;	4;	11703.998152;	399.8866035266667;	3.416666666666667;	1.6777216E7;	1386915.2;	0.0;	75.8;	45.266666666666666;	14.933333333333334
1375312976;	4;	11703.998152;	620.311902056;	5.3;	1.6777216E7;	1431654.4;	15063.3;	41.0;	80.33333333333333;	1187.6
1375313276;	4;	11703.998152;	868.0465296066666;	7.416666666666666;	1.6777216E7;	1163219.2;	5900.4;	84.33333333333334;	103.86666666666666;	1771.0666666666666
1375313576;	4;	11703.998152;	979.2345120506667;	8.366666666666667;	1.6777216E7;	2035633.6;	18596.133333333335;	57.93333333333333;	62.06666666666667;	1491.5333333333333
1375313876;	4;	11703.998152;	692.4865573266667;	5.916666666666666;	1.6777216E7;	961892.8;	15616.4;	30.066666666666666;	26.466666666666665;	1539.2666666666667
1375314176;	4;	11703.998152;	505.2225868946667;	4.316666666666666;	1.6777216E7;	738196.8;	8918.533333333333;	36.06666666666667;	22.866666666666667;	1603.9333333333334
1375314476;	4;	11703.998152;	429.14659890666667;	3.666666666666667;	1.6777216E7;	727012.0;	4746.666666666666;	30.466666666666665;	51.86666666666667;	1350.0
1375314776;	4;	11703.998152;	801.723873412;	6.85;	1.6777216E7;	727012.0;	56542.0;	91.33333333333333;	139.2;	1830.4
1375315076;	4;	11703.998152;	2440.2836146920004;	20.85;	1.6777216E7;	1286252.0;	92388.73333333334;	72.2;	1018.5333333333333;	1434.5333333333333
1375315376;	4;	11703.998152;	2680.2155768079997;	22.9;	1.6777216E7;	1666535.2;	73510.0;	78.39999999999999;	124.06666666666666;	16.266666666666666
1375315676;	4;	11703.998152;	1316.6997921;	11.25;	1.6777216E7;	1565872.0;	0.0;	65.66666666666667;	13.133333333333333;	11.133333333333333
1375315977;	4;	11703.998152;	903.1585240626665;	7.716666666666666;	1.6777216E7;	1431654.4;	0.0;	108.2;	126.13333333333334;	21.8
1375316277;	4;	11703.998152;	727.5985517826666;	6.216666666666666;	1.6777216E7;	1979709.6;	0.0;	85.13333333333334;	78.93333333333334;	19.8
1375316577;	4;	11703.998152;	481.8145905906667;	4.116666666666667;	1.6777216E7;	1588241.6;	0.0;	55.86666666666667;	35.86666666666667;	6.933333333333334
1375316877;	4;	11703.998152;	332.30994753;	2.8392857142857144;	1.6777216E7;	778941.4285714285;	0.0;	38.857142857142854;	1.0;	0.0
1375317177;	4;	11703.998152;	323.8106155386667;	2.766666666666667;	1.6777216E7;	615164.0;	0.0;	44.733333333333334;	6.333333333333333;	5.133333333333334
1375317477;	4;	11703.998152;	507.1732532533333;	4.333333333333333;	1.6777216E7;	872414.4;	43963.066666666666;	50.666666666666664;	144.13333333333333;	11.866666666666667
1375317777;	4;	11703.998152;	762.7105462386667;	6.516666666666667;	1.6777216E7;	872414.4;	45187.86666666667;	36.400000000000006;	7.133333333333334;	59.4
1375318077;	4;	11703.998152;	1031.9025037346667;	8.816666666666666;	1.6777216E7;	1073740.8;	46379.13333333333;	67.8;	75.13333333333334;	47.333333333333336
1375318377;	4;	11703.998152;	1462.999769;	12.5;	1.6777216E7;	1198371.4285714286;	55403.928571428565;	134.35714285714286;	151.57142857142858;	116.0
1375318677;	4;	11703.998152;	1129.435821668;	9.65;	1.6777216E7;	1644165.6;	192614.0;	80.06666666666668;	105.8;	29.333333333333332
1375318977;	4;	11703.998152;	877.7998613999999;	7.5;	1.6777216E7;	1398100.0;	0.0;	64.66666666666667;	83.13333333333334;	10.066666666666666
1375319277;	4;	11703.998152;	284.7972883653334;	2.4333333333333336;	1.6777216E7;	1140849.6;	0.0;	37.266666666666666;	1.0;	0.0
1375319577;	4;	11703.998152;	312.1066173866667;	2.666666666666667;	1.6777216E7;	436207.2;	0.0;	30.0;	1.0;	0.0
1375319877;	4;	11703.998152;	310.155951028;	2.65;	1.6777216E7;	279620.0;	0.0;	37.333333333333336;	1.0;	0.0
1375320177;	4;	11703.998152;	312.1066173866667;	2.666666666666667;	1.6777216E7;	469761.6;	0.0;	37.2;	1.0;	0.0
1375320477;	4;	11703.998152;	329.66261461466667;	2.816666666666667;	1.6777216E7;	425022.4;	0.0;	37.6;	1.0666666666666667;	0.13333333333333333
1375320777;	4;	11703.998152;	477.9132578733333;	4.083333333333333;	1.6777216E7;	447392.0;	0.0;	32.0;	1.3333333333333333;	0.3333333333333333
1375321077;	4;	11703.998152;	424.26993301000005;	3.625;	1.6777216E7;	479348.5714285714;	0.0;	48.07142857142857;	22.357142857142858;	7.571428571428571
1375321377;	4;	11703.998152;	296.77995314000003;	2.535714285714286;	1.6777216E7;	671088.0;	0.0;	32.92857142857143;	1.0;	0.0
1375321677;	4;	11703.998152;	259.4386257026667;	2.216666666666667;	1.6777216E7;	615164.0;	0.0;	36.06666666666667;	1.0;	0.0
1375321977;	4;	11703.998152;	292.5999538;	2.5;	1.6777216E7;	514500.8;	139.6;	53.86666666666667;	1.0;	0.4
1375322277;	4;	11703.998152;	601.91990496;	5.142857142857143;	1.6777216E7;	1497964.2857142857;	0.0;	68.14285714285714;	139.14285714285714;	14.071428571428571
1375322577;	4;	11703.998152;	1452.54977065;	12.410714285714286;	1.6777216E7;	1569866.5714285714;	49367.57142857143;	63.07142857142857;	87.78571428571429;	74.0
1375322877;	4;	11703.998152;	833.90986833;	7.125;	1.6777216E7;	1222338.857142857;	50323.78571428572;	34.857142857142854;	1.3571428571428572;	19.142857142857142
1375323177;	4;	11703.998152;	827.63986932;	7.071428571428571;	1.6777216E7;	1006632.0;	54331.857142857145;	33.285714285714285;	18.785714285714285;	71.64285714285714
