Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	4;	11703.998152;	433.04793162400006;	3.7;	1.2529664E7;	528480.8;	3.533333333333333;	153.8;	42.86666666666667;	5.266666666666667
1375308476;	4;	11703.998152;	236.0306293986667;	2.0166666666666666;	1.2529664E7;	402651.2;	0.0;	21.866666666666667;	40.6;	3.933333333333333
1375308776;	4;	11703.998152;	249.68529390933335;	2.1333333333333333;	1.2529664E7;	293598.6666666667;	0.0;	23.066666666666666;	40.53333333333333;	4.066666666666666
1375309076;	4;	11703.998152;	528.6305831986666;	4.516666666666667;	1.2529664E7;	620755.2;	0.13333333333333333;	370.0;	74.26666666666667;	51.4
1375309376;	4;	11703.998152;	304.30395195200003;	2.6;	1.2529664E7;	503314.4;	1.6;	33.66666666666667;	44.86666666666667;	5.533333333333333
1375309676;	4;	11703.998152;	275.043956572;	2.35;	1.2529664E7;	327154.13333333336;	0.0;	22.733333333333334;	40.13333333333333;	3.933333333333333
1375309976;	4;	11703.998152;	259.4386257026667;	2.216666666666667;	1.2529664E7;	478148.8;	0.0;	23.2;	40.53333333333333;	4.0
1375310276;	4;	11703.998152;	245.78396119200002;	2.1;	1.2529664E7;	301988.0;	0.0;	22.066666666666666;	40.266666666666666;	3.8666666666666667
1375310576;	4;	11703.998152;	271.1426238546666;	2.3166666666666664;	1.2529664E7;	251657.33333333334;	0.0;	22.400000000000002;	40.333333333333336;	4.2
1375310876;	4;	11703.998152;	237.98129575733333;	2.033333333333333;	1.2529664E7;	327153.6;	0.0;	21.6;	40.333333333333336;	3.933333333333333
1375311176;	4;	11703.998152;	251.635960268;	2.15;	1.2529664E7;	469759.4666666667;	0.0;	23.266666666666666;	40.53333333333333;	3.933333333333333
1375311476;	4;	11703.998152;	319.9092828213333;	2.733333333333333;	1.2529664E7;	360707.73333333334;	0.0;	22.53333333333333;	40.4;	4.0
1375311776;	4;	11703.998152;	427.195932548;	3.65;	1.2529664E7;	226490.4;	0.0;	24.333333333333336;	40.53333333333333;	4.0
1375312076;	4;	11703.998152;	329.66261461466667;	2.816666666666667;	1.2529664E7;	327153.6;	0.0;	22.866666666666667;	40.06666666666667;	3.7333333333333334
1375312376;	4;	11703.998152;	351.11994456;	3.0;	1.2529664E7;	276821.6;	0.0;	25.133333333333336;	40.4;	4.133333333333334
1375312676;	4;	11703.998152;	347.21861184266663;	2.966666666666667;	1.2529664E7;	201324.8;	0.0;	22.666666666666668;	41.06666666666667;	4.333333333333333
1375312976;	4;	11703.998152;	296.5012865173333;	2.533333333333333;	1.2529664E7;	377485.6;	0.0;	22.8;	40.46666666666667;	4.066666666666666
1375313276;	4;	11703.998152;	317.95861646266667;	2.716666666666667;	1.2529664E7;	125828.0;	0.0;	22.266666666666666;	40.4;	3.933333333333333
1375313576;	4;	11703.998152;	306.2546183106667;	2.6166666666666667;	1.2529664E7;	301988.5333333333;	0.0;	22.133333333333333;	40.46666666666667;	3.933333333333333
1375313876;	4;	11703.998152;	261.3892920613333;	2.2333333333333334;	1.2529664E7;	377484.8;	0.0;	22.2;	40.333333333333336;	3.8666666666666667
1375314176;	4;	11703.998152;	249.68529390933335;	2.1333333333333333;	1.2529664E7;	452983.2;	0.0;	23.466666666666665;	40.4;	3.933333333333333
1375314476;	4;	11703.998152;	237.98129575733333;	2.033333333333333;	1.2529664E7;	201324.8;	0.0;	22.466666666666665;	40.4;	4.0
1375314776;	4;	11703.998152;	255.53729298533338;	2.1833333333333336;	1.2529664E7;	285210.93333333335;	0.0;	22.400000000000002;	40.4;	4.0
1375315076;	4;	11703.998152;	232.12929668133333;	1.9833333333333334;	1.2529664E7;	419428.26666666666;	0.0;	21.133333333333333;	40.06666666666667;	3.6666666666666665
1375315376;	4;	11703.998152;	249.68529390933335;	2.1333333333333333;	1.2529664E7;	503314.4;	0.6666666666666666;	23.866666666666667;	40.53333333333333;	4.2
1375315676;	4;	11703.998152;	280.895955648;	2.4;	1.2529664E7;	276821.6;	4.666666666666667;	27.2;	40.46666666666667;	4.266666666666667
1375315977;	4;	11703.998152;	249.68529390933335;	2.1333333333333333;	1.2529664E7;	335541.3333333333;	0.0;	22.866666666666667;	40.333333333333336;	4.066666666666666
1375316277;	4;	11703.998152;	255.53729298533338;	2.1833333333333336;	1.2529664E7;	327152.8;	0.0;	22.133333333333333;	40.266666666666666;	3.933333333333333
1375316577;	4;	11703.998152;	267.2412911373333;	2.283333333333333;	1.2529664E7;	419428.26666666666;	0.0;	23.93333333333333;	40.46666666666667;	4.066666666666666
1375316877;	4;	11703.998152;	245.78396119200002;	2.1;	1.2529664E7;	268433.86666666664;	0.0;	22.466666666666665;	40.333333333333336;	3.8666666666666667
1375317177;	4;	11703.998152;	249.68529390933335;	2.1333333333333333;	1.2529664E7;	369097.6;	0.0;	23.133333333333333;	40.4;	4.066666666666666
1375317477;	4;	11703.998152;	239.931962116;	2.05;	1.2529664E7;	377485.6;	0.0;	21.8;	40.4;	3.933333333333333
1375317777;	4;	11703.998152;	261.3892920613333;	2.2333333333333334;	1.2529664E7;	327153.6;	0.0;	22.46666666666667;	40.13333333333333;	4.0
1375318077;	4;	11703.998152;	241.88262847466663;	2.0666666666666664;	1.2529664E7;	226490.4;	0.0;	21.666666666666668;	40.4;	4.133333333333334
1375318377;	4;	11703.998152;	275.043956572;	2.35;	1.2529664E7;	318765.06666666665;	0.0;	22.666666666666668;	40.46666666666667;	3.8
1375318677;	4;	11703.998152;	245.78396119200002;	2.1;	1.2529664E7;	402651.73333333334;	0.0;	22.266666666666666;	40.4;	3.7333333333333334
1375318977;	4;	11703.998152;	251.635960268;	2.15;	1.2529664E7;	293599.73333333334;	0.0;	24.2;	40.46666666666667;	4.266666666666667
1375319277;	4;	11703.998152;	245.78396119200002;	2.1;	1.2529664E7;	301987.2;	0.0;	22.599999999999998;	40.333333333333336;	3.8
1375319577;	4;	11703.998152;	259.4386257026667;	2.216666666666667;	1.2529664E7;	218101.86666666667;	0.0;	24.133333333333333;	40.333333333333336;	4.066666666666666
1375319877;	4;	11703.998152;	241.88262847466663;	2.0666666666666664;	1.2529664E7;	452982.4;	0.0;	22.666666666666668;	40.333333333333336;	4.0
1375320177;	4;	11703.998152;	251.635960268;	2.15;	1.2529664E7;	310376.8;	0.0;	22.46666666666667;	40.6;	3.933333333333333
1375320477;	4;	11703.998152;	286.747954724;	2.45;	1.2529664E7;	234879.46666666667;	0.0;	22.0;	40.333333333333336;	3.933333333333333
1375320777;	4;	11703.998152;	251.635960268;	2.15;	1.2529664E7;	293598.6666666667;	0.0;	22.4;	40.06666666666667;	4.133333333333334
1375321077;	4;	11703.998152;	237.98129575733333;	2.033333333333333;	1.2529664E7;	125828.0;	0.0;	21.933333333333334;	40.333333333333336;	3.933333333333333
1375321377;	4;	11703.998152;	251.635960268;	2.15;	1.2529664E7;	167770.66666666666;	0.0;	23.4;	40.46666666666667;	4.133333333333334
1375321677;	4;	11703.998152;	241.88262847466663;	2.0666666666666664;	1.2529664E7;	260044.53333333333;	0.0;	22.266666666666666;	39.93333333333333;	3.933333333333333
1375321977;	4;	11703.998152;	251.635960268;	2.15;	1.2529664E7;	218101.86666666667;	0.0;	23.333333333333332;	40.06666666666667;	3.8666666666666667
1375322277;	4;	11703.998152;	247.73462755066666;	2.1166666666666667;	1.2529664E7;	251656.8;	0.0;	21.866666666666667;	40.333333333333336;	3.8666666666666667
1375322577;	4;	11703.998152;	249.68529390933335;	2.1333333333333333;	1.2529664E7;	243268.0;	0.0;	24.066666666666666;	40.46666666666667;	3.933333333333333
1375322877;	4;	11703.998152;	263.33995842;	2.25;	1.2529664E7;	360708.26666666666;	0.0;	21.866666666666667;	40.6;	4.266666666666667
1375323177;	4;	11703.998152;	310.155951028;	2.65;	1.2529664E7;	612366.4;	6.133333333333334;	69.0;	60.93333333333333;	7.066666666666666
1375323477;	4;	11703.998152;	237.98129575733333;	2.033333333333333;	1.2529664E7;	360708.26666666666;	0.0;	22.133333333333333;	41.666666666666664;	4.333333333333333
1375323777;	4;	11703.998152;	249.68529390933335;	2.1333333333333333;	1.2529664E7;	209713.33333333334;	0.0;	23.4;	41.06666666666667;	4.4
1375324077;	4;	11703.998152;	237.98129575733333;	2.033333333333333;	1.2529664E7;	251656.0;	0.0;	22.466666666666665;	40.333333333333336;	3.7333333333333334
1375324377;	4;	11703.998152;	251.635960268;	2.15;	1.2529664E7;	486536.8;	0.0;	23.333333333333332;	40.53333333333333;	4.133333333333334
1375324677;	4;	11703.998152;	237.98129575733333;	2.033333333333333;	1.2529664E7;	218101.86666666667;	0.0;	21.733333333333334;	40.13333333333333;	3.7333333333333334
1375324977;	4;	11703.998152;	255.53729298533338;	2.1833333333333336;	1.2529664E7;	150993.6;	0.0;	24.933333333333334;	40.53333333333333;	4.266666666666667
