Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	8;	20799.996904;	71.06665608866666;	0.3416666666666666;	2.097152E7;	293600.5333333333;	0.0;	1.2;	0.0;	1.0
1375308476;	8;	20799.996904;	71.06665608866666;	0.3416666666666666;	2.097152E7;	83885.33333333333;	0.0;	1.0666666666666667;	0.0;	1.0
1375308776;	8;	20799.996904;	71.06665608866666;	0.3416666666666666;	2.097152E7;	195732.26666666666;	0.06666666666666667;	1.0666666666666667;	0.0;	1.0
1375309076;	8;	20799.996904;	71.06665608866666;	0.3416666666666666;	2.097152E7;	405446.93333333335;	0.0;	1.0;	0.0;	1.0
1375309376;	8;	20799.996904;	71.06665608866666;	0.3416666666666666;	2.097152E7;	153789.06666666668;	0.0;	1.1333333333333333;	0.0;	1.0
1375309676;	8;	20799.996904;	72.799989164;	0.35;	2.097152E7;	209713.86666666667;	0.0;	1.1333333333333333;	0.0;	1.0
1375309976;	8;	20799.996904;	72.799989164;	0.35;	2.097152E7;	195731.73333333334;	0.0;	1.2;	0.0;	1.0
1375310276;	8;	20799.996904;	76.26665531466666;	0.36666666666666664;	2.097152E7;	13980.8;	0.0;	2.6;	0.06666666666666667;	1.6666666666666667
1375310576;	8;	20799.996904;	69.33332301333334;	0.33333333333333337;	2.097152E7;	0.0;	0.0;	1.0666666666666667;	0.0;	1.0
1375310876;	8;	20799.996904;	72.799989164;	0.35;	2.097152E7;	139809.06666666668;	0.0;	7.8;	0.2;	1.1333333333333333
1375311176;	8;	20799.996904;	71.06665608866666;	0.3416666666666666;	2.097152E7;	125828.53333333334;	0.0;	0.9333333333333333;	0.0;	1.0
1375311476;	8;	20799.996904;	69.33332301333334;	0.33333333333333337;	2.097152E7;	0.0;	0.0;	0.8;	0.0;	1.0
1375311776;	8;	20799.996904;	72.799989164;	0.35;	2.097152E7;	0.0;	0.0;	1.1333333333333333;	0.0;	1.0
1375312076;	8;	20799.996904;	69.33332301333334;	0.33333333333333337;	2.097152E7;	41942.4;	0.0;	1.0;	0.0;	1.0
1375312376;	8;	20799.996904;	71.06665608866666;	0.3416666666666666;	2.097152E7;	0.0;	0.0;	2.4;	0.0;	1.0
1375312676;	8;	20799.996904;	74.53332223933333;	0.35833333333333334;	2.097152E7;	55923.2;	0.0;	1.0;	0.0;	1.0
1375312976;	8;	20799.996904;	69.33332301333334;	0.33333333333333337;	2.097152E7;	139808.0;	0.0;	1.0;	0.0;	1.0
1375313276;	8;	20799.996904;	71.06665608866666;	0.3416666666666666;	2.097152E7;	83884.8;	0.0;	0.9333333333333333;	0.0;	1.0
