Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	4;	10640.109312;	62.067304320000005;	0.5833333333333334;	616618.9333333333;	77593.6;	0.0;	81.4;	17.2;	16.466666666666665
1375308476;	4;	10640.109312;	26.60027328;	0.25;	616958.9333333333;	81787.2;	0.0;	4.866666666666666;	0.0;	0.0
1375308776;	4;	10640.109312;	28.373624832;	0.26666666666666666;	617034.1333333333;	74096.8;	0.0;	9.4;	0.06666666666666667;	0.0
1375309076;	4;	10640.109312;	26.60027328;	0.25;	616814.9333333333;	65709.86666666667;	0.0;	5.6;	1.0666666666666667;	1.0666666666666667
1375309376;	4;	10640.109312;	26.60027328;	0.25;	616464.2666666667;	56621.6;	0.0;	3.933333333333333;	0.0;	0.0
1375309676;	4;	10640.109312;	26.60027328;	0.25;	616004.2666666667;	52426.933333333334;	0.0;	5.2;	0.13333333333333333;	0.06666666666666667
1375309976;	4;	10640.109312;	28.373624832;	0.26666666666666666;	616030.1333333333;	46834.13333333333;	0.0;	10.933333333333334;	1.2;	1.1333333333333333
1375310276;	4;	10640.109312;	26.60027328;	0.25;	616073.8666666667;	67106.93333333333;	0.0;	3.0;	0.0;	0.0
1375310576;	4;	10640.109312;	28.373624832;	0.26666666666666666;	616142.9333333333;	56620.8;	0.0;	7.6;	0.0;	0.0
1375310876;	4;	10640.109312;	26.60027328;	0.25;	616228.5333333333;	69204.0;	0.0;	6.6;	1.0666666666666667;	1.0666666666666667
1375311176;	4;	10640.109312;	26.60027328;	0.25;	616272.2666666667;	59418.666666666664;	0.0;	10.866666666666667;	0.0;	0.0
1375311476;	4;	10640.109312;	26.60027328;	0.25;	616322.6666666666;	63612.0;	0.0;	6.133333333333334;	0.13333333333333333;	0.13333333333333333
1375311776;	4;	10640.109312;	37.240382592;	0.35;	616429.3333333334;	60815.73333333333;	0.0;	27.866666666666667;	3.3333333333333335;	3.2666666666666666
1375312076;	4;	10640.109312;	26.60027328;	0.25;	616528.8;	68504.8;	0.0;	6.2;	0.9333333333333333;	0.9333333333333333
