Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	1;	2599.99945;	0.0;	0.0;	4014080.0;	27960.0;	0.0;	30.066666666666666;	26.4;	0.06666666666666667
1375308476;	1;	2599.99945;	0.0;	0.0;	4014080.0;	25164.0;	0.0;	29.2;	25.6;	0.0
1375308776;	1;	2599.99945;	0.0;	0.0;	4014080.0;	30756.0;	0.0;	32.4;	29.066666666666666;	0.0
1375309076;	1;	2599.99945;	0.0;	0.0;	4014080.0;	33552.0;	0.0;	21.066666666666666;	17.866666666666667;	0.0
1375309376;	1;	2599.99945;	0.0;	0.0;	4014080.0;	41940.0;	0.0;	18.066666666666666;	16.266666666666666;	0.0
1375309676;	1;	2599.99945;	0.0;	0.0;	4014080.0;	41940.0;	0.0;	21.266666666666666;	17.866666666666667;	0.0
1375309976;	1;	2599.99945;	0.0;	0.0;	4014080.0;	39144.0;	0.0;	20.2;	17.066666666666666;	0.0
1375310276;	1;	2599.99945;	0.0;	0.0;	4014080.0;	8388.0;	0.0;	22.266666666666666;	20.533333333333335;	0.0
1375310576;	1;	2599.99945;	0.0;	0.0;	4014080.0;	30756.8;	0.0;	21.333333333333332;	17.866666666666667;	0.06666666666666667
1375310876;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	20.333333333333332;	17.066666666666666;	0.0
1375311176;	1;	2599.99945;	0.0;	0.0;	4014080.0;	16776.0;	0.0;	32.8;	29.066666666666666;	0.0
1375311476;	1;	2599.99945;	0.0;	0.0;	4014080.0;	8388.0;	0.0;	29.066666666666666;	25.6;	0.0
1375311776;	1;	2599.99945;	0.0;	0.0;	4014080.0;	16776.0;	0.0;	24.266666666666666;	22.133333333333333;	0.06666666666666667
1375312076;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	23.733333333333334;	21.333333333333332;	0.0
1375312376;	1;	2599.99945;	0.0;	0.0;	4014080.0;	2796.0;	0.0;	24.733333333333334;	21.333333333333332;	0.0
1375312676;	1;	2599.99945;	0.0;	0.0;	4014080.0;	22368.0;	0.0;	29.8;	26.4;	0.13333333333333333
1375312976;	1;	2599.99945;	0.0;	0.0;	4014080.0;	25164.0;	0.0;	32.6;	29.066666666666666;	0.2
1375313276;	1;	2599.99945;	0.0;	0.0;	4014080.0;	13980.0;	0.0;	29.266666666666666;	25.533333333333335;	0.0
1375313576;	1;	2599.99945;	0.0;	0.0;	4014080.0;	8388.0;	0.0;	21.666666666666668;	17.866666666666667;	0.0
1375313876;	1;	2599.99945;	0.0;	0.0;	4014080.0;	22368.8;	0.0;	24.733333333333334;	23.0;	0.06666666666666667
1375314176;	1;	2599.99945;	0.0;	0.0;	4014080.0;	8388.0;	0.0;	47.86666666666667;	41.86666666666667;	0.7333333333333333
1375314476;	1;	2599.99945;	0.0;	0.0;	4014080.0;	22368.0;	0.0;	42.66666666666667;	38.4;	0.5333333333333333
1375314776;	1;	2599.99945;	0.0;	0.0;	4014080.0;	8388.0;	0.0;	42.800000000000004;	38.4;	0.6
1375315076;	1;	2599.99945;	0.0;	0.0;	4014080.0;	22368.266666666666;	0.0;	25.666666666666668;	21.333333333333332;	0.0
1375315376;	1;	2599.99945;	0.0;	0.0;	4014080.0;	30757.333333333332;	0.0;	34.13333333333333;	29.866666666666667;	0.3333333333333333
1375315676;	1;	2599.99945;	0.0;	0.0;	4014080.0;	11184.0;	0.0;	53.66666666666667;	47.733333333333334;	0.6666666666666666
1375315976;	1;	2599.99945;	0.0;	0.0;	4014080.0;	5592.0;	0.0;	9.466666666666667;	8.533333333333333;	0.0
1375316277;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	36.86666666666667;	32.53333333333333;	0.4666666666666667
1375316577;	1;	2599.99945;	0.0;	0.0;	4014080.0;	13980.0;	0.0;	43.6;	38.4;	0.6
1375316877;	1;	2599.99945;	0.0;	0.0;	4014080.0;	58717.6;	0.0;	42.46666666666667;	38.4;	0.6
1375317177;	1;	2599.99945;	0.0;	0.0;	4014080.0;	22368.0;	0.0;	44.2;	38.4;	0.6
1375317477;	1;	2599.99945;	0.0;	0.0;	4014080.0;	13980.0;	0.0;	42.66666666666667;	38.4;	0.6
1375317777;	1;	2599.99945;	0.0;	0.0;	4014080.0;	27960.0;	0.0;	48.400000000000006;	42.733333333333334;	0.7333333333333333
1375318077;	1;	2599.99945;	0.0;	0.0;	4014080.0;	11184.0;	0.0;	46.800000000000004;	42.666666666666664;	0.6666666666666666
1375318377;	1;	2599.99945;	0.0;	0.0;	4014080.0;	16776.0;	0.0;	12.066666666666666;	9.333333333333334;	0.13333333333333333
1375318677;	1;	2599.99945;	0.0;	0.0;	4014080.0;	5592.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375318977;	1;	2599.99945;	0.0;	0.0;	4014080.0;	2796.0;	0.0;	0.13333333333333333;	0.0;	0.0
1375319277;	1;	2599.99945;	0.0;	0.0;	4014080.0;	13980.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375319577;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375319877;	1;	2599.99945;	0.0;	0.0;	4014080.0;	13980.0;	0.0;	0.4666666666666667;	0.0;	0.0
1375320177;	1;	2599.99945;	0.0;	0.0;	4014080.0;	8388.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375320477;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375320777;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375321077;	1;	2599.99945;	5.1999989;	0.2;	4014080.0;	25165.066666666666;	0.0;	7.333333333333333;	14.666666666666666;	11.933333333333334
1375321377;	1;	2599.99945;	0.0;	0.0;	4014080.0;	39144.8;	0.0;	0.06666666666666667;	0.0;	0.0
1375321677;	1;	2599.99945;	0.0;	0.0;	4014080.0;	25164.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375321977;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375322277;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375322577;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	27.133333333333333;	24.8;	0.4
1375322877;	1;	2599.99945;	0.0;	0.0;	4014080.0;	0.0;	0.0;	52.13333333333334;	46.93333333333333;	0.8
1375323177;	1;	2599.99945;	0.0;	0.0;	4014080.0;	16776.0;	0.0;	52.66666666666667;	46.93333333333333;	0.7333333333333333
1375323477;	1;	2599.99945;	0.0;	0.0;	4014080.0;	27960.0;	0.0;	52.66666666666667;	46.93333333333333;	0.7333333333333333
1375323777;	1;	2599.99945;	0.0;	0.0;	4014080.0;	33552.0;	0.0;	56.06666666666667;	50.4;	0.8
1375324077;	1;	2599.99945;	0.0;	0.0;	4014080.0;	11184.266666666666;	0.0;	52.2;	46.93333333333333;	0.7333333333333333
