Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	2;	5851.998988;	126.79331140666667;	2.1666666666666665;	4194304.0;	276822.93333333335;	0.0;	4.066666666666666;	6.266666666666667;	4.866666666666666
1375308476;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	310377.06666666665;	5.333333333333333;	1.6666666666666667;	0.0;	0.2
1375308776;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	83884.0;	0.0;	1.6666666666666667;	0.0;	0.06666666666666667
1375309076;	2;	5851.998988;	81.92798583199999;	1.4;	4194304.0;	201325.06666666668;	0.0;	2.3333333333333335;	0.06666666666666667;	0.13333333333333333
1375309376;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	159382.13333333333;	0.0;	1.5333333333333334;	0.0;	0.06666666666666667
1375309676;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	72698.93333333333;	0.06666666666666667;	1.8;	0.0;	0.0
1375309976;	2;	5851.998988;	95.58265013733335;	1.6333333333333335;	4194304.0;	204120.53333333333;	11.066666666666666;	68.2;	0.2;	0.4
1375310276;	2;	5851.998988;	62.42132253866667;	1.0666666666666667;	4194304.0;	366301.3333333333;	0.0;	1.7333333333333334;	0.0;	0.0
1375310576;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	134216.53333333333;	1.8666666666666667;	1.7333333333333334;	0.0;	0.06666666666666667
1375310876;	2;	5851.998988;	87.77998482000001;	1.5;	4194304.0;	209713.06666666668;	38.266666666666666;	9.066666666666666;	0.26666666666666666;	8.133333333333333
1375311176;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	201325.06666666668;	0.0;	1.8666666666666667;	0.06666666666666667;	0.13333333333333333
1375311476;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	137013.06666666668;	0.0;	1.9333333333333333;	0.0;	0.0
1375311776;	2;	5851.998988;	298.451948388;	5.1;	4194304.0;	324357.3333333333;	6669.4;	14.533333333333335;	27.8;	1089.4
1375312076;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	503314.4;	0.0;	11.6;	0.0;	0.0
1375312376;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	159381.86666666667;	0.0;	1.6;	0.0;	0.06666666666666667
1375312676;	2;	5851.998988;	85.82931849066667;	1.4666666666666666;	4194304.0;	164973.6;	0.06666666666666667;	2.1333333333333333;	0.06666666666666667;	0.13333333333333333
1375312976;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	164974.4;	0.0;	1.6666666666666667;	0.0;	0.06666666666666667
1375313276;	2;	5851.998988;	58.519989880000004;	1.0;	4194304.0;	109050.4;	0.0;	1.8666666666666667;	0.0;	0.0
1375313576;	2;	5851.998988;	87.77998482000001;	1.5;	4194304.0;	176158.66666666666;	0.0;	3.2666666666666666;	0.2;	0.4
