Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	0.0;	0.0;	1.1333333333333333;	0.0;	1.0
1375308476;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	41942.4;	0.0;	0.9333333333333333;	0.0;	1.0
1375308776;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	209712.0;	0.0;	0.8666666666666667;	0.0;	1.0
1375309076;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	27961.6;	0.0;	1.6666666666666667;	0.0;	1.0
1375309376;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	0.0;	0.0;	1.1333333333333333;	0.0;	1.0
1375309676;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	0.0;	0.0;	1.0;	0.0;	1.0
1375309976;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	0.0;	0.0;	1.0666666666666667;	0.0;	1.0
1375310276;	8;	20799.991912;	79.73330232933334;	0.38333333333333336;	2.097152E7;	153789.86666666667;	0.0;	1.7333333333333334;	0.06666666666666667;	1.0
1375310576;	8;	20799.991912;	79.73330232933334;	0.38333333333333336;	2.097152E7;	139808.53333333333;	0.0;	1.0;	0.0;	1.0
1375310876;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	41942.4;	0.0;	1.1333333333333333;	0.0;	1.0
1375311176;	8;	20799.991912;	81.46663498866667;	0.39166666666666666;	2.097152E7;	195731.2;	0.0;	0.9333333333333333;	0.0;	1.0
1375311476;	8;	20799.991912;	84.93330030733335;	0.4083333333333334;	2.097152E7;	83885.6;	0.0;	2.3333333333333335;	0.0;	1.0
1375311776;	8;	20799.991912;	86.66663296666665;	0.41666666666666663;	2.097152E7;	139809.33333333334;	0.0;	7.866666666666666;	0.2;	1.0666666666666667
1375312076;	8;	20799.991912;	81.46663498866667;	0.39166666666666666;	2.097152E7;	153788.8;	0.0;	1.1333333333333333;	0.0;	1.0
1375312376;	8;	20799.991912;	81.46663498866667;	0.39166666666666666;	2.097152E7;	69904.0;	0.0;	1.0666666666666667;	0.0;	1.0
1375312676;	8;	20799.991912;	84.93330030733335;	0.4083333333333334;	2.097152E7;	0.0;	0.0;	1.4666666666666666;	0.0;	1.0
1375312976;	8;	20799.991912;	81.46663498866667;	0.39166666666666666;	2.097152E7;	0.0;	0.0;	1.2;	0.0;	1.0
1375313276;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	0.0;	0.0;	0.9333333333333333;	0.0;	1.0
1375313576;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	0.0;	0.0;	0.9333333333333333;	0.0;	1.0
1375313876;	8;	20799.991912;	86.66663296666665;	0.41666666666666663;	2.097152E7;	97865.6;	0.0;	1.3333333333333333;	0.0;	1.0
1375314176;	8;	20799.991912;	83.199967648;	0.4;	2.097152E7;	153788.8;	0.0;	0.9333333333333333;	0.0;	1.0
1375314476;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	41942.4;	0.0;	1.2;	0.0;	1.0
1375314776;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	83885.6;	0.0;	1.0;	0.0;	1.0
1375315076;	8;	20799.991912;	90.13329828533335;	0.43333333333333335;	2.097152E7;	0.0;	0.0;	2.8;	0.0;	1.0
1375315376;	8;	20799.991912;	81.46663498866667;	0.39166666666666666;	2.097152E7;	13980.8;	0.0;	0.8666666666666667;	0.0;	1.0
1375315676;	8;	20799.991912;	83.199967648;	0.4;	2.097152E7;	153788.8;	0.0;	1.0;	0.0;	1.0
1375315976;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	125828.26666666666;	0.0;	0.9333333333333333;	0.0;	1.0
1375316277;	8;	20799.991912;	79.73330232933334;	0.38333333333333336;	2.097152E7;	125828.0;	0.0;	1.0666666666666667;	0.0;	1.0
1375316577;	8;	20799.991912;	86.66663296666665;	0.41666666666666663;	2.097152E7;	0.0;	0.0;	1.1333333333333333;	0.0;	1.0
1375316877;	8;	20799.991912;	77.99996967000001;	0.375;	2.097152E7;	125827.2;	0.0;	1.1333333333333333;	0.0;	1.0
1375317177;	8;	20799.991912;	81.46663498866667;	0.39166666666666666;	2.097152E7;	0.0;	0.0;	1.5333333333333334;	0.0;	1.0
1375317477;	8;	20799.991912;	79.73330232933334;	0.38333333333333336;	2.097152E7;	0.0;	0.0;	1.0;	0.0;	1.0
1375317777;	8;	20799.991912;	90.13329828533335;	0.43333333333333335;	2.097152E7;	97865.6;	0.0;	1.2;	0.0;	1.0
