Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	8;	20799.997056;	76.26665587199999;	0.36666666666666664;	3.2612572E7;	89478.4;	0.0;	2.533333333333333;	0.06666666666666667;	1.5333333333333334
1375308476;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	0.0;	0.9333333333333333;	0.0;	1.0
1375308776;	8;	20799.997056;	72.799989696;	0.35;	3.2612572E7;	0.0;	0.0;	1.1333333333333333;	0.0;	1.0
1375309076;	8;	20799.997056;	69.33332352000001;	0.33333333333333337;	3.2612572E7;	89478.4;	0.0;	0.8;	0.0;	1.0
1375309376;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	44739.2;	0.0;	0.8666666666666667;	0.0;	1.0
1375309676;	8;	20799.997056;	72.799989696;	0.35;	3.2612572E7;	0.0;	0.0;	0.8;	0.0;	1.0
1375309976;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	2.466666666666667;	2.0;	0.06666666666666667;	1.1333333333333333
1375310276;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	0.0;	1.2;	0.0;	1.0
1375310576;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1375310876;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	0.0;	0.9333333333333333;	0.0;	1.0
1375311176;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	0.5333333333333333;	1.3333333333333333;	0.0;	1.0
1375311476;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	0.0;	1.0;	0.0;	1.0
1375311776;	8;	20799.997056;	77.99998896;	0.375;	3.2612572E7;	0.0;	0.2;	8.533333333333333;	0.2;	1.6666666666666667
1375312076;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	134217.6;	0.0;	1.0;	0.0;	1.0
1375312376;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	44739.2;	0.0;	1.0;	0.0;	1.0
1375312676;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	178956.8;	0.0;	0.8;	0.0;	1.0
1375312976;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	0.0;	0.9333333333333333;	0.0;	1.0
1375313276;	8;	20799.997056;	71.06665660799999;	0.3416666666666666;	3.2612572E7;	0.0;	0.0;	0.9333333333333333;	0.0;	1.0
1375313576;	8;	20799.997056;	69.33332352000001;	0.33333333333333337;	3.2612572E7;	156587.2;	0.0;	0.8;	0.0;	1.0
1375313876;	8;	20799.997056;	72.799989696;	0.35;	3.2612572E7;	44739.2;	0.0;	0.8666666666666667;	0.0;	1.0
