Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	4;	11703.99824;	60.47065757333333;	0.5166666666666666;	8388608.0;	301988.26666666666;	0.0;	2.466666666666667;	0.06666666666666667;	0.26666666666666666
1375308476;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	357912.5333333333;	0.13333333333333333;	1.0666666666666667;	0.0;	0.2
1375308776;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	212510.4;	0.0;	1.0666666666666667;	0.0;	0.2
1375309076;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	162178.66666666666;	0.0;	0.9333333333333333;	0.0;	0.2
1375309376;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	162177.86666666667;	0.0;	1.0666666666666667;	0.0;	0.2
1375309676;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	240472.53333333333;	0.0;	1.0666666666666667;	0.0;	0.2
1375309976;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	285211.2;	2.3333333333333335;	1.4;	0.0;	0.2
1375310276;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	419429.06666666665;	0.0;	1.0;	0.0;	0.2
1375310576;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	313173.3333333333;	0.0;	1.0666666666666667;	0.0;	0.2
1375310876;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	229287.46666666667;	0.8;	1.5333333333333334;	0.0;	0.2
1375311176;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	223695.2;	0.0;	1.0666666666666667;	0.0;	0.2
1375311476;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	313172.8;	0.0;	1.0666666666666667;	0.0;	0.2
1375311776;	4;	11703.99824;	60.47065757333333;	0.5166666666666666;	8388608.0;	313173.3333333333;	0.06666666666666667;	3.1333333333333333;	0.0;	0.26666666666666666
1375312076;	4;	11703.99824;	60.47065757333333;	0.5166666666666666;	8388608.0;	346728.0;	0.0;	1.0714285714285714;	0.0;	0.2
1375312376;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	257249.86666666667;	0.0;	1.0;	0.0;	0.2
1375312676;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	201325.6;	0.0;	1.1333333333333333;	0.0;	0.2
1375312976;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	212510.13333333333;	0.0;	1.0666666666666667;	0.0;	0.2
1375313276;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	274027.4666666667;	0.0;	1.0;	0.0;	0.2
1375313576;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	240472.53333333333;	0.0;	1.0;	0.0;	0.2
1375313876;	4;	11703.99824;	64.37199032000001;	0.55;	8388608.0;	318765.86666666664;	0.0;	5.533333333333333;	0.4;	0.5333333333333333
1375314176;	4;	11703.99824;	42.914660213333335;	0.36666666666666664;	8388608.0;	520092.8;	0.0;	1.0;	0.0;	0.2
1375314476;	4;	11703.99824;	152.15197712;	1.3;	8388608.0;	1856676.2666666666;	0.0;	2.6;	0.0;	0.2
1375314776;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	866820.8;	0.0;	1.0;	0.0;	0.2
1375315076;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	441798.4;	0.0;	1.9333333333333333;	0.0;	0.2
1375315376;	4;	11703.99824;	117.03998240000001;	1.0;	8388608.0;	1286250.6666666667;	161.13333333333333;	23.933333333333334;	0.06666666666666667;	0.7333333333333333
1375315676;	4;	11703.99824;	60.47065757333333;	0.5166666666666666;	8388608.0;	743788.8;	0.0;	4.133333333333334;	0.0;	0.2
1375315977;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	553646.9333333333;	31.8;	4.6;	0.0;	0.2
1375316277;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	576016.0;	0.0;	1.2666666666666666;	0.0;	0.2
1375316577;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	564831.4666666667;	0.0;	1.2666666666666666;	0.0;	0.2
1375316877;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	598386.4;	0.0;	1.2;	0.4;	0.4666666666666667
1375317177;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	486537.6;	0.6;	1.6666666666666667;	0.0;	0.2
1375317477;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	357912.8;	0.06666666666666667;	1.5333333333333334;	0.0;	0.2
1375317777;	4;	11703.99824;	37.06266109333333;	0.31666666666666665;	8388608.0;	218103.2;	0.0;	1.3333333333333333;	0.0;	0.2
1375318077;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	234879.73333333334;	0.13333333333333333;	1.2666666666666666;	0.0;	0.2
1375318377;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	218102.66666666666;	0.0;	1.2666666666666666;	0.0;	0.2
1375318677;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	279618.93333333335;	0.0;	1.2;	0.0;	0.2
1375318977;	4;	11703.99824;	62.42132394666667;	0.5333333333333333;	8388608.0;	318765.6;	0.0;	2.7333333333333334;	0.06666666666666667;	0.26666666666666666
1375319277;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	251656.0;	0.0;	1.2;	0.0;	0.2
1375319577;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	290803.73333333334;	0.0;	5.533333333333333;	0.4;	0.5333333333333333
1375319877;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	257249.86666666667;	0.0;	1.2;	0.0;	0.2
1375320177;	4;	11703.99824;	60.47065757333333;	0.5166666666666666;	8388608.0;	268434.6666666667;	0.0;	1.2666666666666666;	0.0;	0.2
1375320477;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	369097.6;	0.0;	1.2666666666666666;	0.0;	0.2
1375320777;	4;	11703.99824;	46.81599296;	0.4;	8388608.0;	341136.0;	0.0;	1.3333333333333333;	0.0;	0.2
1375321077;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	341134.93333333335;	0.0;	1.4;	0.0;	0.2
1375321377;	4;	11703.99824;	44.86532658666667;	0.38333333333333336;	8388608.0;	218102.66666666666;	0.0;	1.2;	0.0;	0.2
1375321677;	4;	11703.99824;	42.914660213333335;	0.36666666666666664;	8388608.0;	290804.26666666666;	0.0;	1.1333333333333333;	0.0;	0.2
1375321977;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	262842.6666666667;	0.0;	1.2666666666666666;	0.0;	0.2
1375322277;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	352320.0;	0.0;	1.2;	0.0;	0.2
1375322577;	4;	11703.99824;	60.47065757333333;	0.5166666666666666;	8388608.0;	318766.4;	0.0;	2.466666666666667;	0.06666666666666667;	0.26666666666666666
1375322877;	4;	11703.99824;	44.86532658666667;	0.38333333333333336;	8388608.0;	223694.93333333332;	0.0;	1.1333333333333333;	0.0;	0.2
1375323177;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	240472.0;	0.0;	1.1333333333333333;	0.0;	0.2
1375323477;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	173363.73333333334;	0.0;	1.2666666666666666;	0.0;	0.2
1375323777;	4;	11703.99824;	44.86532658666667;	0.38333333333333336;	8388608.0;	212510.13333333333;	0.0;	1.0;	0.0;	0.2
1375324077;	4;	11703.99824;	44.86532658666667;	0.38333333333333336;	8388608.0;	234880.0;	0.0;	1.1333333333333333;	0.0;	0.2
1375324377;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	240472.26666666666;	0.0;	1.2;	0.0;	0.2
1375324677;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	206918.13333333333;	0.0;	1.2666666666666666;	0.0;	0.2
1375324977;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	223694.93333333332;	0.0;	1.0666666666666667;	0.0;	0.2
1375325277;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	313173.06666666665;	0.13333333333333333;	5.466666666666667;	0.4;	0.5333333333333333
1375325578;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	296396.0;	0.0;	1.3333333333333333;	0.0;	0.2
1375325878;	4;	11703.99824;	42.914660213333335;	0.36666666666666664;	8388608.0;	363504.26666666666;	0.0;	1.2666666666666666;	0.0;	0.2
1375326178;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	279619.2;	1.6666666666666667;	3.2666666666666666;	0.06666666666666667;	0.26666666666666666
1375326478;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	268433.86666666664;	0.0;	1.2;	0.0;	0.2
1375326778;	4;	11703.99824;	44.86532658666667;	0.38333333333333336;	8388608.0;	201324.8;	0.0;	1.2666666666666666;	0.0;	0.2
1375327078;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	301988.5333333333;	0.0;	1.2;	0.0;	0.2
1375327378;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	229288.26666666666;	0.0;	1.2;	0.0;	0.2
1375327678;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	234880.0;	0.06666666666666667;	1.4;	0.0;	0.2
1375327978;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	290803.4666666667;	0.0;	1.2;	0.0;	0.2
1375328278;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	307581.6;	0.0;	1.2666666666666666;	0.0;	0.2
1375328578;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	329950.13333333336;	0.13333333333333333;	1.3333333333333333;	0.0;	0.2
1375328878;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	274026.4;	0.0;	1.2;	0.0;	0.2
1375329178;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	212511.2;	0.0;	1.2;	0.0;	0.2
1375329478;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	206918.4;	0.0;	1.2;	0.0;	0.2
1375329778;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	329950.4;	0.06666666666666667;	2.933333333333333;	0.06666666666666667;	0.26666666666666666
1375330078;	4;	11703.99824;	46.81599296;	0.4;	8388608.0;	352320.8;	0.0;	1.3333333333333333;	0.0;	0.2
1375330378;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	313173.86666666664;	0.0;	1.1333333333333333;	0.0;	0.2
1375330678;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	341135.2;	0.0;	1.2;	0.0;	0.2
1375330978;	4;	11703.99824;	46.81599296;	0.4;	8388608.0;	318765.6;	0.0;	1.2;	0.0;	0.2
1375331278;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	246063.73333333334;	0.0;	1.2666666666666666;	0.0;	0.2
1375331578;	4;	11703.99824;	48.76665933333334;	0.41666666666666663;	8388608.0;	246064.8;	0.0;	5.0;	0.4;	0.5333333333333333
1375331878;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	234880.8;	0.0;	1.4;	0.0;	0.2
1375332178;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	279618.6666666667;	0.0;	1.2;	0.0;	0.2
1375332478;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	285211.2;	0.0;	1.2;	0.0;	0.2
1375332778;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	251656.8;	0.0;	1.2;	0.0;	0.2
1375333078;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	162178.93333333332;	0.0;	1.2666666666666666;	0.0;	0.2
1375333378;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	251657.6;	0.0;	2.6;	0.06666666666666667;	0.26666666666666666
1375333678;	4;	11703.99824;	44.86532658666667;	0.38333333333333336;	8388608.0;	201325.6;	0.0;	1.2;	0.0;	0.2
1375333978;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	296396.5333333333;	0.0;	1.2;	0.0;	0.2
1375334278;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	268434.4;	0.0;	1.2666666666666666;	0.0;	0.2
1375334578;	4;	11703.99824;	50.71732570666667;	0.43333333333333335;	8388608.0;	329950.13333333336;	0.0;	1.2;	0.0;	0.2
1375334878;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	357911.73333333334;	0.0;	1.2666666666666666;	0.0;	0.2
1375335179;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	251656.8;	0.0;	1.2;	0.0;	0.2
1375335479;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	240472.53333333333;	0.0;	1.2666666666666666;	0.0;	0.2
1375335779;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	257249.06666666668;	0.0;	1.1333333333333333;	0.0;	0.2
1375336079;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	257249.6;	0.0;	1.6666666666666667;	0.0;	0.26666666666666666
1375336378;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	329950.93333333335;	0.0;	1.2666666666666666;	0.0;	0.2
1375336678;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	262841.06666666665;	0.0;	1.2;	0.0;	0.2
1375336978;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	318765.06666666665;	0.06666666666666667;	2.7333333333333334;	0.06666666666666667;	0.26666666666666666
1375337278;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	391466.93333333335;	0.0;	1.2;	0.0;	0.2
1375337578;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	262842.4;	0.06666666666666667;	1.4;	0.0;	0.2
1375337878;	4;	11703.99824;	58.51999120000001;	0.5;	8388608.0;	274026.6666666667;	0.0;	1.1333333333333333;	0.0;	0.2
1375338178;	4;	11703.99824;	46.81599296;	0.4;	8388608.0;	246064.26666666666;	0.0;	1.2;	0.0;	0.2
1375338478;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	391466.4;	0.06666666666666667;	5.266666666666667;	0.4;	0.5333333333333333
1375338778;	4;	11703.99824;	83.87865405333334;	0.7166666666666667;	8388608.0;	329950.4;	22.866666666666667;	1.2;	11.666666666666666;	31.4
1375339078;	4;	11703.99824;	530.5812535466667;	4.533333333333333;	8388608.0;	2292884.533333333;	0.0;	3.8666666666666667;	18.333333333333332;	15.466666666666667
1375339378;	4;	11703.99824;	146.299978;	1.25;	8388608.0;	1375729.6;	45.4;	2.4;	46.13333333333333;	74.2
1375339678;	4;	11703.99824;	202.86930282666668;	1.7333333333333334;	8388608.0;	1090516.0;	23.733333333333334;	2.466666666666667;	23.133333333333333;	42.333333333333336
1375339978;	4;	11703.99824;	79.97732130666667;	0.6833333333333332;	8388608.0;	592792.8;	0.0;	1.0;	5.4;	10.333333333333334
1375340278;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	274026.13333333336;	0.0;	1.0;	0.0;	0.2
1375340578;	4;	11703.99824;	64.37199032000001;	0.55;	8388608.0;	553646.6666666666;	0.06666666666666667;	3.1333333333333333;	0.06666666666666667;	0.26666666666666666
1375340878;	4;	11703.99824;	52.667992080000005;	0.45;	8388608.0;	397059.2;	0.0;	1.0666666666666667;	0.0;	0.2
1375341178;	4;	11703.99824;	46.81599296;	0.4;	8388608.0;	268434.4;	0.0;	1.2666666666666666;	0.0;	0.2
1375341479;	4;	11703.99824;	212.62263469333334;	1.8166666666666667;	8388608.0;	665495.2;	22.8;	4.266666666666667;	9.733333333333333;	68.46666666666667
1375341779;	4;	11703.99824;	189.2146382133333;	1.6166666666666665;	8388608.0;	928336.8;	0.0;	1.4666666666666666;	113.66666666666667;	13.533333333333333
1375342079;	4;	11703.99824;	85.82932042666667;	0.7333333333333333;	8388608.0;	799712.8;	0.0;	1.0;	4.733333333333333;	7.466666666666667
1375342379;	4;	11703.99824;	175.5599736;	1.5;	8388608.0;	592793.8666666667;	0.0;	1.4;	61.13333333333333;	25.333333333333332
1375342679;	4;	11703.99824;	56.56932482666667;	0.48333333333333334;	8388608.0;	654309.8666666667;	0.0;	1.0;	0.0;	0.2
1375342979;	4;	11703.99824;	54.618658453333325;	0.4666666666666666;	8388608.0;	592793.6;	0.0;	1.6;	0.2;	0.2
