Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375308176;	1;	2925.999538;	542.2852477093332;	18.53333333333333;	4073472.0;	1610610.4;	3.1999999999999997;	12.4;	188.66666666666666;	35.666666666666664
1375308476;	1;	2925.999538;	456.455927928;	15.6;	4073472.0;	1618999.2;	3.6666666666666665;	12.733333333333333;	182.46666666666667;	32.0
1375308776;	1;	2925.999538;	663.2265619466666;	22.666666666666664;	4073472.0;	1627388.0;	0.4;	12.133333333333333;	277.2;	53.86666666666667
1375309076;	1;	2925.999538;	756.8585471626667;	25.866666666666664;	4073472.0;	1585444.8;	1.0;	11.4;	287.0;	56.0
1375309376;	1;	2925.999538;	657.3745628706665;	22.466666666666665;	4073472.0;	1509947.2;	0.4666666666666667;	18.0;	263.8666666666667;	51.2
1375309676;	1;	2925.999538;	434.9985979826667;	14.866666666666667;	4073472.0;	1568667.2;	1.0666666666666667;	7.8;	171.13333333333333;	36.6
1375309976;	1;	2925.999538;	795.871874336;	27.2;	4073472.0;	1535112.8;	61.93333333333333;	12.0;	270.6;	51.333333333333336
1375310276;	1;	2925.999538;	706.1412218373334;	24.133333333333336;	4073472.0;	1744828.8;	24.666666666666664;	11.6;	269.46666666666664;	56.8
1375310576;	1;	2925.999538;	780.2665434666666;	26.666666666666664;	4073472.0;	1778382.4;	2.7333333333333334;	13.666666666666666;	301.73333333333335;	62.6
1375310876;	1;	2925.999538;	472.0612587973334;	16.133333333333333;	4073472.0;	1635776.8;	0.13333333333333333;	13.4;	172.13333333333333;	36.13333333333333
1375311176;	1;	2925.999538;	382.3306062986667;	13.066666666666668;	4073472.0;	1568668.0;	0.06666666666666667;	8.2;	167.66666666666666;	39.666666666666664
1375311476;	1;	2925.999538;	431.09726526533336;	14.733333333333333;	4073472.0;	1490375.2;	0.4666666666666667;	10.866666666666667;	175.66666666666666;	39.0
1375311776;	1;	2925.999538;	731.4998845;	25.0;	4073472.0;	1591037.0666666667;	13.2;	11.066666666666666;	284.2;	61.46666666666667
1375312076;	1;	2925.999538;	782.2172098253334;	26.733333333333334;	4073472.0;	1736438.6666666667;	33.599999999999994;	6.066666666666666;	300.4;	54.6
1375312376;	1;	2925.999538;	509.12391961199995;	17.4;	4073472.0;	1680516.8;	23.133333333333333;	7.4;	168.06666666666666;	32.13333333333333
