Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	32;	86399.952352;	3657.597982901333;	4.233333333333333;	1.0483712E7;	0.0;	0.0;	10.6;	4.466666666666667;	0.06666666666666667
1372630104;	32;	86399.952352;	3788.9979104366666;	4.385416666666667;	1.0483712E7;	0.0;	0.0;	9.4;	4.466666666666667;	0.0
1372630404;	32;	86399.952352;	3686.397967018666;	4.266666666666667;	1.0483712E7;	0.0;	0.0;	9.6;	4.466666666666667;	0.0
1372630704;	32;	86399.952352;	3590.99801963;	4.15625;	1.0483712E7;	0.0;	0.0;	9.6;	4.333333333333333;	0.0
1372631004;	32;	86399.952352;	3657.597982901333;	4.233333333333333;	1.0483712E7;	0.0;	0.0;	9.733333333333333;	4.333333333333333;	0.0
1372631304;	32;	86399.952352;	3587.398021615333;	4.152083333333334;	1.0483712E7;	0.0;	0.0;	9.466666666666667;	4.266666666666667;	0.0
1372631604;	32;	86399.952352;	3790.797909444;	4.3875;	1.0483712E7;	0.0;	0.0;	9.857142857142858;	4.4;	0.0
1372631904;	32;	86399.952352;	3695.397962055333;	4.277083333333334;	1.0483712E7;	0.0;	0.0;	14.928571428571429;	4.6;	0.0
1372632204;	32;	86399.952352;	3666.597977938;	4.24375;	1.0483712E7;	0.0;	0.0;	9.666666666666666;	4.533333333333333;	0.0
1372632504;	32;	86399.952352;	3641.3979918353334;	4.214583333333334;	1.0483712E7;	0.0;	0.0;	9.8;	4.466666666666667;	0.0
1372632804;	32;	86399.952352;	3612.5980077179997;	4.18125;	1.0483712E7;	0.0;	0.0;	9.6;	4.4;	0.0
1372633104;	32;	86399.952352;	3637.797993820667;	4.210416666666667;	1.0483712E7;	0.0;	0.0;	9.533333333333333;	4.4;	0.0
1372633404;	32;	86399.952352;	3490.1980752193326;	4.039583333333333;	1.0483712E7;	0.0;	0.0;	10.2;	4.333333333333333;	0.06666666666666667
1372633704;	32;	86399.952352;	3554.9980394833324;	4.114583333333333;	1.0483712E7;	0.0;	0.0;	9.533333333333333;	4.266666666666667;	0.0
1372634004;	32;	86399.952352;	3815.9978955466668;	4.416666666666667;	1.0483712E7;	0.0;	0.0;	9.666666666666666;	4.333333333333333;	0.0
1372634304;	32;	86399.952352;	3695.397962055333;	4.277083333333334;	1.0483712E7;	0.0;	0.0;	9.866666666666667;	4.333333333333333;	0.0
1372634604;	32;	86399.952352;	3689.9979650333325;	4.270833333333333;	1.0483712E7;	0.0;	0.0;	9.6;	4.266666666666667;	0.0
1372634903;	32;	86399.952352;	3601.798013674;	4.16875;	1.0483712E7;	0.0;	0.0;	9.666666666666666;	4.333333333333333;	0.0
1372635203;	32;	86399.952352;	3630.597997791333;	4.202083333333333;	1.0483712E7;	0.0;	0.0;	9.866666666666667;	4.266666666666667;	0.0
1372635503;	32;	86399.952352;	3707.9979551066667;	4.291666666666667;	1.0483712E7;	0.0;	0.0;	14.533333333333333;	4.4;	0.0
1372635803;	32;	86399.952352;	3752.99793029;	4.34375;	1.0483712E7;	0.0;	0.0;	9.4;	4.466666666666667;	0.0
1372636103;	32;	86399.952352;	3619.798003747333;	4.189583333333333;	1.0483712E7;	0.0;	0.0;	9.8;	4.4;	0.0
1372636403;	32;	86399.952352;	3517.1980603293323;	4.070833333333333;	1.0483712E7;	0.0;	0.0;	9.533333333333333;	4.333333333333333;	0.0
1372636703;	32;	86399.952352;	3709.797954114;	4.29375;	1.0483712E7;	0.0;	0.0;	9.466666666666667;	4.4;	0.0
