Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	1;	2599.999691;	0.0;	0.0;	262144.0;	21843.466666666667;	0.0;	0.0;	1.7333333333333334;	1.8666666666666667
1372630104;	1;	2599.999691;	0.0;	0.0;	262144.0;	26212.266666666666;	0.0;	0.0;	0.6666666666666666;	0.9333333333333333
1372630404;	1;	2599.999691;	0.0;	0.0;	262144.0;	22890.666666666668;	0.0;	0.0;	1.2666666666666666;	1.3333333333333333
1372630704;	1;	2599.999691;	0.0;	0.0;	262144.0;	21493.6;	0.3333333333333333;	1.3333333333333333;	1.4666666666666666;	1.6666666666666667
1372631004;	1;	2599.999691;	0.0;	0.0;	262144.0;	25687.2;	0.0;	0.13333333333333333;	1.3333333333333333;	1.4666666666666666
1372631304;	1;	2599.999691;	0.0;	0.0;	262144.0;	28658.666666666668;	0.0;	0.0;	1.4666666666666666;	1.5333333333333334
1372631604;	1;	2599.999691;	0.0;	0.0;	262144.0;	24289.066666666666;	0.0;	0.26666666666666666;	1.3333333333333333;	1.5333333333333334
1372631904;	1;	2599.999691;	0.0;	0.0;	262144.0;	20444.0;	0.0;	0.0;	1.5333333333333334;	1.6
1372632204;	1;	2599.999691;	0.0;	0.0;	262144.0;	19920.266666666666;	0.0;	0.0;	1.3333333333333333;	1.5333333333333334
1372632504;	1;	2599.999691;	0.0;	0.0;	262144.0;	17823.466666666667;	0.0;	0.0;	1.5333333333333334;	1.5333333333333334
1372632804;	1;	2599.999691;	0.0;	0.0;	262144.0;	20794.4;	0.0;	0.0;	1.3333333333333333;	1.5333333333333334
1372633104;	1;	2599.999691;	0.0;	0.0;	262144.0;	25512.266666666666;	0.0;	0.0;	1.4666666666666666;	1.6
1372633404;	1;	2599.999691;	0.0;	0.0;	262144.0;	26037.066666666666;	0.0;	0.0;	2.2666666666666666;	2.4
1372633704;	1;	2599.999691;	0.0;	0.0;	262144.0;	23065.6;	0.0;	0.0;	1.4666666666666666;	1.5333333333333334
1372634004;	1;	2599.999691;	0.0;	0.0;	262144.0;	26211.733333333334;	0.0;	0.0;	1.4;	1.5333333333333334
1372634304;	1;	2599.999691;	0.0;	0.0;	262144.0;	25688.0;	0.0;	0.2;	1.4;	1.6
1372634604;	1;	2599.999691;	0.0;	0.0;	262144.0;	26736.533333333333;	0.0;	0.13333333333333333;	1.3333333333333333;	1.4666666666666666
1372634903;	1;	2599.999691;	0.0;	0.0;	262144.0;	20444.8;	0.0;	0.0;	1.4666666666666666;	1.6
1372635203;	1;	2599.999691;	0.0;	0.0;	262144.0;	19396.0;	0.0;	0.26666666666666666;	1.4;	1.4666666666666666
1372635503;	1;	2599.999691;	0.0;	0.0;	262144.0;	20969.866666666665;	0.0;	0.0;	1.4666666666666666;	1.6
1372635803;	1;	2599.999691;	0.0;	0.0;	262144.0;	21668.0;	0.0;	0.0;	1.5333333333333334;	1.6
1372636103;	1;	2599.999691;	0.0;	0.0;	262144.0;	20270.133333333335;	0.0;	0.0;	1.4666666666666666;	1.6666666666666667
