Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	83884.0;	0.0;	1.6666666666666667;	0.0;	0.0
1372630104;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	67107.2;	0.0;	1.5333333333333334;	0.0;	0.0
1372630404;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	50331.2;	0.0;	1.5333333333333334;	0.0;	0.0
1372630704;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	1.8;	0.0;	0.0
1372631004;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.5333333333333334;	0.0;	0.0
1372631304;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	27961.333333333332;	0.0;	1.6;	0.0;	0.0
1372631604;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	50331.2;	0.0;	2.0;	0.0;	0.0
1372631904;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.6666666666666667;	0.0;	0.0
1372632204;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.5333333333333334;	0.0;	0.0
1372632504;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	1.6666666666666667;	0.0;	0.0
1372632804;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	67108.53333333334;	0.0;	1.6666666666666667;	0.0;	0.0
1372633104;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	100662.93333333333;	0.0;	1.6666666666666667;	0.0;	0.0
1372633404;	2;	5199.99926;	1605.066438253333;	30.866666666666664;	8388608.0;	464167.73333333334;	35021.5;	28.133333333333333;	491.3333333333333;	5211.933333333333
1372633704;	2;	5199.99926;	4575.9993488;	88.0;	8388608.0;	1481984.8;	309.4888888888889;	48.666666666666664;	284.93333333333334;	248.33333333333334
1372634004;	2;	5199.99926;	2469.9996484999997;	47.5;	8388608.0;	1649757.0666666667;	564.7;	39.2;	219.46666666666667;	36.666666666666664
1372634304;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	945114.1333333333;	0.0;	1.6666666666666667;	0.0;	0.0
1372634604;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	139808.8;	0.0;	1.6666666666666667;	0.0;	0.0
1372634903;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	106254.93333333333;	0.0;	1.6;	0.0;	0.0
1372635203;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	167771.2;	0.0;	2.0;	0.0;	0.0
1372635503;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	39146.13333333333;	0.0;	1.6666666666666667;	0.0;	0.0
1372635803;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	39145.86666666667;	0.0;	1.5333333333333334;	0.0;	0.0
1372636103;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	1.6;	0.0;	0.0
1372636403;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	100662.13333333333;	0.0;	1.6;	0.0;	0.0
1372636703;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	150993.33333333334;	0.0;	1.5333333333333334;	0.0;	0.0
1372637004;	2;	5199.99926;	83.19998815999999;	1.6;	8388608.0;	139808.53333333333;	0.0;	2.2;	0.0;	0.0
1372637304;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	39145.86666666667;	0.0;	1.6;	0.0;	0.0
1372637604;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	44738.13333333333;	0.0;	1.7333333333333334;	0.0;	0.0
1372637904;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	39145.86666666667;	0.0;	1.5333333333333334;	0.0;	0.0
1372638204;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	1.6;	0.0;	0.0
1372638504;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	1.6666666666666667;	0.0;	0.0
1372638804;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	78292.53333333334;	0.0;	2.2666666666666666;	0.0;	0.0
1372639104;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	2.533333333333333;	0.06666666666666667;	0.06666666666666667
1372639404;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	27961.333333333332;	0.0;	1.6;	0.0;	0.0
1372639704;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.5333333333333334;	0.0;	0.0
1372640004;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.6;	0.0;	0.0
1372640304;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	1.6666666666666667;	0.0;	0.0
1372640604;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	67107.2;	0.0;	1.5333333333333334;	0.0;	0.0
1372640904;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	61514.933333333334;	0.0;	1.8666666666666667;	0.0;	0.0
1372641204;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	44738.4;	0.0;	1.4;	0.0;	0.0
1372641504;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	139809.6;	0.0;	1.5333333333333334;	0.0;	0.0
1372641804;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	33553.6;	0.0;	1.5333333333333334;	0.0;	0.0
1372642104;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	78291.73333333334;	0.0;	1.6666666666666667;	0.0;	0.0
1372642404;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	22369.066666666666;	0.0;	1.6666666666666667;	0.0;	0.0
1372642704;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	55922.666666666664;	0.0;	1.6666666666666667;	0.0;	0.0
1372643004;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	33553.6;	0.0;	1.6;	0.0;	0.0
1372643305;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	11184.533333333333;	0.0;	1.5333333333333334;	0.0;	0.0
1372643605;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.6;	0.0;	0.0
1372643905;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	67107.2;	0.0;	1.5333333333333334;	0.0;	0.0
1372644205;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	44738.13333333333;	0.0;	1.5333333333333334;	0.0;	0.0
1372644505;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	33553.6;	0.0;	1.6;	0.0;	0.0
1372644805;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.5333333333333334;	0.0;	0.0
1372645105;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	50330.4;	0.0;	1.5333333333333334;	0.0;	0.0
1372645405;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	33553.6;	0.0;	1.6;	0.0;	0.0
1372645705;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	83885.06666666667;	0.0;	1.5333333333333334;	0.0;	0.0
1372646005;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	150993.6;	9.666666666666666;	5.666666666666667;	0.06666666666666667;	0.13333333333333333
1372646305;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	33553.6;	0.0;	2.0;	0.0;	0.0
1372646605;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	111846.93333333333;	0.0;	1.6666666666666667;	0.0;	0.0
1372646905;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	67108.8;	0.0;	1.6;	0.0;	0.0
1372647205;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.6;	0.0;	0.0
1372647505;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	50330.4;	0.0;	1.6666666666666667;	0.0;	0.0
1372647805;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	61514.933333333334;	0.0;	1.6666666666666667;	0.0;	0.0
1372648105;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	145401.86666666667;	0.0;	2.3333333333333335;	0.0;	0.0
1372648405;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	50331.2;	0.0;	1.6;	0.0;	0.0
1372648705;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	1.5333333333333334;	0.0;	0.0
1372649005;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	0.0;	0.0;	1.5333333333333334;	0.0;	0.0
1372649305;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	16776.8;	0.0;	1.6666666666666667;	0.0;	0.0
1372649605;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	50331.2;	0.0;	1.6;	0.0;	0.0
1372649905;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	22369.066666666666;	0.0;	1.6;	0.0;	0.0
1372650205;	2;	5199.99926;	77.99998889999999;	1.5;	8388608.0;	44738.13333333333;	0.0;	1.5333333333333334;	0.0;	0.0
