Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	1;	2399.999729;	203.19997705533333;	8.466666666666667;	3037184.0;	411040.0;	2.1333333333333333;	156.0;	0.5333333333333333;	0.5333333333333333
1372630104;	1;	2399.999729;	183.99997922333333;	7.666666666666666;	3037184.0;	452981.6;	0.0;	137.46666666666667;	0.4666666666666667;	0.4
1372630404;	1;	2399.999729;	155.19998247533331;	6.466666666666666;	3037184.0;	377484.8;	0.0;	132.06666666666666;	0.4666666666666667;	0.4
1372630704;	1;	2399.999729;	155.19998247533331;	6.466666666666666;	3037184.0;	332746.6666666667;	0.0;	146.86666666666667;	0.4666666666666667;	0.4
1372631004;	1;	2399.999729;	195.19997795866666;	8.133333333333333;	3037184.0;	352320.26666666666;	0.0;	134.0;	0.4666666666666667;	0.4
1372631304;	1;	2399.999729;	182.399979404;	7.6;	3037184.0;	430613.06666666665;	0.0;	136.86666666666667;	0.4666666666666667;	0.4
1372631604;	1;	2399.999729;	183.99997922333333;	7.666666666666666;	3037184.0;	402651.73333333334;	0.13333333333333333;	146.6;	0.4666666666666667;	0.4
1372631904;	1;	2399.999729;	249.59997181600002;	10.4;	3037184.0;	388670.4;	0.0;	136.13333333333333;	0.5333333333333333;	0.4666666666666667
1372632204;	1;	2399.999729;	167.99998103000001;	7.0;	3037184.0;	346726.93333333335;	0.0;	135.13333333333333;	0.4666666666666667;	0.4
1372632504;	1;	2399.999729;	182.399979404;	7.6;	3037184.0;	343930.93333333335;	0.0;	142.0;	0.4666666666666667;	0.4
1372632804;	1;	2399.999729;	190.3999785006667;	7.933333333333334;	3037184.0;	355114.6666666667;	0.0;	134.53333333333333;	0.4666666666666667;	0.4
1372633104;	1;	2399.999729;	171.19998066866668;	7.133333333333334;	3037184.0;	318764.8;	0.0;	132.0;	0.4666666666666667;	0.4
1372633404;	1;	2399.999729;	163.19998157199998;	6.8;	3037184.0;	310376.5333333333;	0.0;	147.6;	0.4666666666666667;	0.4
1372633704;	1;	2399.999729;	179.19997976533332;	7.466666666666666;	3037184.0;	341134.6666666667;	0.0;	132.0;	0.4666666666666667;	0.4
1372634004;	1;	2399.999729;	145.59998355933334;	6.066666666666666;	3037184.0;	394262.6666666667;	0.13333333333333333;	134.06666666666666;	0.4666666666666667;	0.4
1372634304;	1;	2399.999729;	148.799983198;	6.2;	3037184.0;	391466.6666666667;	0.0;	144.13333333333333;	0.4666666666666667;	0.4
1372634604;	1;	2399.999729;	139.199984282;	5.8;	3037184.0;	357912.26666666666;	0.0;	133.33333333333334;	0.4666666666666667;	0.4
1372634903;	1;	2399.999729;	150.39998301733334;	6.266666666666667;	3037184.0;	304785.06666666665;	0.0;	135.06666666666666;	0.4666666666666667;	0.4
1372635203;	1;	2399.999729;	145.59998355933334;	6.066666666666666;	3037184.0;	338340.0;	0.0;	144.6;	0.4666666666666667;	0.4
1372635503;	1;	2399.999729;	126.39998572733333;	5.266666666666667;	3037184.0;	383077.6;	0.0;	135.26666666666668;	0.4666666666666667;	0.4
1372635803;	1;	2399.999729;	167.99998103000001;	7.0;	3037184.0;	366301.06666666665;	0.0;	136.6;	0.4666666666666667;	0.4
1372636103;	1;	2399.999729;	155.19998247533331;	6.466666666666666;	3037184.0;	307580.5333333333;	0.0;	140.0;	1.0;	0.6666666666666666
1372636403;	1;	2399.999729;	151.9999828366667;	6.333333333333334;	3037184.0;	315969.6;	0.0;	142.2;	0.6;	0.4666666666666667
1372636703;	1;	2399.999729;	134.399984824;	5.6;	3037184.0;	360708.0;	0.0;	135.26666666666668;	0.4666666666666667;	0.4
1372637004;	1;	2399.999729;	156.7999822946667;	6.533333333333334;	3037184.0;	374689.6;	0.2;	159.53333333333333;	0.4666666666666667;	0.4
1372637304;	1;	2399.999729;	153.599982656;	6.4;	3037184.0;	357912.8;	0.0;	136.73333333333332;	0.4666666666666667;	0.4
1372637604;	1;	2399.999729;	140.79998410133334;	5.866666666666666;	3037184.0;	419429.3333333333;	0.13333333333333333;	139.26666666666668;	0.4666666666666667;	0.4
1372637904;	1;	2399.999729;	145.59998355933334;	6.066666666666666;	3037184.0;	425020.8;	0.2;	139.73333333333335;	0.4666666666666667;	0.4
1372638204;	1;	2399.999729;	143.99998374;	6.0;	3037184.0;	419428.0;	0.0;	136.13333333333333;	0.4666666666666667;	0.4
1372638504;	1;	2399.999729;	164.79998139133335;	6.866666666666666;	3037184.0;	419428.26666666666;	0.0;	132.2;	0.4666666666666667;	0.4
1372638804;	1;	2399.999729;	153.599982656;	6.4;	3037184.0;	394262.4;	0.13333333333333333;	148.13333333333333;	0.4666666666666667;	0.4
1372639104;	1;	2399.999729;	134.399984824;	5.6;	3037184.0;	385873.6;	0.0;	136.0;	0.4666666666666667;	0.4
1372639404;	1;	2399.999729;	145.59998355933334;	6.066666666666666;	3037184.0;	332746.4;	0.0;	131.73333333333332;	0.4666666666666667;	0.4
1372639704;	1;	2399.999729;	183.99997922333333;	7.666666666666666;	3037184.0;	374690.6666666667;	0.0;	138.73333333333332;	0.4666666666666667;	0.4
1372640004;	1;	2399.999729;	167.99998103000001;	7.0;	3037184.0;	452983.2;	0.0;	134.66666666666669;	0.4666666666666667;	0.4
1372640304;	1;	2399.999729;	164.79998139133335;	6.866666666666666;	3037184.0;	525684.2666666667;	0.0;	135.6;	0.4666666666666667;	0.4
1372640604;	1;	2399.999729;	135.9999846433333;	5.666666666666666;	3037184.0;	422224.5333333333;	0.0;	147.4;	0.4666666666666667;	0.4
1372640904;	1;	2399.999729;	142.39998392066667;	5.933333333333334;	3037184.0;	388670.13333333336;	0.0;	136.6;	0.4666666666666667;	0.4
1372641204;	1;	2399.999729;	257.59997091266666;	10.733333333333333;	3037184.0;	397058.93333333335;	9.733333333333334;	277.6;	0.4666666666666667;	0.4
1372641504;	1;	2399.999729;	139.199984282;	5.8;	3037184.0;	553647.2;	0.0;	145.86666666666667;	0.4666666666666667;	0.4
1372641804;	1;	2399.999729;	134.399984824;	5.6;	3037184.0;	349523.73333333334;	0.0;	133.13333333333333;	0.4666666666666667;	0.4
1372642104;	1;	2399.999729;	129.59998536600003;	5.4;	3037184.0;	310376.8;	0.0;	137.26666666666668;	0.4666666666666667;	0.4
1372642404;	1;	2399.999729;	151.9999828366667;	6.333333333333334;	3037184.0;	335542.4;	0.06666666666666667;	147.4;	0.4666666666666667;	0.4
1372642704;	1;	2399.999729;	127.99998554666668;	5.333333333333334;	3037184.0;	352320.0;	0.0;	134.93333333333334;	0.4666666666666667;	0.4
1372643005;	1;	2399.999729;	135.9999846433333;	5.666666666666666;	3037184.0;	352319.2;	0.0;	132.2;	0.4666666666666667;	0.4
1372643305;	1;	2399.999729;	158.39998211399998;	6.6;	3037184.0;	357912.5333333333;	0.13333333333333333;	141.53333333333333;	0.4666666666666667;	0.4
1372643605;	1;	2399.999729;	140.79998410133334;	5.866666666666666;	3037184.0;	394264.0;	0.0;	132.33333333333334;	0.4666666666666667;	0.4
1372643905;	1;	2399.999729;	148.799983198;	6.2;	3037184.0;	318765.6;	0.0;	137.4;	0.4666666666666667;	0.4
1372644205;	1;	2399.999729;	270.39996946733334;	11.266666666666667;	3037184.0;	478148.0;	0.06666666666666667;	200.33333333333331;	0.4666666666666667;	0.6666666666666666
1372644505;	1;	2399.999729;	163.19998157199998;	6.8;	3037184.0;	553645.6;	0.0;	135.2;	0.4666666666666667;	0.4
1372644805;	1;	2399.999729;	451.199949052;	18.8;	3037184.0;	478148.26666666666;	90.6;	974.6666666666667;	121.86666666666666;	3.466666666666667
1372645105;	1;	2399.999729;	164.79998139133335;	6.866666666666666;	3037184.0;	687864.0;	1.8666666666666667;	142.20000000000002;	0.4666666666666667;	0.4
1372645405;	1;	2399.999729;	166.39998121066665;	6.933333333333334;	3037184.0;	452982.4;	0.13333333333333333;	132.26666666666665;	0.4666666666666667;	0.4
1372645705;	1;	2399.999729;	155.19998247533331;	6.466666666666666;	3037184.0;	427816.8;	0.0;	133.26666666666668;	0.4666666666666667;	0.4
1372646005;	1;	2399.999729;	180.7999795846667;	7.533333333333334;	3037184.0;	352320.0;	0.0;	143.86666666666667;	0.4666666666666667;	0.4
1372646305;	1;	2399.999729;	190.3999785006667;	7.933333333333334;	3037184.0;	349524.5333333333;	0.0;	132.33333333333334;	0.5333333333333333;	0.4666666666666667
