Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	8;	20799.991752;	76.266636424;	0.36666666666666664;	3.2729088E7;	0.0;	0.06666666666666667;	2.533333333333333;	0.0;	1.4
1372630104;	8;	20799.991752;	69.33330584000001;	0.33333333333333337;	3.2729088E7;	0.0;	0.0;	0.7333333333333333;	0.0;	1.0
1372630404;	8;	20799.991752;	72.799971132;	0.35;	3.2729088E7;	0.0;	0.0;	0.8;	0.0;	1.0
1372630704;	8;	20799.991752;	69.33330584000001;	0.33333333333333337;	3.2729088E7;	0.0;	0.0;	0.7333333333333333;	0.0;	1.0
1372631004;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	1.0;	0.0;	1.0
1372631304;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	134217.6;	0.0;	0.5333333333333333;	0.0;	1.0
1372631604;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	111848.0;	0.0;	0.8;	0.0;	1.0
1372631904;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	134217.6;	0.0;	1.0;	0.0;	1.0
1372632204;	8;	20799.991752;	74.533303778;	0.35833333333333334;	3.2729088E7;	44739.2;	0.0;	1.0666666666666667;	0.0;	1.0
1372632504;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	0.7333333333333333;	0.0;	1.0
1372632804;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	0.6;	0.0;	1.0
1372633104;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	178956.8;	0.0;	0.9333333333333333;	0.0;	1.2
1372633404;	8;	20799.991752;	76.266636424;	0.36666666666666664;	3.2729088E7;	201326.4;	0.26666666666666666;	2.4;	0.0;	1.2666666666666666
1372633704;	8;	20799.991752;	74.533303778;	0.35833333333333334;	3.2729088E7;	111848.0;	0.0;	7.6;	0.2;	1.1333333333333333
1372634004;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	178956.8;	0.0;	0.6666666666666666;	0.0;	1.0
1372634304;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	67108.8;	0.0;	0.7333333333333333;	0.0;	1.0
1372634604;	8;	20799.991752;	72.799971132;	0.35;	3.2729088E7;	134217.6;	0.0;	0.8;	0.0;	1.0
1372634903;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	67108.8;	0.0;	0.8;	0.0;	1.0
1372635203;	8;	20799.991752;	69.33330584000001;	0.33333333333333337;	3.2729088E7;	0.0;	0.06666666666666667;	1.0666666666666667;	0.0;	1.0
1372635503;	8;	20799.991752;	72.799971132;	0.35;	3.2729088E7;	0.0;	0.0;	0.6666666666666666;	0.0;	1.0
1372635803;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1372636103;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1372636403;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	1.0666666666666667;	0.0;	1.0
1372636703;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	0.7333333333333333;	0.0;	1.1333333333333333
1372637004;	8;	20799.991752;	76.266636424;	0.36666666666666664;	3.2729088E7;	67108.8;	0.0;	2.2;	0.0;	1.3333333333333333
1372637304;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	0.7333333333333333;	0.0;	1.0
1372637604;	8;	20799.991752;	72.799971132;	0.35;	3.2729088E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1372637904;	8;	20799.991752;	72.799971132;	0.35;	3.2729088E7;	0.0;	0.0;	0.9333333333333333;	0.0;	1.0
1372638204;	8;	20799.991752;	72.799971132;	0.35;	3.2729088E7;	0.0;	0.0;	0.8;	0.0;	1.0
1372638504;	8;	20799.991752;	74.533303778;	0.35833333333333334;	3.2729088E7;	0.0;	0.0;	0.6666666666666666;	0.0;	1.0
1372638804;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	1.2;	0.0;	1.0
1372639104;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	0.8;	0.0;	1.0
1372639404;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	7.533333333333333;	0.2;	1.1333333333333333
1372639704;	8;	20799.991752;	72.799971132;	0.35;	3.2729088E7;	0.0;	0.0;	0.7333333333333333;	0.0;	1.0
1372640004;	8;	20799.991752;	69.33330584000001;	0.33333333333333337;	3.2729088E7;	0.0;	0.0;	0.6;	0.0;	1.0
1372640304;	8;	20799.991752;	72.799971132;	0.35;	3.2729088E7;	0.0;	0.0;	0.7333333333333333;	0.0;	1.1333333333333333
1372640604;	8;	20799.991752;	77.99996907;	0.375;	3.2729088E7;	0.0;	0.06666666666666667;	2.6;	0.0;	1.3333333333333333
1372640904;	8;	20799.991752;	69.33330584000001;	0.33333333333333337;	3.2729088E7;	0.0;	0.0;	0.8666666666666667;	0.0;	1.0
1372641204;	8;	20799.991752;	71.06663848599999;	0.3416666666666666;	3.2729088E7;	0.0;	0.0;	0.6;	0.0;	1.0
