Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	1;	2925.999494;	210.67196356800002;	7.2;	2097152.0;	696253.0666666667;	1731.6666666666667;	151.4;	0.0;	0.0
1372630104;	1;	2925.999494;	103.38531545466667;	3.533333333333333;	2097152.0;	570424.2666666667;	0.0;	4.8;	0.0;	0.0
1372630404;	1;	2925.999494;	117.03997976000001;	4.0;	2097152.0;	445992.5333333333;	0.0;	6.866666666666666;	0.0;	0.0
1372630704;	1;	2925.999494;	111.18798077199999;	3.8;	2097152.0;	378882.93333333335;	0.2;	5.533333333333333;	0.0;	0.0
1372631004;	1;	2925.999494;	103.38531545466667;	3.533333333333333;	2097152.0;	457176.8;	2.066666666666667;	4.333333333333333;	0.0;	0.0
1372631304;	1;	2925.999494;	111.18798077199999;	3.8;	2097152.0;	434807.4666666667;	0.0;	4.866666666666666;	0.0;	0.0
1372631604;	1;	2925.999494;	159.95463900533332;	5.466666666666666;	2097152.0;	395660.8;	13.266666666666667;	6.666666666666667;	10.866666666666667;	160.93333333333334
1372631904;	1;	2925.999494;	120.94131241866666;	4.133333333333333;	2097152.0;	595589.3333333334;	0.0;	5.866666666666666;	0.8666666666666667;	0.0
1372632204;	1;	2925.999494;	122.89197874800001;	4.2;	2097152.0;	416631.73333333334;	0.0;	5.866666666666666;	0.0;	0.0
1372632504;	1;	2925.999494;	99.483982796;	3.4;	2097152.0;	434807.4666666667;	0.0;	5.133333333333334;	0.0;	0.0
1372632804;	1;	2925.999494;	126.79331140666667;	4.333333333333333;	2097152.0;	441798.13333333336;	0.0;	4.733333333333333;	0.0;	0.0
1372633104;	1;	2925.999494;	113.13864710133333;	3.8666666666666667;	2097152.0;	401252.26666666666;	0.26666666666666666;	4.933333333333334;	0.0;	0.0
1372633404;	1;	2925.999494;	109.23731444266667;	3.733333333333333;	2097152.0;	464167.4666666667;	23.666666666666668;	5.8;	0.0;	0.0
1372633704;	1;	2925.999494;	120.94131241866666;	4.133333333333333;	2097152.0;	405447.4666666667;	0.0;	5.6;	0.0;	0.0
1372634004;	1;	2925.999494;	105.33598178400001;	3.6;	2097152.0;	415234.4;	0.0;	6.133333333333334;	0.0;	0.0
1372634304;	1;	2925.999494;	122.89197874800001;	4.2;	2097152.0;	409641.06666666665;	0.0;	5.533333333333333;	0.0;	0.0
1372634604;	1;	2925.999494;	115.08931343066666;	3.933333333333333;	2097152.0;	394262.4;	0.0;	5.6;	0.0;	0.0
1372634903;	1;	2925.999494;	107.28664811333334;	3.666666666666667;	2097152.0;	506110.6666666667;	0.0;	5.333333333333333;	0.0;	0.0
1372635203;	1;	2925.999494;	113.13864710133333;	3.8666666666666667;	2097152.0;	430613.06666666665;	0.26666666666666666;	5.133333333333334;	0.0;	0.0
1372635503;	1;	2925.999494;	118.99064608933332;	4.066666666666666;	2097152.0;	366300.5333333333;	0.0;	5.0;	0.0;	0.0
1372635803;	1;	2925.999494;	111.18798077199999;	3.8;	2097152.0;	406845.6;	0.0;	4.666666666666667;	0.0;	0.0
1372636103;	1;	2925.999494;	107.28664811333334;	3.666666666666667;	2097152.0;	426418.6666666667;	0.0;	5.0;	0.0;	0.0
1372636403;	1;	2925.999494;	105.33598178400001;	3.6;	2097152.0;	405447.4666666667;	0.0;	4.8;	0.0;	0.0
1372636703;	1;	2925.999494;	101.43464912533335;	3.466666666666667;	2097152.0;	471158.13333333336;	0.0;	5.466666666666667;	0.0;	0.0
1372637004;	1;	2925.999494;	210.67196356800002;	7.2;	2097152.0;	773148.8;	402.26666666666665;	10.200000000000001;	0.0;	0.0
1372637304;	1;	2925.999494;	101.43464912533335;	3.466666666666667;	2097152.0;	746584.8;	0.8;	4.866666666666666;	0.0;	0.0
1372637604;	1;	2925.999494;	118.99064608933332;	4.066666666666666;	2097152.0;	457177.6;	0.0;	4.8;	0.0;	0.0
1372637904;	1;	2925.999494;	105.33598178400001;	3.6;	2097152.0;	373289.6;	1.8;	4.866666666666666;	0.0;	0.0
1372638204;	1;	2925.999494;	111.18798077199999;	3.8;	2097152.0;	436205.6;	0.0;	4.733333333333333;	0.0;	0.0
1372638504;	1;	2925.999494;	97.53331646666666;	3.333333333333333;	2097152.0;	448788.8;	0.06666666666666667;	4.466666666666667;	0.0;	0.0
1372638804;	1;	2925.999494;	115.08931343066666;	3.933333333333333;	2097152.0;	406844.8;	1.2666666666666666;	5.133333333333334;	0.0;	0.0
1372639104;	1;	2925.999494;	883.6518471879999;	30.2;	2097152.0;	645920.8;	1024.0;	776.4666666666667;	0.0;	0.0
1372639404;	1;	2925.999494;	118.99064608933332;	4.066666666666666;	2097152.0;	707437.3333333334;	9.866666666666667;	5.866666666666666;	0.0;	0.0
1372639704;	1;	2925.999494;	101.43464912533335;	3.466666666666667;	2097152.0;	490732.8;	0.13333333333333333;	6.4;	0.0;	0.0
1372640004;	1;	2925.999494;	126.79331140666667;	4.333333333333333;	2097152.0;	478149.6;	9.133333333333333;	6.133333333333334;	0.0;	0.0
1372640304;	1;	2925.999494;	115.08931343066666;	3.933333333333333;	2097152.0;	458574.93333333335;	0.26666666666666666;	5.866666666666666;	0.0;	0.0
1372640604;	1;	2925.999494;	109.23731444266667;	3.733333333333333;	2097152.0;	423622.4;	0.26666666666666666;	6.266666666666667;	0.0;	0.0
1372640904;	1;	2925.999494;	115.08931343066666;	3.933333333333333;	2097152.0;	420826.13333333336;	0.0;	6.066666666666666;	0.0;	0.0
1372641204;	1;	2925.999494;	109.23731444266667;	3.733333333333333;	2097152.0;	412437.3333333333;	0.0;	7.133333333333334;	0.0;	0.0
1372641504;	1;	2925.999494;	107.28664811333334;	3.666666666666667;	2097152.0;	395659.73333333334;	0.06666666666666667;	5.8;	0.0;	0.0
1372641804;	1;	2925.999494;	107.28664811333334;	3.666666666666667;	2097152.0;	440400.0;	0.4;	6.466666666666667;	0.0;	0.0
1372642104;	1;	2925.999494;	103.38531545466667;	3.533333333333333;	2097152.0;	426418.6666666667;	0.0;	6.133333333333334;	0.0;	0.0
1372642404;	1;	2925.999494;	113.13864710133333;	3.8666666666666667;	2097152.0;	455778.6666666667;	0.0;	6.133333333333334;	0.0;	0.0
1372642704;	1;	2925.999494;	107.28664811333334;	3.666666666666667;	2097152.0;	380281.06666666665;	0.0;	6.733333333333333;	0.0;	0.0
1372643005;	1;	2925.999494;	95.58265013733335;	3.266666666666667;	2097152.0;	436204.8;	0.0;	6.066666666666666;	0.0;	0.0
1372643305;	1;	2925.999494;	117.03997976000001;	4.0;	2097152.0;	394261.6;	0.0;	6.4;	0.0;	0.0
1372643605;	1;	2925.999494;	107.28664811333334;	3.666666666666667;	2097152.0;	430613.06666666665;	0.0;	6.2;	0.0;	0.0
1372643905;	1;	2925.999494;	115.08931343066666;	3.933333333333333;	2097152.0;	473954.4;	1.7333333333333334;	6.533333333333333;	0.0;	0.0
1372644205;	1;	2925.999494;	107.28664811333334;	3.666666666666667;	2097152.0;	419428.0;	3.933333333333333;	6.266666666666667;	0.0;	0.0
1372644505;	1;	2925.999494;	107.28664811333334;	3.666666666666667;	2097152.0;	440399.2;	0.9333333333333333;	5.866666666666666;	0.0;	0.0
1372644805;	1;	2925.999494;	115.08931343066666;	3.933333333333333;	2097152.0;	476750.6666666667;	2.0;	6.4;	0.0;	0.0
1372645105;	1;	2925.999494;	118.99064608933332;	4.066666666666666;	2097152.0;	392864.26666666666;	0.4;	5.8;	0.0;	0.0
1372645405;	1;	2925.999494;	109.23731444266667;	3.733333333333333;	2097152.0;	452983.2;	0.0;	5.466666666666667;	0.0;	0.0
1372645705;	1;	2925.999494;	181.41196862800004;	6.2;	2097152.0;	679474.9333333333;	54.93333333333333;	13.666666666666666;	0.0;	0.4
