Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	2;	5199.997934;	481.8664752173333;	9.266666666666666;	8364032.0;	452983.4666666667;	2883.2;	102.4;	120.66666666666667;	670.0
1372630104;	2;	5199.997934;	1832.1326054126666;	35.233333333333334;	8364032.0;	3534398.933333333;	11620.133333333333;	79.66666666666666;	83.93333333333334;	4558.8
1372630404;	2;	5199.997934;	1390.1327810226667;	26.733333333333334;	8364032.0;	4300557.866666666;	10997.266666666666;	75.86666666666667;	65.06666666666666;	4838.333333333333
1372630704;	2;	5199.997934;	1338.1328016826667;	25.733333333333334;	8364032.0;	4585770.4;	9250.4;	77.19999999999999;	69.53333333333333;	5505.333333333333
1372631004;	2;	5199.997934;	1689.99932855;	32.5;	8364032.0;	4602547.2;	12905.800000000001;	78.26666666666665;	70.2;	5591.933333333333
1372631304;	2;	5199.997934;	1542.666053753333;	29.666666666666664;	8364032.0;	4742357.6;	14544.800000000001;	273.0;	65.66666666666667;	5396.533333333334
1372631604;	2;	5199.997934;	1887.599250042;	36.3;	8364032.0;	5413446.133333334;	10512.0;	83.73333333333332;	66.66666666666667;	5274.4
1372631904;	2;	5199.997934;	3088.7987727960003;	59.4;	8364032.0;	4367667.2;	12354.8;	107.19999999999999;	62.6;	4747.733333333334
1372632204;	2;	5199.997934;	2001.9992045899999;	38.5;	8364032.0;	4664064.8;	8880.733333333334;	76.33333333333334;	69.6;	5512.6
1372632504;	2;	5199.997934;	1403.99944218;	27.0;	8364032.0;	4110416.0;	6503.533333333333;	69.06666666666666;	71.66666666666667;	5710.533333333334
1372632804;	2;	5199.997934;	1402.2661095353333;	26.966666666666665;	8364032.0;	3590321.6;	6419.6;	70.4;	69.8;	5624.4
1372633104;	2;	5199.997934;	1521.8660620173332;	29.266666666666666;	8364032.0;	3909088.8;	7059.0;	74.06666666666666;	81.66666666666667;	6299.133333333333
1372633404;	2;	5199.997934;	2014.1325331026667;	38.733333333333334;	8364032.0;	3942644.0;	9983.066666666668;	85.60000000000001;	71.2;	5618.4
1372633704;	2;	5199.997934;	1483.7327438346665;	28.533333333333335;	8364032.0;	4429183.2;	6596.8;	72.39999999999999;	72.8;	5685.066666666667
