Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	2;	5851.999164;	216.523969068;	3.7;	8353792.0;	732602.9333333333;	188.6;	133.26666666666665;	2.1333333333333333;	17.333333333333332
1372630104;	2;	5851.999164;	239.93196572399995;	4.1;	8353792.0;	749380.8;	1100.0666666666668;	162.93333333333334;	0.5333333333333333;	5.0
1372630404;	2;	5851.999164;	230.17863378399997;	3.933333333333333;	8353792.0;	771750.4;	172.8666666666667;	112.80000000000001;	0.4;	1.8
1372630704;	2;	5851.999164;	210.671969904;	3.6;	8353792.0;	760566.4;	168.53846153846152;	111.38461538461537;	0.4;	2.0
1372631004;	2;	5851.999164;	380.37994566000003;	6.5;	8353792.0;	905968.0;	210.50000000000003;	138.2;	0.13333333333333333;	4.333333333333333
1372631304;	2;	5851.999164;	195.06663879999996;	3.333333333333333;	8353792.0;	917152.2666666667;	1084.3333333333333;	115.73333333333333;	0.4666666666666667;	1.8666666666666667
1372631604;	2;	5851.999164;	171.65864214399997;	2.933333333333333;	8353792.0;	777342.4;	171.4;	110.06666666666666;	0.3333333333333333;	1.7333333333333334
1372631904;	2;	5851.999164;	224.32663461999996;	3.833333333333333;	8353792.0;	766158.4;	1130.0000000000002;	120.6;	0.6;	4.933333333333334
1372632204;	2;	5851.999164;	193.11597241199996;	3.3;	8353792.0;	643124.8;	175.46666666666664;	113.73333333333333;	0.3333333333333333;	1.7333333333333334
1372632504;	2;	5851.999164;	175.55997491999997;	3.0;	8353792.0;	799712.0;	175.4;	110.06666666666666;	0.4666666666666667;	1.9333333333333333
1372632804;	2;	5851.999164;	179.461307696;	3.066666666666667;	8353792.0;	704641.0666666667;	200.06666666666666;	120.2;	0.4;	4.2
1372633104;	2;	5851.999164;	234.07996656;	4.0;	8353792.0;	760565.3333333334;	1085.3333333333335;	113.53333333333333;	0.4;	1.8
1372633404;	2;	5851.999164;	474.011932284;	8.1;	8353792.0;	1196772.0;	3139.8;	462.06666666666666;	43.86666666666667;	314.6
