Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	2;	5851.999076;	731.4998845;	12.5;	1041596.0;	322960.0;	1.4;	593.5333333333333;	15.933333333333334;	17.4
1372630104;	2;	5851.999076;	766.611878956;	13.1;	1041596.0;	329251.2;	0.0;	599.0;	23.2;	14.666666666666666
1372630404;	2;	5851.999076;	684.6838918919999;	11.7;	1041596.0;	306881.3333333333;	0.0;	591.1333333333333;	14.6;	12.666666666666666
1372630704;	2;	5851.999076;	762.7105462386667;	13.033333333333333;	1041596.0;	313872.5333333333;	0.0;	598.3333333333334;	21.533333333333335;	14.6
1372631004;	2;	5851.999076;	747.1052153693335;	12.766666666666667;	1041596.0;	327852.8;	0.0;	589.4666666666667;	42.333333333333336;	13.6
1372631304;	2;	5851.999076;	797.8225406946667;	13.633333333333333;	1041596.0;	329949.86666666664;	0.0;	607.5333333333333;	36.6;	15.133333333333333
1372631604;	2;	5851.999076;	747.1052153693335;	12.766666666666667;	1041596.0;	350221.86666666664;	0.0;	596.2666666666667;	40.06666666666667;	13.533333333333333
1372631904;	2;	5851.999076;	897.3065249866667;	15.333333333333332;	1041596.0;	332746.13333333336;	0.4;	621.2666666666667;	30.333333333333332;	15.533333333333333
1372632204;	2;	5851.999076;	868.0465296066666;	14.833333333333332;	1041596.0;	360707.4666666667;	0.0;	591.5333333333333;	14.466666666666667;	12.533333333333333
1372632504;	2;	5851.999076;	770.5132116733334;	13.166666666666668;	1041596.0;	301987.2;	0.0;	597.1333333333333;	23.733333333333334;	14.733333333333333
1372632804;	2;	5851.999076;	719.7958863480001;	12.3;	1041596.0;	336240.5333333333;	0.0;	597.6666666666666;	22.733333333333334;	12.866666666666667
1372633104;	2;	5851.999076;	815.3785379226666;	13.933333333333332;	1041596.0;	313173.06666666665;	0.0;	600.2;	41.2;	15.533333333333333
1372633404;	2;	5851.999076;	692.4865573266667;	11.833333333333332;	1041596.0;	333444.26666666666;	0.0;	591.6666666666666;	14.933333333333334;	12.4
1372633704;	2;	5851.999076;	770.5132116733334;	13.166666666666668;	1041596.0;	345328.8;	0.0;	599.0666666666667;	23.133333333333333;	14.666666666666666
1372634004;	2;	5851.999076;	663.2265619466666;	11.333333333333332;	1041596.0;	334144.0;	0.0;	585.3333333333334;	14.466666666666667;	12.466666666666667
1372634304;	2;	5851.999076;	770.5132116733334;	13.166666666666668;	1041596.0;	334144.5333333333;	0.0;	584.6666666666666;	21.666666666666668;	14.466666666666667
1372634604;	2;	5851.999076;	749.0558817280001;	12.8;	1041596.0;	340437.06666666665;	0.0;	606.9333333333333;	42.266666666666666;	13.6
1372634903;	2;	5851.999076;	793.9212079773334;	13.566666666666668;	1041596.0;	330650.13333333336;	0.0;	589.2666666666667;	36.6;	15.133333333333333
