Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	1;	2925.999717;	335.51463421600005;	11.466666666666667;	261420.0;	105030.13333333333;	0.0;	0.4;	4695.733333333334;	4708.066666666667
1372630104;	1;	2925.999717;	304.30397056800007;	10.4;	261420.0;	101710.4;	0.0;	0.26666666666666666;	4594.4;	4607.866666666667
1372630404;	1;	2925.999717;	306.254637046;	10.466666666666667;	261420.0;	101011.2;	0.0;	0.4;	4835.866666666667;	4849.866666666667
1372630704;	1;	2925.999717;	298.45197113399996;	10.2;	261420.0;	97515.2;	0.0;	0.13333333333333333;	4543.533333333334;	4556.533333333334
1372631004;	1;	2925.999717;	343.317300128;	11.733333333333333;	261420.0;	90700.0;	0.0;	0.3333333333333333;	5180.333333333333;	5195.533333333334
1372631304;	1;	2925.999717;	374.52796377600004;	12.8;	261420.0;	91224.0;	0.0;	0.26666666666666666;	5876.066666666667;	5892.866666666667
1372631604;	1;	2925.999717;	329.662634782;	11.266666666666667;	261420.0;	101709.6;	0.0;	0.3333333333333333;	4927.4;	4942.066666666667
1372631904;	1;	2925.999717;	339.415967172;	11.6;	261420.0;	113244.8;	0.0;	0.3333333333333333;	5078.4;	5093.533333333334
1372632204;	1;	2925.999717;	345.2679666060001;	11.8;	261420.0;	113069.86666666667;	0.0;	0.26666666666666666;	5412.6;	5428.4
1372632504;	1;	2925.999717;	362.82396490800005;	12.4;	261420.0;	102934.13333333333;	0.0;	0.13333333333333333;	5821.0;	5837.666666666667
1372632804;	1;	2925.999717;	374.52796377600004;	12.8;	261420.0;	104332.0;	0.0;	0.3333333333333333;	6032.266666666666;	6048.933333333333
1372633104;	1;	2925.999717;	349.16929956199994;	11.933333333333332;	261420.0;	102408.53333333334;	0.0;	0.2;	5381.533333333334;	5396.133333333333
1372633404;	1;	2925.999717;	349.16929956199994;	11.933333333333332;	261420.0;	99613.06666666667;	0.0;	0.4666666666666667;	5369.6;	5384.8
1372633704;	1;	2925.999717;	355.021298996;	12.133333333333333;	261420.0;	107826.66666666667;	0.0;	0.4;	5698.066666666667;	5714.066666666667
1372634004;	1;	2925.999717;	325.761301826;	11.133333333333333;	261420.0;	98389.33333333333;	0.0;	0.26666666666666666;	5039.333333333333;	5053.866666666667
1372634304;	1;	2925.999717;	358.922631952;	12.266666666666667;	261420.0;	101009.86666666667;	0.0;	0.13333333333333333;	5770.0;	5785.933333333333
1372634604;	1;	2925.999717;	341.3666336500001;	11.666666666666668;	261420.0;	98389.6;	0.0;	0.26666666666666666;	5177.866666666667;	5192.6
1372634903;	1;	2925.999717;	331.61330126;	11.333333333333332;	261420.0;	97340.0;	0.0;	0.4;	5131.266666666666;	5145.6
1372635203;	1;	2925.999717;	364.774631386;	12.466666666666667;	261420.0;	97515.2;	0.0;	0.26666666666666666;	5782.666666666667;	5799.133333333333
1372635503;	1;	2925.999717;	356.971965474;	12.2;	261420.0;	110098.4;	0.0;	0.4;	5711.0;	5726.733333333334
1372635803;	1;	2925.999717;	351.11996604;	12.0;	261420.0;	107826.13333333333;	0.0;	0.13333333333333333;	5653.2;	5668.933333333333
1372636103;	1;	2925.999717;	349.16929956199994;	11.933333333333332;	261420.0;	114817.6;	0.0;	0.26666666666666666;	5356.133333333333;	5371.533333333334
1372636403;	1;	2925.999717;	378.429296732;	12.933333333333332;	261420.0;	100311.73333333334;	0.0;	0.2;	6189.133333333333;	6207.4
1372636703;	1;	2925.999717;	323.81063534800006;	11.066666666666668;	261420.0;	102059.73333333334;	0.0;	0.26666666666666666;	4801.8;	4817.266666666666
1372637004;	1;	2925.999717;	327.711968304;	11.2;	261420.0;	96816.8;	0.0;	0.26666666666666666;	4822.4;	4838.8
1372637304;	1;	2925.999717;	323.81063534800006;	11.066666666666668;	261420.0;	97516.0;	0.0;	0.3333333333333333;	4858.333333333333;	4875.066666666667
1372637604;	1;	2925.999717;	317.95863591400007;	10.866666666666667;	261420.0;	97165.6;	0.0;	0.26666666666666666;	4646.466666666666;	4662.466666666666
1372637904;	1;	2925.999717;	323.81063534800006;	11.066666666666668;	261420.0;	102059.2;	0.0;	0.26666666666666666;	4750.2;	4766.266666666666
1372638204;	1;	2925.999717;	321.85996887;	11.0;	261420.0;	106603.2;	0.0;	0.2;	4796.6;	4812.733333333334
1372638504;	1;	2925.999717;	356.971965474;	12.2;	261420.0;	105205.06666666667;	0.0;	0.3333333333333333;	5689.8;	5707.8
1372638804;	1;	2925.999717;	351.11996604;	12.0;	261420.0;	113419.2;	0.0;	0.4;	5281.133333333333;	5298.733333333334
1372639104;	1;	2925.999717;	329.662634782;	11.266666666666667;	261420.0;	104507.2;	0.0;	0.3333333333333333;	4786.0;	4802.8
1372639404;	1;	2925.999717;	347.21863308400003;	11.866666666666667;	261420.0;	99612.53333333334;	0.0;	0.26666666666666666;	5074.866666666667;	5095.133333333333
1372639704;	1;	2925.999717;	339.415967172;	11.6;	261420.0;	100136.8;	0.0;	0.3333333333333333;	4881.666666666667;	4900.6
1372640004;	1;	2925.999717;	349.16929956199994;	11.933333333333332;	261420.0;	102234.4;	0.0;	0.3333333333333333;	5191.933333333333;	5212.733333333334
1372640304;	1;	2925.999717;	392.083962078;	13.4;	261420.0;	110623.2;	0.0;	0.2;	5750.533333333334;	5774.933333333333
1372640604;	1;	2925.999717;	405.738627424;	13.866666666666667;	261420.0;	103807.2;	0.0;	0.4;	5836.2;	5862.733333333334
1372640904;	1;	2925.999717;	401.837294468;	13.733333333333333;	261420.0;	102583.46666666666;	0.0;	0.2;	5915.133333333333;	5939.466666666666
1372641204;	1;	2925.999717;	374.52796377600004;	12.8;	261420.0;	98389.86666666667;	0.0;	0.2;	5772.8;	5793.733333333334
1372641504;	1;	2925.999717;	364.774631386;	12.466666666666667;	261420.0;	108350.13333333333;	0.0;	0.26666666666666666;	5380.066666666667;	5401.933333333333
1372641804;	1;	2925.999717;	450.603956418;	15.4;	261420.0;	103806.93333333333;	0.0;	0.26666666666666666;	6062.466666666666;	6093.533333333334
1372642104;	1;	2925.999717;	382.33062968800004;	13.066666666666668;	261420.0;	112720.8;	0.0;	0.2;	5694.866666666667;	5723.0
1372642404;	1;	2925.999717;	415.491959814;	14.2;	261420.0;	98389.06666666667;	0.0;	0.2;	5840.133333333333;	5868.266666666666
1372642704;	1;	2925.999717;	401.837294468;	13.733333333333333;	261420.0;	97166.13333333333;	0.0;	0.3333333333333333;	6140.266666666666;	6164.866666666667
1372643004;	1;	2925.999717;	380.37996320999997;	13.0;	261420.0;	97864.53333333334;	0.0;	0.2;	5474.4;	5493.733333333334
1372643305;	1;	2925.999717;	351.11996604;	12.0;	261420.0;	108351.46666666666;	0.0;	0.26666666666666666;	5473.866666666667;	5491.533333333334
1372643605;	1;	2925.999717;	372.57729729799996;	12.733333333333333;	261420.0;	105730.4;	0.0;	0.26666666666666666;	5792.333333333333;	5811.2
1372643905;	1;	2925.999717;	335.51463421600005;	11.466666666666667;	261420.0;	107476.8;	0.0;	0.26666666666666666;	5060.866666666667;	5077.733333333334
1372644205;	1;	2925.999717;	329.662634782;	11.266666666666667;	261420.0;	102235.2;	0.0;	0.4;	4923.0;	4939.8
1372644505;	1;	2925.999717;	345.2679666060001;	11.8;	261420.0;	112720.0;	0.0;	0.2;	5136.333333333333;	5153.8
1372644805;	1;	2925.999717;	345.2679666060001;	11.8;	261420.0;	102235.2;	0.0;	0.2;	5206.733333333334;	5224.466666666666
1372645105;	1;	2925.999717;	335.51463421600005;	11.466666666666667;	261420.0;	100137.6;	0.0;	0.3333333333333333;	5026.933333333333;	5043.866666666667
1372645405;	1;	2925.999717;	356.971965474;	12.2;	261420.0;	111321.86666666667;	0.0;	0.2;	5439.2;	5457.6
1372645705;	1;	2925.999717;	368.675964342;	12.6;	261420.0;	107652.53333333334;	0.0;	0.3333333333333333;	5554.866666666667;	5573.266666666666
1372646005;	1;	2925.999717;	368.675964342;	12.6;	261420.0;	104155.73333333334;	0.0;	0.3333333333333333;	5601.266666666666;	5619.266666666666
1372646305;	1;	2925.999717;	358.922631952;	12.266666666666667;	261420.0;	101709.33333333333;	0.0;	0.26666666666666666;	5500.733333333334;	5518.933333333333
1372646605;	1;	2925.999717;	347.21863308400003;	11.866666666666667;	261420.0;	101885.33333333333;	0.0;	0.13333333333333333;	5275.6;	5294.933333333333
