Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	4;	10399.995984;	10302.929354815999;	99.06666666666666;	1.6320512E7;	1353360.8;	0.0;	20.533333333333335;	0.2;	0.4666666666666667
1372630104;	4;	10399.995984;	10720.66252684;	103.08333333333334;	1.6320512E7;	2840940.533333333;	0.26666666666666666;	0.7333333333333333;	0.0;	0.5333333333333333
1372630404;	4;	10399.995984;	10685.99587356;	102.75;	1.6320512E7;	3892312.0;	0.0;	0.13333333333333333;	0.0;	0.3333333333333333
1372630704;	4;	10399.995984;	10729.329190159999;	103.16666666666666;	1.6320512E7;	1129664.8;	0.0;	0.0;	0.13333333333333333;	0.4
1372631004;	4;	10399.995984;	10680.795875568;	102.7;	1.6320512E7;	301989.6;	0.0;	0.06666666666666667;	0.13333333333333333;	0.4
1372631304;	4;	10399.995984;	10682.529208232;	102.71666666666665;	1.6320512E7;	167772.0;	0.0;	0.06666666666666667;	0.0;	0.26666666666666666
1372631604;	4;	10399.995984;	10190.262731656;	97.98333333333333;	1.6320512E7;	1744829.8666666667;	0.2;	3.2;	0.3333333333333333;	45.53333333333333
1372631904;	4;	10399.995984;	2483.8657075120004;	23.883333333333336;	1.6320512E7;	4552215.733333333;	0.0;	16.2;	0.6666666666666666;	135.86666666666667
1372632204;	4;	10399.995984;	25.999989959999997;	0.25;	1.6320512E7;	1420469.6;	0.0;	0.26666666666666666;	0.0;	1.0
1372632504;	4;	10399.995984;	6577.99745988;	63.25;	1.6320512E7;	637533.6;	0.0;	160.93333333333334;	90.6;	1.6
1372632804;	4;	10399.995984;	10809.062492704;	103.93333333333334;	1.6320512E7;	1006632.0;	0.0;	1.3333333333333333;	0.0;	0.4666666666666667
1372633104;	4;	10399.995984;	10618.395899663998;	102.1;	1.6320512E7;	4227857.066666666;	0.0;	0.9333333333333333;	0.0;	0.26666666666666666
1372633404;	4;	10399.995984;	10661.729216264;	102.51666666666667;	1.6320512E7;	2069188.0;	0.0;	1.2;	0.06666666666666667;	0.3333333333333333
1372633704;	4;	10399.995984;	10720.66252684;	103.08333333333334;	1.6320512E7;	536870.4;	0.0;	0.0;	0.0;	0.2
1372634004;	4;	10399.995984;	10783.062502744;	103.68333333333334;	1.6320512E7;	22369.6;	0.0;	0.13333333333333333;	0.0;	0.4
1372634304;	4;	10399.995984;	10599.329240359999;	101.91666666666666;	1.6320512E7;	78293.6;	0.0;	0.06666666666666667;	0.0;	0.4
1372634604;	4;	10399.995984;	6995.730631903999;	67.26666666666667;	1.6320512E7;	4865390.666666667;	1.4;	17.533333333333335;	1.0;	180.73333333333332
1372634903;	4;	10399.995984;	25.999989959999997;	0.25;	1.6320512E7;	5200934.666666667;	0.0;	0.26666666666666666;	0.0;	1.0
1372635203;	4;	10399.995984;	1033.066267744;	9.933333333333334;	1.6320512E7;	961892.8;	0.06666666666666667;	158.33333333333334;	90.6;	1.7333333333333334
1372635503;	4;	10399.995984;	10616.662567;	102.08333333333334;	1.6320512E7;	939523.2;	0.0;	4.933333333333334;	0.06666666666666667;	0.5333333333333333
1372635803;	4;	10399.995984;	10708.529198191996;	102.96666666666665;	1.6320512E7;	3142930.4;	0.06666666666666667;	1.0;	0.0;	0.4666666666666667
1372636103;	4;	10399.995984;	10734.529188151997;	103.21666666666665;	1.6320512E7;	4272595.733333333;	0.0;	0.13333333333333333;	0.0;	0.3333333333333333
