Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	2;	5851.998944;	1234.771777184;	21.1;	4177920.0;	1442837.6;	2640.266666666667;	349.8;	14.066666666666666;	13.066666666666666
1372630104;	2;	5851.998944;	1117.7317983040002;	19.1;	4177920.0;	1635776.8;	2492.2;	423.53333333333336;	84.8;	5.6
1372630404;	2;	5851.998944;	1207.4624487786668;	20.633333333333336;	4177920.0;	1426060.8;	2840.4666666666667;	158.66666666666669;	11.466666666666667;	1.6666666666666667
1372630704;	2;	5851.998944;	1082.61980464;	18.5;	4177920.0;	1199569.6;	165.8;	279.06666666666666;	25.6;	14.0
1372631004;	2;	5851.998944;	1125.5344635626666;	19.233333333333334;	4177920.0;	1023408.0;	74.2;	120.80000000000001;	0.26666666666666666;	1.0
1372631304;	2;	5851.998944;	1117.7317983040002;	19.1;	4177920.0;	1001038.4;	2689.4666666666667;	101.86666666666667;	0.4;	0.8
1372631604;	2;	5851.998944;	1107.9784667306667;	18.933333333333334;	4177920.0;	2164260.0;	82.4;	87.86666666666667;	0.13333333333333333;	0.5333333333333333
1372631904;	2;	5851.998944;	1109.9291330453334;	18.96666666666667;	4177920.0;	1166015.2;	2841.0666666666666;	110.46666666666667;	0.5333333333333333;	1.2
1372632204;	2;	5851.998944;	1139.1891277653333;	19.46666666666667;	4177920.0;	1291844.0;	120.53333333333335;	102.0;	0.4;	7.133333333333334
1372632504;	2;	5851.998944;	1010.4451509973333;	17.266666666666666;	4177920.0;	1124072.0;	60.6;	92.66666666666667;	0.13333333333333333;	0.5333333333333333
1372632804;	2;	5851.998944;	1082.61980464;	18.5;	4177920.0;	813692.0;	31.666666666666668;	89.13333333333333;	0.2;	0.5333333333333333
1372633104;	2;	5851.998944;	1012.395817312;	17.3;	4177920.0;	822081.6;	105.2;	99.6;	0.3333333333333333;	1.1333333333333333
1372633404;	2;	5851.998944;	1205.5117824640001;	20.6;	4177920.0;	998242.4;	166.4;	468.4;	1.4666666666666666;	7.6
1372633704;	2;	5851.998944;	1028.0011478293334;	17.566666666666666;	4177920.0;	1199568.8;	8.266666666666667;	98.80000000000001;	1.0666666666666667;	0.5333333333333333
1372634004;	2;	5851.998944;	1067.0144741226668;	18.233333333333334;	4177920.0;	704641.6;	91.6;	100.6;	0.2;	0.7333333333333333
1372634304;	2;	5851.998944;	1016.2971499413334;	17.366666666666667;	4177920.0;	687864.0;	39.0;	112.26666666666667;	0.13333333333333333;	0.6
1372634604;	2;	5851.998944;	1045.5571446613333;	17.866666666666667;	4177920.0;	788525.6;	22.333333333333332;	85.8;	0.13333333333333333;	0.5333333333333333
1372634903;	2;	5851.998944;	1031.9024804586668;	17.633333333333333;	4177920.0;	704641.6;	22.4;	96.8;	0.2;	1.1333333333333333
1372635203;	2;	5851.998944;	1084.5704709546665;	18.53333333333333;	4177920.0;	727009.6;	146.2;	103.6;	0.6;	13.866666666666667
1372635503;	2;	5851.998944;	1047.507810976;	17.9;	4177920.0;	998242.9333333333;	4.933333333333334;	107.46666666666667;	0.13333333333333333;	0.6666666666666666
1372635803;	2;	5851.998944;	1117.7317983040002;	19.1;	4177920.0;	808100.5333333333;	30.866666666666667;	106.46666666666667;	0.13333333333333333;	0.4666666666666667
1372636103;	2;	5851.998944;	1096.2744688426667;	18.733333333333334;	4177920.0;	690659.7333333333;	24.533333333333335;	94.0;	0.06666666666666667;	0.4666666666666667
1372636403;	2;	5851.998944;	1088.471803584;	18.6;	4177920.0;	643124.2666666667;	44.6;	101.26666666666668;	0.13333333333333333;	0.4666666666666667
1372636703;	2;	5851.998944;	1053.3598099199999;	18.0;	4177920.0;	710233.6;	8.533333333333333;	117.06666666666666;	0.2;	0.5333333333333333
1372637004;	2;	5851.998944;	1055.3104762346666;	18.03333333333333;	4177920.0;	682270.6666666666;	26.066666666666666;	116.6;	0.4;	5.133333333333334
1372637304;	2;	5851.998944;	1014.3464836266666;	17.333333333333332;	4177920.0;	928337.0666666667;	103.66666666666667;	107.46666666666667;	0.2;	0.8
1372637604;	2;	5851.998944;	1074.8171393813334;	18.366666666666667;	4177920.0;	735398.9333333333;	17.733333333333334;	177.8;	0.9333333333333333;	2.066666666666667
1372637904;	2;	5851.998944;	1051.4091436053334;	17.96666666666667;	4177920.0;	813693.0666666667;	278.06666666666666;	140.46666666666667;	0.6666666666666666;	1.1333333333333333
