Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	1;	2925.999516;	799.77320104;	27.333333333333336;	4073472.0;	1677719.2;	5.8;	11.333333333333334;	312.6666666666667;	58.666666666666664
1372630104;	1;	2925.999516;	513.0252484719999;	17.53333333333333;	4073472.0;	1694496.0;	2.2;	6.4;	209.8;	34.06666666666667
1372630404;	1;	2925.999516;	655.423891584;	22.4;	4073472.0;	1719662.9333333333;	0.13333333333333333;	9.066666666666666;	263.6;	45.8
1372630704;	1;	2925.999516;	766.611873192;	26.2;	4073472.0;	1616202.4;	1.0;	12.066666666666666;	310.8666666666667;	53.4
1372631004;	1;	2925.999516;	749.055876096;	25.6;	4073472.0;	1568666.9333333333;	26.0;	12.866666666666667;	294.6;	56.86666666666667
1372631304;	1;	2925.999516;	758.809207816;	25.933333333333334;	4073472.0;	1736439.2;	1.8;	10.866666666666667;	315.93333333333334;	65.6
1372631604;	1;	2925.999516;	788.0692029759999;	26.933333333333334;	4073472.0;	1596629.8666666667;	15.466666666666669;	14.733333333333334;	330.53333333333336;	59.266666666666666
1372631904;	1;	2925.999516;	723.697213624;	24.733333333333334;	4073472.0;	1733643.7333333334;	1.0666666666666667;	13.866666666666667;	287.3333333333333;	65.0
1372632204;	1;	2925.999516;	840.737194264;	28.733333333333334;	4073472.0;	1842695.7333333334;	0.6666666666666666;	12.0;	323.06666666666666;	64.73333333333333
1372632504;	1;	2925.999516;	727.5985463119998;	24.866666666666664;	4073472.0;	1820325.0666666667;	6.4;	11.466666666666665;	274.46666666666664;	54.13333333333333
1372632804;	1;	2925.999516;	577.397237824;	19.733333333333334;	4073472.0;	1795159.2;	0.3333333333333333;	10.933333333333334;	238.73333333333332;	43.93333333333333
1372633104;	1;	2925.999516;	751.0065424399999;	25.666666666666664;	4073472.0;	1848287.7333333334;	3.6;	10.733333333333333;	306.06666666666666;	62.0
1372633404;	1;	2925.999516;	756.858541472;	25.866666666666664;	4073472.0;	1775587.7333333334;	3.2;	15.933333333333334;	301.26666666666665;	55.4
1372633704;	1;	2925.999516;	766.611873192;	26.2;	4073472.0;	1672126.6666666667;	1.2;	10.533333333333333;	306.2;	65.33333333333333
