Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	4;	11703.997976;	68.27332152666668;	0.5833333333333334;	1.6777216E7;	167772.0;	0.0;	0.6666666666666666;	0.0;	1.0
1372630104;	4;	11703.997976;	58.519989880000004;	0.5;	1.6777216E7;	0.0;	0.0;	0.6666666666666666;	0.0;	1.0
1372630404;	4;	11703.997976;	74.12532051466667;	0.6333333333333333;	1.6777216E7;	0.0;	0.0;	1.0;	0.0;	1.0666666666666667
1372630704;	4;	11703.997976;	74.12532051466667;	0.6333333333333333;	1.6777216E7;	167772.0;	0.0;	0.6666666666666666;	0.0;	1.0
1372631004;	4;	11703.997976;	60.47065620933333;	0.5166666666666666;	1.6777216E7;	100663.2;	0.0;	0.6666666666666666;	0.0;	1.0
1372631304;	4;	11703.997976;	58.519989880000004;	0.5;	1.6777216E7;	33554.4;	0.0;	0.6666666666666666;	0.0;	1.0
1372631604;	4;	11703.997976;	62.42132253866667;	0.5333333333333333;	1.6777216E7;	78293.6;	0.0;	0.8;	0.0;	1.0
1372631904;	4;	11703.997976;	58.519989880000004;	0.5;	1.6777216E7;	301989.6;	0.0;	0.6666666666666666;	0.0;	1.0
1372632204;	4;	11703.997976;	60.47065620933333;	0.5166666666666666;	1.6777216E7;	100663.2;	0.0;	0.6666666666666666;	0.0;	1.0
1372632504;	4;	11703.997976;	62.42132253866667;	0.5333333333333333;	1.6777216E7;	0.0;	0.0;	0.6666666666666666;	0.0;	1.0
1372632804;	4;	11703.997976;	62.42132253866667;	0.5333333333333333;	1.6777216E7;	0.0;	0.0;	0.6666666666666666;	0.0;	1.0
1372633104;	4;	11703.997976;	58.519989880000004;	0.5;	1.6777216E7;	0.0;	0.0;	1.3333333333333333;	0.0;	1.0
1372633404;	4;	11703.997976;	83.87865216133333;	0.7166666666666667;	1.6777216E7;	100663.2;	0.0;	0.8;	0.0;	1.0
1372633704;	4;	11703.997976;	62.42132253866667;	0.5333333333333333;	1.6777216E7;	167772.0;	0.0;	0.6666666666666666;	0.0;	1.0
1372634004;	4;	11703.997976;	62.42132253866667;	0.5333333333333333;	1.6777216E7;	67108.8;	0.0;	0.6666666666666666;	0.0;	1.0
1372634304;	4;	11703.997976;	58.519989880000004;	0.5;	1.6777216E7;	33554.4;	0.0;	0.6666666666666666;	0.0;	1.0
1372634604;	4;	11703.997976;	58.519989880000004;	0.5;	1.6777216E7;	100663.2;	0.0;	0.6666666666666666;	0.0;	1.0
1372634903;	4;	11703.997976;	62.42132253866667;	0.5333333333333333;	1.6777216E7;	246065.6;	0.0;	0.6666666666666666;	0.0;	1.0
1372635203;	4;	11703.997976;	60.47065620933333;	0.5166666666666666;	1.6777216E7;	167772.0;	0.0;	0.8;	0.0;	1.0
1372635503;	4;	11703.997976;	58.519989880000004;	0.5;	1.6777216E7;	67108.8;	0.0;	0.6666666666666666;	0.0;	1.0
1372635803;	4;	11703.997976;	58.519989880000004;	0.5;	1.6777216E7;	123032.8;	0.0;	0.6666666666666666;	0.0;	0.9333333333333333
1372636103;	4;	11703.997976;	70.22398785600001;	0.6;	1.6777216E7;	167772.0;	0.0;	1.0;	0.0;	1.0666666666666667
