Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1372629804;	2;	5851.99868;	202.8692875733333;	3.466666666666667;	6006784.0;	1107294.4;	0.0;	19.266666666666666;	3.8666666666666667;	4.266666666666667
1372630104;	2;	5851.99868;	202.8692875733333;	3.466666666666667;	6006784.0;	1286251.2;	0.0;	14.0;	0.4666666666666667;	0.4
1372630404;	2;	5851.99868;	142.39863454666667;	2.4333333333333336;	6006784.0;	1213549.6;	0.0;	14.266666666666666;	0.4;	0.4666666666666667
1372630704;	2;	5851.99868;	132.64530341333332;	2.2666666666666666;	6006784.0;	1068147.4666666666;	0.0;	13.733333333333334;	0.5333333333333333;	2.8666666666666667
1372631004;	2;	5851.99868;	142.39863454666667;	2.4333333333333336;	6006784.0;	1146441.3333333333;	0.0;	11.4;	0.13333333333333333;	0.0
1372631304;	2;	5851.99868;	142.39863454666667;	2.4333333333333336;	6006784.0;	1124071.2;	0.0;	12.799999999999999;	0.4666666666666667;	0.4666666666666667
1372631604;	2;	5851.99868;	140.44796831999997;	2.4;	6006784.0;	950706.6666666666;	0.0;	14.866666666666667;	0.5333333333333333;	2.6666666666666665
1372631904;	2;	5851.99868;	167.75729549333334;	2.8666666666666667;	6006784.0;	1291843.7333333334;	0.0;	13.466666666666669;	0.4666666666666667;	0.4
1372632204;	2;	5851.99868;	146.299967;	2.5;	6006784.0;	1157625.6;	0.0;	13.933333333333334;	0.6;	0.4666666666666667
1372632504;	2;	5851.99868;	175.5599604;	3.0;	6006784.0;	1303027.7333333334;	0.0;	17.92307692307692;	0.5333333333333333;	2.7333333333333334
1372632804;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6006784.0;	1090516.8;	0.0;	13.266666666666667;	0.4666666666666667;	0.4
1372633104;	2;	5851.99868;	142.39863454666667;	2.4333333333333336;	6006784.0;	1034592.0;	0.0;	12.933333333333334;	0.5333333333333333;	0.4
1372633404;	2;	5851.99868;	206.77062002666665;	3.533333333333333;	6006784.0;	1191180.2666666666;	0.0;	303.8666666666666;	0.6;	2.7333333333333334
1372633704;	2;	5851.99868;	232.12928097333332;	3.966666666666667;	6006784.0;	1454022.9333333333;	0.0;	17.4;	3.8666666666666667;	2.0
1372634004;	2;	5851.99868;	136.54663586666666;	2.3333333333333335;	6006784.0;	1163218.4;	0.0;	13.266666666666667;	0.5333333333333333;	0.4666666666666667
1372634304;	2;	5851.99868;	144.3493007733333;	2.466666666666667;	6006784.0;	1196772.5333333334;	0.0;	13.933333333333334;	0.6;	2.933333333333333
1372634604;	2;	5851.99868;	140.44796831999997;	2.4;	6006784.0;	1269474.1333333333;	0.0;	13.066666666666666;	0.4;	0.3333333333333333
1372634903;	2;	5851.99868;	142.39863454666667;	2.4333333333333336;	6006784.0;	1213549.6;	0.0;	12.933333333333334;	0.5333333333333333;	0.4
1372635203;	2;	5851.99868;	138.49730209333333;	2.3666666666666667;	6006784.0;	995446.6666666666;	0.0;	14.666666666666668;	0.5333333333333333;	2.6666666666666665
1372635503;	2;	5851.99868;	156.05329813333333;	2.666666666666667;	6006784.0;	1006631.2;	0.0;	13.066666666666666;	0.4666666666666667;	0.4
1372635803;	2;	5851.99868;	161.90529681333336;	2.766666666666667;	6006784.0;	1023408.2666666667;	0.0;	14.866666666666667;	0.6;	0.4666666666666667
1372636103;	2;	5851.99868;	290.64926777333335;	4.966666666666667;	6006784.0;	1549094.6666666667;	0.0;	22.866666666666667;	0.6666666666666666;	2.7333333333333334
1372636403;	2;	5851.99868;	138.49730209333333;	2.3666666666666667;	6006784.0;	1275066.1333333333;	0.0;	13.533333333333333;	0.4666666666666667;	0.3333333333333333
