Timestamp [ms];	CPU cores;	CPU capacity provisioned [MHZ];	CPU usage [MHZ];	CPU usage [%];	Memory capacity provisioned [KB];	Memory usage [KB];	Disk read throughput [KB/s];	Disk write throughput [KB/s];	Network received throughput [KB/s];	Network transmitted throughput [KB/s]
1375174353;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1375174653;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1375174953;	0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0;	0.0
1375175253;	2;	5199.997938;	0.0;	0.0;	694272.0;	6291456.0;	0.0;	0.0;	0.0;	0.0
1375175553;	2;	5199.997938;	1839.065937406;	35.36666666666667;	1677175.4666666666;	5491741.6;	881.5333333333333;	5710.933333333333;	748.6666666666666;	13.733333333333333
1375175853;	2;	5199.997938;	596.266430224;	11.466666666666667;	2592768.0;	2812978.1333333333;	2.2;	310.73333333333335;	26.4;	0.7333333333333333
1375176153;	2;	5199.997938;	71.06663848599999;	1.3666666666666665;	2592768.0;	883597.8666666667;	1.0666666666666667;	73.2;	14.533333333333333;	0.2
1375176453;	2;	5199.997938;	77.99996907;	1.5;	2592768.0;	134216.0;	0.0;	118.93333333333334;	18.8;	0.2
1375176753;	2;	5199.997938;	77.99996907;	1.5;	2592768.0;	123031.73333333334;	0.0;	129.33333333333334;	19.333333333333332;	0.4666666666666667
1375177053;	2;	5199.997938;	152.533272848;	2.933333333333333;	2598229.3333333335;	290803.73333333334;	272.4666666666667;	93.33333333333333;	12.4;	5.333333333333333
1375177353;	2;	5199.997938;	1.733332646;	0.03333333333333333;	2609152.0;	520092.0;	0.13333333333333333;	0.2;	0.0;	0.0
1375177653;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	67108.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375177953;	2;	5199.997938;	0.0;	0.0;	2609152.0;	16776.8;	0.0;	0.0;	0.0;	0.0
1375178253;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	22369.066666666666;	0.0;	0.0;	0.06666666666666667;	0.0
1375178553;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	12.2;	5.866666666666666;	0.0;	0.06666666666666667
1375178853;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	16776.8;	0.0;	0.2;	0.06666666666666667;	0.0
1375179153;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.0;	0.0
1375179454;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	0.0;	1.0;	0.06666666666666667;	0.06666666666666667;	0.0
1375179754;	2;	5199.997938;	0.0;	0.0;	2609152.0;	39145.86666666667;	0.0;	0.06666666666666667;	0.0;	0.0
1375180054;	2;	5199.997938;	251.33323367;	4.833333333333333;	2609152.0;	212509.86666666667;	431.3333333333333;	559.3333333333334;	55.93333333333333;	1.6
1375180354;	2;	5199.997938;	0.0;	0.0;	2609152.0;	268434.4;	0.0;	0.2;	0.0;	0.0
1375180654;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	5592.266666666666;	0.0;	0.4;	0.06666666666666667;	0.0
1375180954;	2;	5199.997938;	0.0;	0.0;	2609152.0;	33553.6;	0.0;	0.13333333333333333;	0.0;	0.0
1375181254;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375181554;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375181854;	2;	5199.997938;	1.733332646;	0.03333333333333333;	2609152.0;	16776.8;	0.0;	0.2;	0.06666666666666667;	0.0
1375182154;	2;	5199.997938;	0.0;	0.0;	2609152.0;	16776.8;	0.0;	5.066666666666666;	0.0;	0.06666666666666667
1375182454;	2;	5199.997938;	0.0;	0.0;	2609152.0;	16776.8;	0.0;	0.0;	0.06666666666666667;	0.0
1375182754;	2;	5199.997938;	0.0;	0.0;	2609152.0;	33553.6;	0.0;	0.06666666666666667;	0.0;	0.0
1375183054;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	16776.8;	0.0;	0.13333333333333333;	0.06666666666666667;	0.0
1375183354;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.0;	0.0
1375183654;	2;	5199.997938;	1.733332646;	0.03333333333333333;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375183954;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.2;	0.0;	0.0
1375184254;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375184554;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375184854;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375185154;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.0;	0.0
1375185454;	2;	5199.997938;	1.733332646;	0.03333333333333333;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375185754;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	4.933333333333334;	0.0;	0.06666666666666667
1375186054;	2;	5199.997938;	0.0;	0.0;	2609152.0;	16776.8;	0.0;	0.0;	0.06666666666666667;	0.0
1375186354;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.0;	0.0
1375186654;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375186954;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375187254;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375187554;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.13333333333333333;	0.0;	0.0
1375187854;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375188154;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375188454;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.0;	0.06666666666666667;	0.0
1375188754;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375189054;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	22369.066666666666;	0.0;	0.0;	0.06666666666666667;	0.0
1375189354;	2;	5199.997938;	0.0;	0.0;	2609152.0;	44738.13333333333;	0.0;	5.666666666666667;	0.0;	0.0
1375189654;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	33553.6;	0.0;	0.0;	0.06666666666666667;	0.0
1375189954;	2;	5199.997938;	0.0;	0.0;	2609152.0;	0.0;	0.0;	0.06666666666666667;	0.0;	0.0
1375190254;	2;	5199.997938;	51.999979380000006;	1.0;	2609152.0;	117439.2;	43.13333333333333;	199.33333333333334;	20.733333333333334;	0.5333333333333333
1375190554;	2;	5199.997938;	20.799991752;	0.4;	2609152.0;	100662.4;	0.0;	0.8666666666666667;	0.13333333333333333;	0.06666666666666667
1375190854;	2;	5199.997938;	350.13319449200003;	6.733333333333333;	2609152.0;	184548.8;	3.7333333333333334;	65.8;	7.6;	4.466666666666667
1375191154;	2;	5199.997938;	3.466665292;	0.06666666666666667;	2609152.0;	50331.2;	0.0;	0.26666666666666666;	0.0;	0.0
1375191454;	2;	5199.997938;	6.933330584;	0.13333333333333333;	2609152.0;	0.0;	0.0;	0.06666666666666667;	0.06666666666666667;	0.0
1375191754;	2;	5199.997938;	0.0;	0.0;	2609152.0;	27961.333333333332;	0.0;	0.06666666666666667;	0.0;	0.0
1375192354;	2;	5199.997938;	0.0;	0.0;	2609152.0;	33554.4;	0.0;	0.13333333333333333;	0.0;	0.0
1375192654;	2;	5199.997938;	5.199997938;	0.1;	2609152.0;	0.0;	0.0;	0.06666666666666667;	0.06666666666666667;	0.0
1375192955;	2;	5199.997938;	19.066659106;	0.36666666666666664;	2609152.0;	89478.4;	9.799999999999999;	2643.5333333333333;	0.06666666666666667;	0.06666666666666667
1375193255;	2;	5199.997938;	12.133328522;	0.2333333333333333;	2609152.0;	771750.4;	1.0666666666666667;	0.9333333333333333;	0.0;	0.0
